ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
33072	1	B	A	X	D	B	X	D	D	A	B	C	D	B	C	A	B	A	A	D	B	C	X	A	B	C	C	C	B	X	X
33129	1	A	A	D	D	B	B	D	D	A	B	D	D	B	C	B	A	A	C	A	B	C	C	D	B	B	C	B	B	D	B
32609	1	B	A	D	D	B	D	D	D	A	B	B	D	B	C	B	B	D	B	D	B	C	C	A	B	C	C	C	B	D	C
33643	1	B	A	C	D	B	D	D	D	A	B	C	D	B	C	B	D	A	A	D	A	C	X	D	B	C	B	C	B	D	X
33654	1	B	A	C	D	B	D	D	D	A	B	C	D	B	C	B	D	A	A	D	A	C	X	D	B	C	B	C	B	D	X
32425	1	B	A	D	D	B	D	D	D	A	B	D	D	B	C	B	D	A	C	D	A	C	C	A	A	B	C	C	B	B	B
32924	1	B	A	D	D	B	B	D	X	A	B	X	D	B	C	A	X	X	C	B	B	C	B	D	A	C	X	D	B	D	X
33577	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	A	B	A	A	B	B	C	C	A	B	C	B	C	B	D	C
32328	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	A	B	C	X	D	B	C	B	A	B	C	B	C	B	D	B
33900	1	A	B	D	B	B	D	B	B	A	C	B	C	B	C	A	C	A	C	C	A	D	C	A	B	B	C	B	D	D	B
33708	1	B	A	D	D	B	D	D	D	A	B	D	C	B	C	A	B	A	B	D	D	C	D	A	A	C	B	B	B	D	C
32422	1	B	A	D	D	A	D	B	B	A	X	B	D	X	C	D	X	D	B	D	B	A	C	C	B	A	B	X	B	D	X
33409	1	B	B	D	D	C	D	D	D	D	B	X	X	B	C	A	X	X	B	X	X	X	A	D	A	B	B	X	B	X	X
33573	1	B	A	D	D	B	D	D	D	A	B	D	D	B	B	B	B	D	A	D	A	C	C	A	B	C	C	C	C	C	C
33607	1	A	A	D	D	C	C	D	D	A	B	C	X	X	C	X	X	X	A	D	X	X	X	X	A	X	C	X	B	D	X
32198	1	B	A	D	D	B	D	D	D	A	C	D	D	B	C	A	B	D	A	C	B	C	B	A	A	C	C	C	B	D	C
32998	1	B	A	D	D	B	D	D	A	A	B	C	D	B	C	C	B	A	A	D	A	C	B	A	B	C	C	X	B	C	B
32684	1	B	A	D	D	B	D	X	B	A	X	C	X	B	C	C	C	B	X	B	X	C	X	X	B	C	C	X	B	X	C
33141	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	B	D	A	A	D	A	C	B	A	B	C	B	C	B	D	B
32923	1	B	A	C	D	A	D	D	B	A	B	B	A	B	A	B	B	C	C	D	C	C	C	A	A	B	C	B	C	D	D
33394	1	B	A	D	D	B	D	D	A	A	B	C	A	B	C	C	B	A	B	D	X	B	C	D	B	C	C	C	B	D	X
33013	1	B	A	D	D	B	D	D	D	A	B	A	A	B	C	D	C	D	A	D	B	D	C	D	B	C	B	C	B	C	X
32625	1	A	A	D	D	B	D	D	D	A	B	C	C	B	C	B	B	A	B	D	B	D	B	B	B	C	B	D	B	C	B
33723	1	B	A	D	D	B	D	D	A	A	B	C	D	D	A	B	B	A	A	D	B	C	C	D	A	C	C	B	B	D	B
33255	1	B	A	D	D	B	D	D	D	A	B	C	A	B	C	A	B	A	A	D	A	C	B	A	B	C	C	C	B	D	C
33497	1	B	A	D	D	C	D	D	D	A	B	C	B	B	B	B	X	C	A	D	A	B	C	A	A	C	C	C	B	D	X
33652	1	B	A	D	D	C	B	X	D	A	B	C	X	X	C	A	B	A	B	D	X	C	C	D	A	C	C	X	B	D	X
33826	1	B	A	D	D	B	D	D	D	A	B	C	C	B	C	A	B	X	X	D	A	D	X	A	B	C	C	C	B	X	X
33048	1	B	A	D	B	A	D	D	D	A	B	X	X	B	C	B	X	D	A	X	X	C	X	X	B	B	C	X	C	D	X
33407	1	B	A	D	D	B	D	D	D	D	B	C	A	A	A	A	B	C	D	C	D	D	B	C	A	X	A	B	B	D	X
33427	1	C	A	D	B	C	C	C	X	A	X	B	X	X	C	B	C	X	A	C	X	B	X	X	A	C	B	C	B	X	X
33742	1	B	A	D	D	B	D	D	D	A	B	B	A	B	C	C	B	A	A	D	X	C	X	A	A	C	C	C	B	D	B
32517	1	B	A	D	D	B	D	D	D	A	B	D	B	B	C	A	B	X	A	D	B	C	X	A	B	X	B	C	B	X	A
33108	1	B	A	D	D	B	C	D	B	A	B	D	D	A	C	B	D	A	B	C	B	D	C	A	A	C	C	A	B	D	X
33071	1	A	A	D	D	B	D	D	D	A	B	C	D	B	C	B	B	A	A	D	A	C	B	A	B	C	B	C	B	D	B
33412	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	B	B	A	A	B	B	C	B	D	B	C	B	C	B	D	B
32712	1	B	A	D	D	B	B	D	A	A	B	D	B	B	C	A	B	D	B	B	A	A	C	A	B	C	C	C	B	A	C
33530	1	B	A	C	D	B	D	D	D	A	X	B	X	A	C	D	B	B	A	X	B	D	X	X	B	B	C	X	C	D	X
32892	1	B	A	C	D	B	D	D	A	A	X	D	X	B	C	C	X	X	C	D	A	C	B	A	A	C	C	D	D	D	X
32628	1	B	A	D	D	B	D	D	D	A	B	D	D	B	C	C	B	A	B	D	B	D	C	D	A	A	B	D	C	D	A
32978	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	B	B	A	A	D	B	C	B	D	B	C	C	C	B	D	B
33780	1	C	A	D	D	C	C	D	D	A	B	B	C	D	C	A	B	A	C	D	B	C	C	A	B	C	B	C	B	C	C
32551	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	C	X	A	A	D	B	C	B	A	A	C	X	C	X	D	D
33300	1	B	A	D	D	B	C	D	A	A	C	A	B	C	C	A	C	C	A	C	A	C	C	D	A	B	D	D	A	A	C
32309	1	B	A	D	D	B	D	D	D	A	B	C	A	X	C	B	D	A	D	B	B	C	B	A	B	C	C	C	B	B	A
33268	1	B	A	D	D	C	D	C	D	A	B	X	X	B	C	B	B	A	X	X	A	X	B	A	B	C	C	C	B	C	X
33161	1	B	A	D	D	B	D	D	A	A	B	C	A	B	A	B	B	A	A	D	X	C	B	A	A	C	C	C	B	D	A
33812	1	B	B	D	D	B	D	D	B	A	B	C	D	B	C	B	C	A	A	D	B	C	C	A	B	C	C	C	C	D	B
33351	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	A	B	A	A	D	A	C	B	A	B	C	C	C	B	D	A
33274	1	B	A	D	D	B	D	D	D	A	X	C	X	X	C	X	D	B	X	X	X	B	X	A	D	C	C	X	B	A	X
33559	1	C	A	D	D	B	D	D	D	A	B	D	D	B	C	B	B	A	A	D	A	C	B	D	B	C	C	C	B	D	D
33226	1	B	A	D	D	B	D	D	D	A	B	D	D	A	C	B	B	B	A	D	B	C	C	A	B	C	C	C	B	D	C
32936	1	B	A	D	D	C	D	D	B	A	B	D	B	C	C	B	B	A	X	C	C	C	C	A	B	B	D	B	C	C	C
32631	1	B	A	D	D	B	B	D	D	A	B	D	D	B	C	B	B	A	A	D	B	C	C	D	B	C	C	C	B	D	B
32269	1	B	A	D	D	B	D	D	D	A	B	D	B	B	C	B	B	A	C	D	B	C	B	B	B	C	B	C	B	D	A
32981	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	A	D	B	B	D	A	C	C	D	A	C	B	A	B	D	X
32706	1	B	A	D	D	B	D	D	A	A	B	D	A	A	C	D	B	A	A	D	B	C	C	A	B	C	C	B	B	D	D
33925	1	B	A	D	D	B	D	X	D	A	B	C	D	B	C	A	B	A	C	D	B	C	B	A	B	C	C	C	B	D	X
32709	1	B	A	D	B	A	D	D	D	A	B	B	A	B	C	B	D	A	A	B	C	C	C	A	B	C	B	B	B	D	C
33442	1	B	A	D	D	B	A	D	B	A	B	D	D	B	C	C	B	A	A	D	A	C	B	B	B	B	C	C	B	D	D
32997	1	D	A	D	D	B	B	X	D	A	X	D	X	B	C	C	D	A	A	X	X	C	B	C	B	X	B	D	C	X	X
32492	1	B	A	D	D	B	C	D	D	A	X	C	A	B	C	B	B	A	D	B	X	X	X	D	B	B	B	X	B	X	X
32351	1	B	A	D	D	B	X	D	A	A	B	C	X	X	C	A	X	X	A	D	B	C	C	A	B	B	C	C	B	D	X
33928	1	B	A	C	D	C	D	D	D	A	B	C	D	B	C	A	X	A	A	D	B	A	C	C	B	C	C	B	B	C	A
33251	1	B	A	D	D	B	D	D	D	A	B	D	D	B	C	A	D	A	A	D	B	C	C	A	B	C	C	B	C	D	D
33895	1	A	A	D	D	B	C	D	D	A	B	C	A	B	C	B	B	B	A	D	B	C	B	A	B	B	C	B	B	D	B
33117	1	B	A	D	D	B	D	D	D	A	B	A	X	X	C	A	X	D	A	D	X	C	B	A	A	C	A	B	C	D	X
33865	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	C	B	X	A	D	B	C	B	A	B	C	X	C	B	X	C
33449	1	B	A	D	D	A	D	D	B	A	B	B	X	B	C	A	X	X	A	D	B	C	X	X	A	B	B	X	C	D	C
32335	1	C	A	D	D	B	D	D	A	A	B	C	X	X	C	A	X	A	A	D	X	X	X	A	B	B	C	A	B	D	X
33805	1	A	A	D	D	B	D	D	D	A	B	C	D	B	C	A	B	A	C	D	B	B	B	A	B	B	B	D	B	D	B
33044	1	B	B	D	D	B	C	D	B	A	D	D	X	X	C	A	B	X	C	D	A	C	X	A	B	C	C	C	B	X	B
33758	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	A	B	B	A	D	B	B	C	A	B	C	B	C	B	D	B
33639	1	A	B	C	D	B	D	A	A	A	B	A	D	A	B	A	B	D	B	D	A	C	C	A	B	A	B	B	B	D	C
32761	1	B	A	C	D	B	D	D	D	A	B	C	C	B	C	B	C	D	A	D	A	C	B	A	B	C	C	C	B	D	A
33422	1	B	A	D	D	B	D	D	D	A	B	D	D	B	C	A	B	A	C	D	A	A	B	A	B	C	B	C	B	D	D
32852	1	B	A	D	D	B	D	D	D	A	B	D	B	B	C	B	D	C	A	D	B	C	X	A	B	C	B	B	B	D	X
33720	1	C	A	D	D	B	D	D	A	A	B	A	A	B	C	A	D	A	C	C	B	D	B	D	B	C	C	D	A	D	C
33132	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	B	B	A	A	D	B	C	C	A	B	C	B	C	B	X	X
33153	1	B	A	D	D	B	D	D	D	A	B	D	X	B	C	A	D	A	B	X	B	C	X	A	B	C	B	X	C	D	X
32935	1	A	A	D	D	B	X	D	D	A	B	C	C	A	C	C	X	A	B	D	A	C	B	A	B	C	C	C	B	D	B
33852	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	A	B	A	A	D	B	C	B	A	A	B	A	C	B	D	B
33064	1	B	A	D	D	B	D	D	C	A	B	D	D	X	C	A	B	A	X	B	X	C	X	D	A	C	C	C	B	C	X
32604	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	B	D	A	A	D	X	C	B	A	B	C	C	C	B	D	X
32446	1	B	A	D	D	B	D	X	D	D	B	C	X	B	C	B	X	A	B	D	X	C	B	A	B	A	C	C	B	D	D
32950	1	B	A	D	B	B	A	X	A	A	B	A	D	X	C	A	B	A	A	D	X	C	C	D	A	B	B	D	B	D	A
33857	1	B	A	D	D	B	D	D	D	A	B	B	X	B	C	A	B	A	A	C	X	C	X	D	B	B	C	C	B	D	B
33693	1	B	A	D	D	B	D	D	D	A	D	C	D	B	C	B	A	C	A	D	X	D	X	D	A	B	C	X	B	C	X
32937	1	X	A	D	D	B	D	A	X	A	B	C	X	B	C	C	X	B	A	B	A	B	C	D	A	C	C	B	X	X	C
32636	1	B	A	D	D	B	D	D	D	A	B	C	A	B	C	B	B	A	A	D	B	C	B	A	B	C	A	C	C	D	B
33827	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	A	C	A	A	D	A	D	B	A	B	C	C	X	B	D	A
33306	1	B	B	D	D	B	D	D	D	A	B	C	X	B	C	B	A	A	A	D	B	C	X	A	B	C	C	C	B	D	D
32330	1	C	A	C	D	B	D	D	D	C	A	D	X	B	C	A	A	X	C	D	X	X	B	A	C	C	C	D	B	C	X
32987	1	B	A	D	D	B	C	D	D	A	D	D	C	B	C	B	B	B	A	B	B	D	B	A	B	C	C	D	A	D	C
33265	1	B	A	D	D	B	D	A	B	A	B	D	C	B	C	A	B	A	D	D	A	D	D	A	B	C	C	D	B	D	C
33253	1	B	A	D	D	B	D	D	D	A	B	C	X	B	C	B	B	A	A	X	X	C	B	A	B	C	C	B	B	D	B
33321	1	B	A	D	D	B	D	D	D	A	B	D	D	B	C	A	B	A	A	D	B	D	B	A	B	C	B	C	B	D	C
33327	1	B	A	D	D	B	D	A	D	A	B	C	D	B	C	A	A	C	B	B	B	B	B	D	B	C	C	B	B	B	A
32226	1	B	A	D	D	B	C	D	D	A	B	C	D	B	C	A	B	A	A	C	B	C	C	D	B	C	C	X	B	D	X
33645	1	B	A	D	D	C	D	D	A	A	D	D	A	A	C	A	B	A	B	X	X	B	X	X	A	A	C	X	A	X	X
33392	1	C	A	D	D	B	D	D	D	A	B	D	C	B	C	A	D	D	B	D	B	C	C	C	B	C	B	C	C	D	D
33771	1	B	A	C	D	D	D	D	D	A	X	C	X	X	C	A	B	A	B	A	C	D	X	D	A	B	C	B	C	X	X
32545	1	B	A	D	D	B	C	D	D	A	B	A	D	A	C	A	X	D	A	D	B	C	C	D	A	C	B	B	C	D	B
33475	1	D	A	D	D	B	C	D	D	A	B	D	C	X	C	D	C	A	A	D	B	C	X	A	B	C	B	C	B	D	X
33840	1	A	A	D	D	A	B	A	B	A	C	C	D	B	C	B	D	C	C	D	B	C	B	D	C	C	A	D	C	D	C
32315	1	B	A	C	D	B	D	D	B	A	B	C	D	B	C	B	B	D	A	D	B	A	C	C	B	C	C	C	B	D	B
33850	1	B	B	D	D	D	B	B	A	A	B	C	B	X	C	A	B	A	A	C	B	A	C	C	B	B	B	C	B	D	C
32371	1	A	A	D	D	B	D	A	D	A	B	D	D	B	C	B	C	A	B	D	B	D	B	A	A	C	C	C	B	C	A
33754	1	B	A	D	D	B	D	D	A	A	B	C	D	B	C	A	B	A	A	D	A	C	C	D	B	C	B	C	B	D	C
32749	1	B	A	D	D	C	D	D	B	A	A	D	D	B	B	X	D	A	A	D	A	B	B	C	A	B	C	B	C	X	X
32886	1	B	A	D	D	B	D	D	D	A	B	C	D	B	C	A	D	A	A	D	B	D	C	A	B	C	A	D	B	D	C
32752	1	A	A	C	A	X	C	X	B	B	B	X	X	X	C	X	A	B	C	C	D	A	A	B	A	B	A	A	D	A	C
