ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	basisJuist	basisFout	basisBlanco	basisScore	niet_basisJuist	niet_basisFout	niet_basisBlanco	niet_basisScore	analyseJuist	analyseFout	analyseBlanco	analyseScore	algebraJuist	algebraFout	algebraBlanco	algebraScore	meetkundeJuist	meetkundeFout	meetkundeBlanco	meetkundeScore	kansrekenenJuist	kansrekenenFout	kansrekenenBlanco	kansrekenenScore	logicaJuist	logicaFout	logicaBlanco	logicaScore
32351	1	1	19	5	6	12	19	5	6	17	5	0	1	5	14	5	5	12	6	1	2	6	11	2	3	10	1	0	1	1	1	1	0	1	0	1	0	0
33928	1	1	19	10	1	10	19	10	1	16	4	2	0	3	15	8	1	12	7	2	0	6	9	6	1	7	1	1	0	1	2	0	0	2	0	1	0	0
33251	1	1	22	8	0	13	22	8	0	19	6	0	0	6	16	8	0	13	8	1	0	8	11	5	0	9	2	0	0	2	1	1	0	1	0	1	0	0
33895	1	1	23	7	0	14	23	7	0	21	4	2	0	3	19	5	0	17	5	4	0	4	14	2	0	13	2	0	0	2	2	0	0	2	0	1	0	0
33117	1	1	18	7	5	10	18	7	5	16	6	0	0	6	12	7	5	10	6	2	1	5	10	3	3	9	1	0	1	1	1	1	0	1	0	1	0	0
33865	1	1	25	2	3	16	25	2	3	24	6	0	0	6	19	2	3	18	8	0	1	8	13	2	1	12	2	0	0	2	2	0	0	2	0	0	1	0
33449	1	0	16	8	6	9	16	8	6	13	5	1	0	5	11	7	6	9	4	2	3	3	10	3	3	9	1	1	0	1	0	2	0	0	1	0	0	1
32335	1	1	17	6	7	10	17	6	7	15	5	1	0	5	12	5	7	10	5	2	2	4	10	2	4	9	1	0	1	1	1	1	0	1	0	1	0	0
33805	1	1	24	6	0	15	24	6	0	22	5	1	0	5	19	5	0	17	5	4	0	4	14	2	0	13	2	0	0	2	2	0	0	2	1	0	0	1
33044	1	0	16	9	5	9	16	9	5	13	4	2	0	3	12	7	5	10	6	1	2	6	9	5	2	7	1	0	1	1	0	2	0	0	0	1	0	0
33758	1	1	26	4	0	16	26	4	0	25	6	0	0	6	20	4	0	19	7	2	0	6	14	2	0	13	2	0	0	2	2	0	0	2	1	0	0	1
33639	1	0	14	16	0	6	14	16	0	9	3	3	0	2	11	13	0	7	5	4	0	4	7	9	0	4	1	1	0	1	0	2	0	0	1	0	0	1
32761	1	1	23	7	0	14	23	7	0	21	5	1	0	5	18	6	0	16	7	2	0	6	12	4	0	11	2	0	0	2	2	0	0	2	0	1	0	0
33422	1	1	24	6	0	15	24	6	0	22	6	0	0	6	18	6	0	16	7	2	0	6	13	3	0	12	2	0	0	2	1	1	0	1	1	0	0	1
32852	1	1	23	5	2	14	23	5	2	21	6	0	0	6	17	5	2	15	7	2	0	6	12	2	2	11	2	0	0	2	1	1	0	1	1	0	0	1
33720	1	0	16	14	0	8	16	14	0	11	5	1	0	5	11	13	0	7	2	7	0	0	12	4	0	11	2	0	0	2	0	2	0	0	0	1	0	0
33132	1	1	27	1	2	18	27	1	2	27	6	0	0	6	21	1	2	21	9	0	0	9	13	1	2	13	2	0	0	2	2	0	0	2	1	0	0	1
33153	1	1	20	5	5	12	20	5	5	18	6	0	0	6	14	5	5	12	5	2	2	4	11	2	3	10	2	0	0	2	1	1	0	1	1	0	0	1
32935	1	1	21	7	2	12	21	7	2	19	4	1	1	4	17	6	1	15	6	3	0	5	12	2	2	11	1	1	0	1	2	0	0	2	0	1	0	0
33852	1	1	26	4	0	16	26	4	0	25	6	0	0	6	20	4	0	19	8	1	0	8	14	2	0	13	2	0	0	2	2	0	0	2	0	1	0	0
33064	1	1	17	8	5	10	17	8	5	14	6	0	0	6	11	8	5	8	6	2	1	5	10	3	3	9	1	0	1	1	0	2	0	0	0	1	0	0
32604	1	1	25	2	3	16	25	2	3	24	6	0	0	6	19	2	3	18	8	0	1	8	13	1	2	13	2	0	0	2	2	0	0	2	0	1	0	0
32446	1	1	21	5	4	13	21	5	4	19	6	0	0	6	15	5	4	13	6	2	1	5	11	2	3	10	2	0	0	2	2	0	0	2	0	1	0	0
32950	1	0	16	11	3	8	16	11	3	12	4	2	0	3	12	9	3	9	7	2	0	6	7	7	2	5	1	0	1	1	0	2	0	0	1	0	0	1
33857	1	1	21	6	3	13	21	6	3	19	6	0	0	6	15	6	3	13	5	3	1	4	13	1	2	13	2	0	0	2	1	1	0	1	0	1	0	0
33693	1	0	17	9	4	9	17	9	4	14	6	0	0	6	11	9	4	8	5	4	0	4	8	4	4	7	2	0	0	2	2	0	0	2	0	1	0	0
32937	1	0	12	12	6	5	12	12	6	8	5	0	1	5	7	12	5	3	2	4	3	1	7	7	2	5	2	0	0	2	1	0	1	1	0	1	0	0
32636	1	1	27	3	0	17	27	3	0	26	6	0	0	6	21	3	0	20	7	2	0	6	16	0	0	16	2	0	0	2	2	0	0	2	0	1	0	0
33827	1	1	22	6	2	13	22	6	2	20	6	0	0	6	16	6	2	14	7	1	1	7	11	4	1	10	2	0	0	2	2	0	0	2	0	1	0	0
33306	1	1	24	4	2	15	24	4	2	23	5	1	0	5	19	3	2	18	8	0	1	8	12	3	1	11	2	0	0	2	2	0	0	2	0	1	0	0
32330	1	0	13	12	5	6	13	12	5	9	4	2	0	3	9	10	5	6	4	2	3	3	6	8	2	3	2	0	0	2	1	1	0	1	0	1	0	0
32987	1	1	19	11	0	10	19	11	0	15	5	1	0	5	14	10	0	11	4	5	0	2	12	4	0	11	2	0	0	2	1	1	0	1	0	1	0	0
33265	1	0	18	12	0	9	18	12	0	14	6	0	0	6	12	12	0	8	6	3	0	5	10	6	0	8	2	0	0	2	0	2	0	0	0	1	0	0
33253	1	1	25	2	3	16	25	2	3	24	6	0	0	6	19	2	3	18	7	0	2	7	14	1	1	14	2	0	0	2	2	0	0	2	0	1	0	0
33321	1	1	26	4	0	16	26	4	0	25	6	0	0	6	20	4	0	19	8	1	0	8	14	2	0	13	2	0	0	2	1	1	0	1	1	0	0	1
33327	1	0	18	12	0	9	18	12	0	14	6	0	0	6	12	12	0	8	4	5	0	2	10	6	0	8	2	0	0	2	2	0	0	2	0	1	0	0
32226	1	1	22	6	2	13	22	6	2	20	5	1	0	5	17	5	2	15	7	2	0	6	11	3	2	10	2	0	0	2	2	0	0	2	0	1	0	0
33645	1	0	10	13	7	4	10	13	7	6	5	1	0	5	5	12	7	1	2	5	2	0	8	3	5	7	0	2	0	0	0	2	0	0	0	1	0	0
33392	1	1	19	11	0	10	19	11	0	15	5	1	0	5	14	10	0	11	3	6	0	1	12	4	0	11	2	0	0	2	1	1	0	1	1	0	0	1
33771	1	0	11	13	6	4	11	13	6	7	4	2	0	3	7	11	6	3	2	6	1	0	7	5	4	5	0	1	1	0	2	0	0	2	0	1	0	0
32545	1	1	19	10	1	10	19	10	1	16	5	1	0	5	14	9	1	11	6	3	0	5	10	5	1	8	1	1	0	1	1	1	0	1	1	0	0	1
33475	1	1	21	6	3	13	21	6	3	19	4	2	0	3	17	4	3	16	7	2	0	6	11	3	2	10	1	0	1	1	1	1	0	1	1	0	0	1
33840	1	0	15	15	0	7	15	15	0	10	3	3	0	2	12	12	0	8	4	5	0	2	9	7	0	7	1	1	0	1	1	1	0	1	0	1	0	0
32315	1	1	23	7	0	14	23	7	0	21	5	1	0	5	18	6	0	16	6	3	0	5	14	2	0	13	2	0	0	2	1	1	0	1	0	1	0	0
33850	1	0	16	13	1	8	16	13	1	12	3	3	0	2	13	10	1	10	4	5	0	2	10	6	0	8	0	1	1	0	1	1	0	1	1	0	0	1
32371	1	1	20	10	0	11	20	10	0	17	5	1	0	5	15	9	0	12	6	3	0	5	11	5	0	9	2	0	0	2	1	1	0	1	0	1	0	0
33754	1	1	24	6	0	15	24	6	0	22	6	0	0	6	18	6	0	16	8	1	0	8	12	4	0	11	2	0	0	2	1	1	0	1	1	0	0	1
32749	1	0	13	14	3	6	13	14	3	8	5	1	0	5	8	13	3	4	5	4	0	4	7	6	3	5	1	1	0	1	0	2	0	0	0	1	0	0
32886	1	1	23	7	0	14	23	7	0	21	6	0	0	6	17	7	0	15	8	1	0	8	11	5	0	9	2	0	0	2	2	0	0	2	0	1	0	0
32752	1	0	3	21	6	0	3	21	6	0	1	4	1	0	2	17	5	0	0	8	1	0	3	11	2	0	0	0	2	0	0	1	1	0	0	1	0	0
