scoreNaam	groepLabel	kleur	aantal
totaal	<10	rgb(255,140,0)	7
totaal	10-13	rgb(255,215,0)	9
totaal	>=14	rgb(144,238,144)	28
wiskunde_basis	<7	rgb(255,140,0)	9
wiskunde_basis	7-8	rgb(255,215,0)	1
wiskunde_basis	>=9	rgb(144,238,144)	34
wiskunde_standaard	<8	rgb(255,140,0)	18
wiskunde_standaard	8-11	rgb(255,215,0)	15
wiskunde_standaard	>=12	rgb(144,238,144)	11
