feedbackCode	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
17ir91624	1	D	C	B	A	D	B	D	A	C	D	A	A	B	D	C	A	B	D	D	A	A	C
17ir32859	1	D	B	D	B	D	X	A	C	X	D	X	D	X	D	C	C	X	X	B	X	A	A
17ir91617	1	X	C	B	B	X	C	B	A	X	B	C	D	C	C	C	X	X	D	A	A	B	B
17ir59345	1	D	C	X	B	D	X	D	D	C	D	B	C	C	D	C	A	A	D	X	B	B	B
17ir26694	1	X	C	B	B	X	B	C	D	X	A	C	X	X	D	X	X	A	D	D	B	X	D
17ir24832	1	D	C	B	A	D	A	D	A	C	D	C	A	X	D	C	A	X	D	X	D	B	D
17ir23633	1	D	C	B	B	D	A	D	D	X	B	B	X	X	D	C	X	B	D	A	D	D	X
17ir26700	1	D	C	B	B	D	C	A	A	X	D	B	A	X	D	C	B	B	D	C	B	B	B
17ir99002	1	D	C	B	A	D	A	D	A	C	D	B	A	X	D	C	A	B	D	D	C	D	D
17ir48258	1	D	C	B	B	D	X	D	A	C	D	B	A	X	C	C	X	A	D	D	X	C	X
17ir56429	1	D	B	B	B	C	A	D	B	C	D	C	X	B	C	C	X	A	B	D	D	C	B
17ir14337	1	D	C	B	B	D	A	C	D	C	D	B	A	C	D	C	X	X	B	C	B	A	X
17ir33813	1	D	C	B	B	D	A	B	D	C	D	B	X	X	X	C	X	X	X	D	X	D	D
17ir58421	1	D	C	B	B	A	C	B	A	C	D	C	D	C	B	B	X	X	D	B	C	D	B
17ir33386	1	D	C	B	X	C	A	B	A	X	D	B	D	X	X	C	X	X	C	B	A	B	D
17ir17443	1	B	B	B	B	D	B	B	C	C	D	B	X	X	C	B	B	X	A	C	D	B	A
17ir98360	1	D	C	X	A	B	B	C	A	C	D	B	X	X	D	D	X	B	X	X	B	A	X
17ir35816	1	D	C	B	B	D	X	B	A	C	D	B	X	C	D	C	X	X	X	X	C	B	D
17ir90801	1	D	C	B	B	D	A	D	D	C	A	B	X	X	D	X	X	B	D	D	A	D	D
17ir65603	1	X	B	B	A	X	X	B	A	X	B	D	C	B	C	X	X	X	D	C	X	B	D
17ir91406	1	D	C	B	A	D	C	D	X	C	D	D	X	X	C	C	X	X	A	A	X	A	X
17ir56162	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	C	X	B	D	X	C	B	D
17ir58763	1	C	C	A	B	D	A	D	A	C	D	D	A	C	B	C	X	D	C	A	C	D	D
17ir46173	1	D	B	B	B	D	B	B	A	X	B	C	D	X	A	B	X	B	D	D	A	D	D
17ir73928	1	D	C	B	B	D	A	C	A	C	D	X	A	X	D	C	A	X	X	A	A	D	X
17ir38273	1	D	C	B	B	D	A	B	A	C	B	B	X	B	X	X	X	B	X	X	X	B	C
17ir20630	1	D	C	B	A	D	A	X	B	X	D	B	X	X	D	X	A	D	D	X	X	B	X
17ir34013	1	D	C	B	B	D	A	X	A	C	D	B	A	X	D	X	X	B	D	D	A	X	D
17ir64575	1	D	C	B	B	D	B	D	A	C	D	B	A	C	D	C	C	B	A	D	A	A	D
17ir10319	1	D	B	B	C	D	C	C	A	A	D	B	X	C	C	C	X	X	X	D	X	A	D
17ir44577	1	D	C	X	A	D	X	D	A	C	D	B	A	C	X	B	X	X	D	D	A	B	X
17ir15415	1	D	C	B	A	D	A	C	A	C	D	B	A	C	D	C	A	B	D	C	C	D	D
17ir34547	1	D	C	B	B	B	A	D	A	C	D	B	A	D	D	X	A	B	D	D	X	D	D
17ir17872	1	A	C	X	B	D	X	D	A	X	A	B	X	X	D	B	X	X	X	D	X	B	D
17ir90209	1	D	C	B	B	D	A	D	A	C	D	B	X	X	B	C	X	X	X	D	X	D	B
17ir83084	1	D	C	X	B	D	A	D	A	C	D	B	X	X	C	X	X	X	X	X	X	D	X
17ir47418	1	D	C	B	A	C	A	D	A	C	D	B	X	X	D	D	B	X	D	A	X	A	X
17ir78436	1	D	C	D	A	D	B	C	A	C	D	B	A	C	D	C	A	B	D	D	B	A	D
17ir58215	1	D	C	B	A	D	A	X	A	C	D	B	X	X	D	X	X	B	X	X	X	D	X
17ir12236	1	D	X	B	B	D	X	X	A	C	D	B	X	X	D	X	X	X	D	X	X	B	X
17ir37122	1	X	X	D	A	X	C	X	D	C	B	D	X	X	C	X	X	X	D	A	B	C	C
17ir42536	1	D	C	B	A	D	A	D	A	C	D	B	X	X	D	C	X	B	X	X	X	B	D
17ir64514	1	D	B	B	X	D	D	D	C	C	B	B	A	X	D	X	X	C	D	X	X	D	A
17ir13779	1	D	X	B	A	D	A	C	A	C	D	B	A	C	X	C	X	X	D	D	X	B	B
17ir53526	1	D	C	X	B	C	A	A	A	X	X	X	X	X	X	C	X	X	X	X	X	X	D
17ir77652	1	D	C	B	A	D	X	C	X	C	C	D	X	X	C	C	X	A	X	X	B	A	X
17ir86135	1	D	C	B	A	D	A	D	B	C	D	B	X	D	C	C	X	X	D	X	X	B	X
17ir73843	1	D	C	B	B	X	A	B	A	C	D	B	X	C	X	C	X	C	X	D	B	A	D
17ir24894	1	D	C	B	A	D	A	B	D	X	B	D	A	X	D	X	X	A	D	X	X	A	X
17ir36142	1	D	C	B	A	D	C	A	A	C	B	B	A	X	D	X	X	B	D	B	X	B	B
17ir76940	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	X	X	D	B	C	B	D
17ir73522	1	D	C	B	B	X	A	D	A	C	B	B	A	X	C	X	A	X	D	D	A	D	D
17ir57455	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	C	D	B	D	B
17ir89187	1	D	C	C	B	C	A	C	A	C	B	B	A	X	D	C	B	X	D	D	C	B	B
17ir29591	1	D	C	B	B	C	X	D	A	X	D	C	B	B	D	C	X	B	X	B	X	X	D
17ir15187	1	D	C	B	B	D	B	D	A	C	D	B	A	C	D	C	A	B	D	A	C	B	D
17ir40113	1	D	C	B	B	A	C	D	A	C	B	B	A	X	D	C	C	X	A	D	C	B	D
17ir64580	1	D	C	B	B	D	A	B	A	X	D	B	A	C	D	X	X	X	X	D	X	B	C
17ir21338	1	D	C	B	B	D	X	D	A	C	D	B	A	X	D	D	B	B	X	A	B	D	D
17ir39378	1	X	C	A	B	D	A	D	A	C	D	D	A	C	D	A	A	A	D	D	A	D	D
17ir26808	1	D	C	B	B	D	B	B	A	C	D	D	A	X	D	X	X	X	X	X	C	B	D
17ir41581	1	D	C	D	B	X	X	A	B	C	B	A	X	X	D	C	X	X	D	D	D	A	B
17ir31756	1	D	C	B	C	D	A	D	A	C	D	B	X	X	D	B	X	B	X	D	X	D	D
17ir68853	1	D	C	D	B	C	A	X	A	C	D	X	X	X	D	A	X	C	X	D	X	B	X
17ir43489	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	X	X	D	B	X	D	D
17ir47476	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
17ir26845	1	X	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	A	D	D	A	C	D
17ir40788	1	A	C	B	B	D	A	D	A	X	X	A	X	A	D	D	C	B	B	D	A	A	D
17ir51096	1	D	C	B	B	D	A	C	A	C	B	B	X	X	D	C	B	X	X	B	X	D	D
17ir19796	1	D	C	B	B	D	X	D	A	C	D	B	A	B	D	C	A	B	D	D	C	B	D
17ir71238	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	X	B	D	D	X	A	B
17ir29703	1	D	C	B	B	D	C	C	A	C	D	C	X	X	D	C	X	X	X	A	C	X	X
17ir39557	1	B	C	B	B	D	A	D	A	X	D	B	A	X	D	X	A	A	X	D	X	A	X
17ir14115	1	X	C	B	B	D	A	C	A	C	D	B	A	A	C	B	A	D	X	A	X	D	D
17ir67134	1	D	B	B	B	D	A	D	A	C	B	X	X	X	D	C	X	B	D	D	X	C	D
17ir79984	1	D	C	B	A	D	A	D	A	C	D	C	A	X	D	C	X	D	D	B	X	B	D
17ir13366	1	D	B	X	A	D	X	D	A	C	C	D	B	X	C	X	X	X	X	X	X	D	B
17ir51758	1	X	C	B	B	D	X	C	A	X	D	D	X	X	D	B	X	X	X	X	C	A	B
17ir67800	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir87785	1	D	B	B	B	D	B	C	C	X	D	B	A	C	B	D	X	X	A	A	X	D	D
17ir55696	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	D	C	B	D
17ir64667	1	D	C	B	B	D	C	D	A	C	D	X	A	C	D	D	A	B	X	D	X	A	D
17ir59019	1	D	C	B	B	D	X	D	A	C	B	B	B	C	D	D	X	B	X	X	X	B	X
17ir30012	1	D	C	B	B	D	X	C	X	C	D	B	X	C	D	C	X	B	D	B	C	B	B
17ir51497	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir32983	1	D	C	D	B	D	A	C	A	C	B	B	A	C	D	C	A	X	D	C	X	B	D
17ir48780	1	B	C	B	C	D	B	B	A	X	B	B	A	B	D	B	X	B	C	D	C	A	B
17ir56191	1	D	C	B	A	D	A	X	A	C	D	X	D	C	X	X	X	X	X	D	C	B	X
17ir71659	1	D	C	B	B	D	C	B	A	C	D	X	A	X	X	D	X	X	X	C	X	A	D
17ir34202	1	D	C	B	B	D	A	B	A	C	D	B	A	X	D	A	X	X	X	X	B	B	D
17ir33576	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	A	B	D	D	B	B	B
17ir40085	1	D	C	B	A	D	A	B	A	C	D	B	A	D	D	D	C	B	D	D	C	D	A
17ir54468	1	D	C	C	B	D	A	C	A	X	B	X	X	C	D	A	X	X	D	D	X	B	D
17ir65792	1	D	C	X	B	C	A	X	A	C	B	B	A	C	D	C	X	D	X	D	C	X	D
17ir92653	1	D	C	B	B	D	B	D	A	C	B	A	A	X	D	C	D	B	D	D	C	A	D
17ir33053	1	D	C	B	B	D	A	C	A	C	B	C	A	C	D	C	A	D	D	C	C	D	B
17ir54765	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	B
17ir63499	1	D	C	B	A	B	X	D	A	C	D	B	A	C	D	C	C	B	D	D	C	A	D
17ir76091	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	D	B
17ir69837	1	X	B	B	A	D	X	D	A	C	B	B	X	X	D	C	A	B	A	D	C	D	D
17ir94158	1	D	B	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	B	B	B	D
17ir87751	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	X	D	C	X	B	D
17ir77939	1	D	C	B	B	D	X	B	A	C	D	B	X	X	C	C	X	X	D	D	C	B	B
17ir30473	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	D	X	D	C	B	D
17ir56490	1	X	C	B	B	A	A	X	A	X	C	X	X	X	B	C	X	D	D	D	C	B	D
17ir15105	1	D	D	B	X	D	C	B	D	X	D	B	A	X	C	X	A	X	D	B	D	D	A
17ir36785	1	D	C	B	B	D	B	D	A	C	D	B	X	X	X	C	X	X	X	X	D	D	D
17ir23351	1	D	C	B	B	C	A	B	A	C	C	D	A	C	D	C	A	C	D	C	A	D	D
17ir62964	1	D	C	X	A	D	B	C	A	C	B	B	X	X	X	C	X	X	D	C	C	C	X
17ir73370	1	D	C	B	B	D	C	D	A	C	D	B	A	X	C	X	X	B	D	D	A	B	D
17ir61639	1	D	C	B	B	D	A	X	A	X	D	B	X	X	X	X	X	X	X	C	X	D	D
17ir44173	1	D	C	A	B	X	B	D	A	C	D	D	X	X	C	C	X	X	D	A	B	D	D
17ir92460	1	D	C	X	B	D	A	D	D	C	D	B	X	X	B	X	X	X	X	X	A	B	C
17ir37908	1	D	C	B	B	D	X	C	A	A	D	B	A	C	C	X	X	B	C	D	D	C	A
17ir78028	1	A	C	D	B	D	C	D	A	X	D	B	X	X	C	B	X	A	X	A	D	B	B
17ir41457	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir20251	1	D	C	B	A	D	A	C	A	C	D	B	D	C	D	C	A	D	D	D	B	B	D
17ir35321	1	D	C	B	B	D	B	D	A	C	D	B	A	A	D	C	A	B	D	D	C	B	D
17ir57823	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	X	C	D
17ir43482	1	D	C	B	B	D	A	D	A	C	D	C	X	C	D	C	A	B	D	D	C	A	D
17ir97988	1	D	C	B	B	D	C	C	A	C	D	B	A	X	C	C	A	C	D	D	X	B	D
17ir89660	1	D	C	B	B	D	A	D	A	C	D	C	A	C	D	C	A	B	D	D	C	B	D
17ir76184	1	D	C	D	B	D	A	D	A	C	D	B	A	C	D	C	A	D	D	D	C	B	D
17ir20574	1	B	C	C	A	C	A	D	C	X	B	B	X	D	D	C	D	A	B	B	D	A	A
17ir31889	1	B	C	D	A	A	A	D	B	X	C	D	C	B	B	C	C	C	A	X	X	C	A
17ir71157	1	D	C	B	B	D	X	D	A	C	D	B	X	X	D	C	B	B	D	D	C	B	D
17ir66454	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	C	D
17ir80327	1	D	B	B	A	D	C	D	A	X	D	X	A	X	D	X	X	X	C	A	X	X	D
17ir19722	1	A	D	D	B	C	X	C	X	D	A	D	B	D	B	A	C	B	D	A	B	B	C
17ir95370	1	D	C	B	B	D	B	A	C	B	D	D	D	X	C	D	A	B	X	C	A	A	A
17ir26760	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	A	C	C	C	A	D	B
17ir69126	1	D	C	B	B	D	B	D	B	C	D	C	A	B	D	C	A	B	D	C	C	B	D
17ir98823	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	X	A	D	C	C	D	D
17ir31630	1	D	C	B	B	D	A	C	A	C	D	X	A	X	D	C	X	X	X	D	B	D	D
17ir94971	1	D	C	B	B	D	A	C	A	C	D	B	A	C	C	D	A	B	X	X	X	A	D
17ir91291	1	D	C	B	B	C	B	D	X	C	D	X	A	X	D	C	X	B	D	C	C	B	D
17ir45582	1	A	D	B	C	A	B	D	A	C	D	A	X	C	D	B	C	A	X	A	C	D	B
17ir45530	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	B	D	X	B	B	D
17ir22559	1	D	C	B	B	D	B	D	A	X	D	B	X	X	D	C	X	C	D	D	B	D	D
17ir32868	1	D	X	B	B	D	C	D	A	C	D	X	X	X	D	C	A	B	X	D	B	B	D
17ir67072	1	D	C	B	B	D	A	D	A	C	D	B	X	X	X	C	X	B	D	D	X	D	D
17ir73072	1	D	B	A	B	D	A	D	A	C	B	B	X	D	D	C	X	B	D	D	B	B	C
17ir24086	1	D	C	B	B	D	A	X	A	C	D	B	X	C	D	C	A	D	D	C	X	D	D
17ir65685	1	X	C	B	B	D	A	C	B	C	D	B	A	X	D	C	A	B	X	D	C	B	D
17ir70724	1	D	C	B	B	D	A	C	A	C	D	D	X	C	C	C	X	B	D	B	X	D	D
17ir44043	1	D	C	B	B	D	A	D	A	C	D	B	D	C	D	C	A	B	D	D	A	B	D
17ir20322	1	D	C	B	B	D	A	D	A	C	D	C	A	A	D	C	A	B	D	D	A	B	D
17ir80782	1	D	C	B	B	D	A	D	A	C	D	B	B	X	C	C	A	X	X	C	C	D	X
17ir27341	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	X	D	C	C	B	D
17ir18262	1	B	C	D	B	D	X	D	A	C	C	B	A	X	D	C	X	X	B	B	B	D	X
17ir32747	1	D	C	D	B	D	A	D	A	C	C	X	A	X	D	X	X	X	D	B	X	C	D
17ir56879	1	D	C	B	B	D	A	D	A	C	D	D	X	C	D	C	A	X	D	A	X	D	D
17ir32636	1	D	C	B	B	D	X	X	A	C	D	B	X	X	B	X	X	X	X	D	B	A	X
17ir72365	1	D	C	X	B	D	B	D	A	C	B	B	X	X	D	C	X	B	D	C	B	D	X
17ir20721	1	D	C	B	B	D	C	X	A	X	B	B	X	X	D	X	X	X	X	B	X	B	X
17ir53852	1	D	C	B	B	D	A	B	A	C	D	D	A	C	D	C	A	B	D	D	B	A	C
17ir23556	1	D	C	B	B	D	X	D	A	X	B	B	X	X	D	C	X	X	X	C	A	D	D
17ir85570	1	D	C	B	B	A	C	D	A	C	C	B	D	D	D	C	D	B	D	D	A	B	D
17ir79543	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	B	B	D	D	C	B	D
17ir59650	1	D	C	B	B	D	A	B	A	C	D	B	X	C	D	C	X	B	D	C	X	B	X
17ir41027	1	D	C	B	C	D	C	B	A	C	D	B	X	X	D	C	X	X	X	D	B	X	D
17ir13774	1	D	C	B	B	D	A	D	A	X	D	B	A	X	D	X	B	X	X	D	X	D	D
17ir95070	1	D	C	B	B	D	C	D	A	C	D	B	A	C	D	D	A	B	D	D	C	B	D
17ir86996	1	D	C	B	B	D	A	A	A	C	D	B	X	X	D	C	A	B	X	X	C	B	D
17ir43572	1	D	C	B	B	D	B	A	D	C	D	B	A	X	C	C	X	B	X	D	B	D	D
17ir58965	1	X	D	B	C	D	A	A	C	C	B	X	A	C	D	D	X	X	D	B	C	D	D
17ir57451	1	D	C	B	B	X	A	C	A	C	D	B	A	C	D	C	A	B	D	C	X	B	X
17ir30314	1	D	C	B	B	D	A	C	A	C	D	B	A	C	X	X	X	A	D	X	D	A	B
17ir60516	1	D	B	B	A	D	D	A	C	X	D	A	X	X	D	C	X	X	D	C	B	D	D
17ir46250	1	D	C	B	B	D	X	C	A	C	B	B	X	X	D	C	X	X	X	D	X	B	D
17ir28588	1	D	C	B	B	D	B	X	A	C	D	C	X	C	D	B	X	A	B	C	X	B	D
17ir35960	1	A	C	B	B	C	D	B	A	C	D	B	D	A	C	C	X	D	D	A	D	A	B
17ir90351	1	D	C	B	B	D	B	D	A	C	D	B	X	X	D	C	X	B	D	X	A	D	D
17ir94164	1	D	C	B	B	D	C	A	A	C	D	C	A	C	X	D	A	B	X	X	X	B	B
17ir21076	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
17ir66685	1	D	C	B	A	D	X	D	A	C	D	B	D	X	D	C	A	D	D	D	C	B	D
17ir29457	1	X	C	X	B	D	X	C	B	C	B	X	B	X	X	C	X	D	D	D	X	D	D
17ir79262	1	D	B	B	B	D	C	D	A	X	D	C	X	X	X	C	X	X	D	A	C	B	D
17ir51822	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	X	B	D	D	B	B	D
17ir18861	1	D	C	B	B	D	A	B	A	B	D	B	A	X	D	C	X	B	D	A	B	B	C
17ir91351	1	D	C	B	B	C	A	A	C	C	C	C	C	X	C	C	X	X	X	C	B	D	B
17ir16455	1	D	C	B	B	D	A	D	A	X	D	B	X	X	D	C	X	X	X	D	C	B	D
17ir58734	1	D	C	B	B	D	X	C	A	C	D	B	A	X	D	C	A	B	D	X	C	B	D
17ir15364	1	D	C	X	B	D	X	C	B	C	D	B	A	C	D	C	X	X	D	D	A	D	B
17ir53391	1	D	C	B	B	C	A	A	A	C	D	B	A	D	D	C	A	A	C	B	C	B	B
17ir16169	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	A	D	D	C	A	D
17ir76833	1	D	C	B	B	D	X	C	A	C	D	B	D	X	D	C	A	D	D	D	C	C	D
17ir69283	1	D	C	C	B	A	D	B	B	C	A	X	C	X	D	D	X	A	D	B	X	A	B
17ir80025	1	D	C	B	B	C	B	D	A	C	D	B	X	C	D	C	A	B	D	C	C	B	D
17ir68609	1	D	C	B	B	D	A	D	A	C	D	B	D	X	D	C	X	D	X	D	C	A	B
17ir43950	1	D	C	B	B	D	X	X	D	C	D	X	X	C	D	C	X	D	X	X	X	D	D
17ir10714	1	D	A	D	A	D	X	D	D	C	A	D	A	X	A	D	C	X	A	D	A	B	D
17ir23078	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	A	C	D	B
17ir12628	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir34818	1	D	C	X	B	D	X	X	C	X	B	X	X	X	D	C	X	X	X	X	A	B	X
17ir77256	1	B	B	B	B	D	B	C	A	C	D	B	X	C	D	C	A	X	D	D	B	B	D
17ir37374	1	B	C	B	B	D	A	C	A	C	D	D	X	B	C	B	X	C	C	D	C	A	B
17ir92929	1	D	C	B	B	D	A	B	A	C	D	B	B	C	D	C	A	D	D	D	C	D	D
17ir46731	1	D	C	X	B	D	X	X	A	C	D	B	A	X	D	D	X	D	X	X	X	A	D
17ir84723	1	D	C	B	B	D	C	C	A	C	D	D	B	X	C	C	A	B	D	C	C	B	D
17ir95569	1	B	C	A	A	D	X	C	B	C	B	B	X	X	D	C	X	X	D	D	X	C	B
17ir53586	1	D	C	B	B	D	X	C	A	C	B	D	A	X	C	C	B	X	D	B	C	D	D
17ir24605	1	D	C	B	B	D	X	B	X	X	B	D	D	C	D	C	X	X	C	D	B	B	D
17ir13297	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	B	B	C	D
17ir73577	1	D	C	B	B	D	A	D	A	C	D	B	A	X	C	X	A	B	X	X	X	C	D
17ir53404	1	D	C	B	C	D	A	C	A	C	D	B	A	X	D	C	X	B	D	D	X	B	D
17ir59979	1	D	C	B	B	C	A	C	A	D	D	B	A	C	D	A	D	B	D	A	B	C	B
17ir35857	1	D	C	B	B	D	A	C	A	C	D	D	A	C	D	D	A	X	D	X	X	D	D
17ir36181	1	D	C	B	B	D	A	D	A	C	D	B	A	B	D	D	A	B	D	B	C	B	D
17ir17135	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
17ir10485	1	D	C	B	A	D	C	C	A	C	D	B	A	C	C	C	A	B	D	B	C	A	D
17ir56318	1	D	C	B	B	C	X	X	A	C	B	B	A	X	B	C	X	X	D	B	X	D	X
17ir95120	1	D	C	B	B	D	A	D	A	C	B	B	A	C	D	D	X	B	D	X	X	D	B
17ir29617	1	B	C	D	B	B	B	A	B	C	D	B	A	B	D	C	D	B	C	B	X	A	C
17ir14452	1	D	C	B	C	D	B	C	A	C	D	X	X	X	D	C	X	A	D	D	B	B	D
17ir22070	1	X	C	B	B	D	B	D	A	X	D	B	X	X	C	C	X	X	X	X	C	B	D
17ir34333	1	D	C	B	B	C	X	D	A	C	D	B	A	C	D	C	A	B	D	X	C	D	D
17ir25104	1	D	C	X	B	D	C	B	A	X	D	B	A	X	D	C	A	B	X	D	C	X	D
17ir67234	1	D	C	X	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	A	X	B	D
17ir47064	1	D	C	B	A	D	A	D	A	C	D	B	A	A	D	D	B	D	D	D	C	B	D
17ir90362	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	A	D	D	A	B	C
17ir84466	1	D	C	X	B	D	A	D	A	C	D	B	X	X	C	C	A	X	D	C	B	B	D
17ir10042	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	D	C	B	D
17ir61301	1	A	C	B	C	D	B	A	A	X	D	B	X	C	X	B	X	X	D	D	X	B	D
17ir70704	1	B	C	B	B	D	C	B	A	X	D	B	A	X	D	C	C	X	D	X	A	B	B
17ir27843	1	C	C	X	B	X	D	X	C	C	B	B	C	A	A	B	X	X	C	B	D	B	B
17ir20860	1	D	B	B	B	C	B	D	A	C	D	B	A	C	B	A	C	B	C	B	A	A	B
17ir79814	1	X	C	D	A	D	A	B	D	X	D	D	X	C	C	B	X	X	C	B	B	B	A
17ir74600	1	D	C	B	B	D	X	D	A	C	B	B	A	X	C	C	X	B	X	X	B	B	D
17ir38026	1	D	C	B	B	D	B	A	A	C	D	X	X	A	D	C	X	B	D	X	D	A	A
17ir60546	1	D	C	B	B	C	A	D	A	C	B	A	A	X	D	C	X	X	D	X	X	B	D
17ir46363	1	D	C	B	B	D	A	A	A	X	C	B	X	X	X	D	X	X	X	X	B	D	B
17ir27798	1	D	C	B	B	D	C	D	A	C	D	C	B	C	D	C	A	A	X	D	C	B	D
17ir54612	1	D	C	B	B	D	A	D	A	C	D	B	A	B	D	C	A	B	A	D	B	B	C
17ir58814	1	D	X	B	B	D	A	D	C	C	D	X	X	C	C	X	X	X	D	X	X	B	X
17ir77209	1	X	C	B	B	D	X	D	A	C	D	X	A	X	X	C	X	B	D	D	A	A	B
17ir40735	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	B	B	B	D
17ir45660	1	D	C	B	B	D	C	B	A	C	D	B	A	X	C	C	X	B	D	B	A	B	X
17ir78693	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	C	A	D	D	D	B	B	C
17ir52228	1	D	B	B	B	D	A	C	A	X	D	B	D	X	D	C	X	X	D	D	B	A	D
17ir96930	1	D	C	B	B	D	X	C	A	X	D	B	X	X	D	C	A	B	X	D	B	B	D
17ir43930	1	D	C	B	B	D	X	D	A	C	B	X	A	C	D	C	A	X	X	D	B	B	D
17ir35235	1	D	B	B	B	D	A	B	A	C	D	D	A	X	D	C	X	X	C	X	C	B	X
17ir63183	1	X	D	B	B	D	C	C	A	C	D	B	A	X	X	D	X	X	D	X	B	A	D
17ir88759	1	D	C	B	B	D	A	X	A	C	D	C	X	X	X	C	X	D	X	X	C	D	X
17ir92825	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	C	D	B	D
