ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35	vraag36	vraag37	vraag38	vraag39	vraag40
24924	1	D	C	D	B	C	A	D	D	E	B	E	A	C	A	D	A	E	C	B	E	B	D	B	B	C	C	C	B	B	C	X	B	C	C	A	E	C	A	X	C
26965	1	D	C	C	B	C	B	X	E	B	C	E	A	C	A	D	B	E	C	X	E	A	D	C	C	B	X	X	X	B	B	X	D	C	C	X	E	D	A	X	D
25611	1	D	C	D	B	C	A	D	D	B	C	E	A	C	A	D	X	E	C	B	E	B	D	C	B	C	D	C	X	B	C	D	E	C	C	A	E	B	A	X	C
24546	1	D	D	B	B	C	B	D	E	C	X	C	A	C	A	D	A	X	C	E	E	B	E	A	X	B	C	C	X	C	C	X	B	C	E	A	D	B	X	E	C
27004	1	A	C	D	D	C	B	D	D	B	B	E	A	C	A	D	E	D	A	B	E	B	E	B	D	X	C	C	X	D	C	X	B	B	E	X	E	A	B	E	A
25925	1	D	C	A	B	B	A	D	D	B	B	E	D	C	A	B	A	E	C	B	E	B	B	C	E	C	D	C	X	C	D	X	X	C	A	A	A	D	X	X	D
25553	1	D	X	A	B	C	A	D	D	B	B	E	A	C	A	D	A	E	A	B	E	B	D	C	A	B	C	C	X	B	C	X	X	X	E	A	B	B	A	E	C
26186	1	D	C	D	B	D	A	D	D	E	C	E	A	C	A	D	A	E	C	B	E	B	D	B	C	C	C	B	E	B	C	D	B	C	D	A	E	B	E	E	C
27003	1	D	C	D	B	X	B	D	D	B	B	D	A	C	A	D	A	E	A	B	E	B	D	B	C	C	C	C	X	B	C	D	B	C	X	E	E	D	A	A	C
26147	1	D	C	A	B	C	B	D	D	E	C	E	A	C	A	D	A	E	X	B	E	B	E	B	B	C	C	C	X	B	B	X	B	X	C	A	D	X	X	C	C
26449	1	D	C	D	C	B	A	D	D	B	B	A	D	C	A	D	X	D	X	E	E	X	D	B	C	A	C	A	X	C	D	X	X	C	A	X	E	B	X	D	X
25691	1	X	C	D	C	B	B	D	B	B	C	E	D	C	A	D	A	E	C	B	E	B	X	B	C	C	D	C	X	C	D	D	B	C	E	B	X	X	X	A	X
27086	1	E	C	A	E	B	A	A	D	B	C	E	A	E	A	D	A	E	E	B	E	B	E	B	B	E	X	C	X	B	C	E	C	C	C	X	E	A	D	E	D
25804	1	X	C	D	B	C	B	D	E	B	B	E	A	C	A	D	A	E	C	B	E	B	D	B	C	E	E	C	A	B	C	D	B	C	A	A	E	X	A	E	A
27463	1	C	C	B	B	X	A	D	E	E	B	D	A	C	A	D	A	E	A	D	E	B	E	B	C	C	C	B	X	C	C	E	X	C	C	D	E	A	A	E	C
26714	1	D	C	D	B	B	B	D	E	B	B	E	A	C	A	D	A	D	C	B	E	B	D	B	C	C	X	C	B	C	D	E	C	B	X	A	B	E	B	D	E
24603	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	A	D	C	B	E	B	D	B	D	C	C	C	X	C	C	D	B	C	E	X	E	X	A	A	C
26149	1	D	D	A	B	B	B	D	D	B	C	E	A	C	A	D	E	E	E	C	A	B	D	B	C	B	X	C	X	D	C	X	X	D	C	A	E	B	A	X	E
26596	1	D	C	D	B	C	B	D	E	B	B	E	A	C	A	D	A	E	C	B	E	B	D	X	B	C	C	C	X	B	C	E	X	C	C	A	E	D	A	E	E
24854	1	B	B	D	D	A	B	D	B	B	B	B	C	C	A	E	B	D	C	B	D	B	E	B	E	A	C	X	X	B	C	B	C	B	C	B	D	E	X	X	D
26942	1	C	A	D	D	X	A	D	E	B	B	E	A	C	A	D	B	E	C	B	E	B	D	B	E	C	D	C	X	B	D	D	B	C	A	X	E	D	A	X	D
26944	1	D	D	B	C	X	B	D	E	B	C	E	C	C	A	D	A	E	C	B	X	B	E	C	E	C	D	C	X	B	C	X	A	X	X	C	D	E	E	X	A
25449	1	D	C	D	B	E	B	D	D	B	B	E	A	C	A	D	X	D	A	B	E	B	C	B	X	X	X	X	X	C	C	X	X	X	E	X	C	X	X	X	A
25504	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	A	X	C	B	E	B	E	B	B	X	C	C	E	C	A	X	D	C	C	A	D	D	X	X	X
26410	1	D	C	E	B	D	B	D	D	B	B	E	A	C	A	D	A	E	C	B	E	B	D	C	D	C	X	C	A	B	C	D	X	C	C	X	E	D	B	E	C
25745	1	D	C	D	B	C	B	D	D	E	B	E	D	C	A	D	A	B	C	B	E	B	D	B	B	C	X	X	X	E	C	X	B	C	A	X	E	B	X	X	C
26430	1	X	C	D	B	C	B	D	E	X	C	E	A	C	A	D	A	E	C	B	E	B	E	C	X	E	C	B	A	B	C	D	C	C	A	A	E	D	X	E	C
26667	1	D	C	E	B	D	B	D	D	B	C	E	A	C	A	D	E	X	C	B	E	B	D	B	C	A	X	X	B	B	D	X	B	B	A	X	D	X	E	X	D
24054	1	C	C	D	B	X	B	D	D	B	B	E	D	C	A	C	A	E	C	B	C	E	E	B	E	X	C	C	X	D	B	X	B	X	X	B	A	D	X	E	E
26429	1	D	D	D	D	B	B	D	D	B	B	D	D	C	A	D	A	X	A	B	E	B	D	B	C	E	C	C	E	B	C	X	B	C	E	X	B	D	X	E	D
27064	1	D	C	D	B	C	B	D	D	E	C	E	A	C	A	D	X	A	C	B	D	B	E	B	B	X	E	B	X	B	C	E	B	C	A	A	X	D	D	E	X
27208	1	X	D	B	B	C	B	D	E	A	B	E	A	C	A	D	A	E	A	A	X	B	E	A	C	X	C	C	X	C	C	X	A	X	X	A	D	X	X	E	X
27497	1	D	A	D	B	C	B	D	D	B	C	E	D	C	A	D	X	A	C	B	X	B	E	B	C	X	D	D	X	C	D	X	C	D	E	X	D	C	D	D	X
25357	1	D	C	D	C	E	C	D	E	B	B	E	A	C	A	E	E	D	X	B	E	B	E	B	B	B	C	C	X	C	B	E	B	D	A	C	D	B	X	E	C
26594	1	D	A	D	B	C	B	D	D	B	B	E	C	C	A	D	X	D	E	B	E	B	D	B	D	C	C	C	E	C	C	X	B	C	A	A	D	D	A	A	E
26595	1	D	D	D	B	B	A	X	E	B	C	E	A	C	A	D	A	X	C	B	X	B	B	C	X	D	C	D	X	B	E	X	X	B	A	X	A	B	A	A	A
26244	1	D	C	D	A	B	A	D	E	B	C	E	A	D	A	D	X	X	A	B	E	C	E	E	C	X	E	B	X	C	C	X	B	C	E	X	E	E	A	D	X
25636	1	D	C	D	B	C	E	D	E	B	C	E	A	C	A	D	A	D	E	B	E	B	B	A	C	B	D	C	X	C	C	D	C	B	C	A	C	A	A	A	D
23886	1	D	C	D	D	B	A	D	E	A	C	E	A	C	A	D	A	X	C	B	E	B	D	B	B	C	C	C	A	B	C	X	B	X	E	A	E	D	A	X	C
26621	1	D	C	D	B	C	A	D	D	B	B	E	A	C	A	D	A	E	C	B	E	B	D	C	B	C	C	C	A	B	C	D	B	C	C	A	E	D	A	A	C
27418	1	C	A	B	B	B	A	D	E	B	B	E	D	C	A	D	A	E	C	B	E	X	E	B	D	E	C	A	X	E	D	C	C	D	X	X	D	A	X	X	D
26455	1	D	C	D	A	C	B	D	E	B	B	E	A	C	A	B	A	E	E	B	E	B	D	B	B	C	C	C	X	B	C	D	B	C	E	A	E	C	A	E	C
24632	1	D	C	D	B	E	B	D	E	B	B	C	A	C	A	A	D	B	C	B	E	B	E	A	C	E	D	C	B	C	C	D	B	C	A	A	E	B	B	B	A
26999	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	A	D	C	B	D	B	D	B	A	B	C	A	X	A	B	D	X	C	C	X	E	D	A	E	C
25331	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	X	E	C	B	E	B	D	C	B	C	C	C	E	C	C	D	B	C	C	A	D	D	A	A	D
26550	1	D	C	D	D	C	B	D	E	E	C	E	D	C	A	D	A	E	A	B	E	X	E	A	C	B	X	C	E	B	C	X	B	X	C	A	E	D	X	A	A
27330	1	D	C	D	C	B	A	D	D	C	C	E	D	E	A	D	E	C	E	A	E	B	E	B	C	X	C	D	E	C	C	B	C	B	X	D	A	B	E	D	D
25143	1	X	C	D	B	C	B	D	E	C	B	E	A	C	A	D	A	X	C	X	E	B	E	E	C	X	C	B	X	C	D	D	X	X	X	X	C	X	X	E	C
25609	1	D	C	D	B	C	A	D	D	B	B	E	A	C	A	D	B	C	C	B	E	B	D	B	B	C	C	C	X	C	C	X	D	C	C	A	X	D	A	E	C
27228	1	E	C	D	D	B	A	D	E	E	B	A	A	C	A	D	C	A	C	B	E	B	B	B	E	E	E	C	E	C	D	B	B	B	E	A	D	E	E	D	E
26132	1	E	D	B	A	B	E	D	E	B	B	D	A	C	A	D	A	E	E	E	E	B	E	B	C	A	C	C	X	C	C	X	X	B	A	E	A	C	X	D	D
26833	1	C	A	X	B	B	B	X	D	B	X	E	A	C	A	D	A	X	C	E	C	C	B	D	E	B	C	C	A	C	E	D	X	X	E	X	E	X	X	E	D
25256	1	D	C	D	B	C	B	D	D	C	C	E	A	C	A	D	A	E	C	B	E	B	D	A	E	C	C	C	A	B	C	X	B	C	A	E	B	X	A	X	C
26857	1	D	C	D	B	C	B	D	D	B	C	E	A	C	A	C	X	X	E	B	X	B	D	B	X	C	C	E	X	B	C	X	C	C	A	A	X	D	E	E	D
26331	1	C	D	D	B	C	B	D	D	E	B	E	A	E	A	D	X	E	A	B	E	B	D	C	C	X	C	X	A	C	B	X	B	D	A	A	E	C	D	E	E
25668	1	D	C	D	D	C	A	D	E	E	B	E	A	C	A	A	A	E	C	B	E	B	D	X	B	E	C	D	A	B	C	X	B	C	A	B	A	D	A	X	D
27037	1	X	C	D	B	C	A	D	E	B	B	E	A	C	A	D	X	X	C	B	X	B	E	X	D	C	C	C	X	C	B	X	B	C	A	X	E	X	X	X	B
27408	1	D	C	D	B	X	A	D	D	B	B	E	D	C	A	D	A	D	C	B	E	B	D	C	B	C	D	X	A	C	C	X	B	C	C	A	D	A	X	E	C
26580	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	E	C	C	B	E	B	D	B	C	B	C	C	D	B	A	C	E	C	C	X	E	D	X	A	D
27340	1	D	C	C	B	B	B	D	D	B	A	E	A	C	A	D	A	E	C	B	E	B	D	B	C	C	C	E	E	B	C	E	B	X	A	A	A	C	X	E	C
26543	1	D	C	D	D	C	B	D	D	B	B	E	A	C	A	D	A	E	E	B	E	B	E	A	E	C	C	C	A	B	C	D	C	C	X	A	E	A	X	E	C
25914	1	D	C	D	D	B	A	D	D	C	B	E	A	C	A	D	C	C	C	B	E	B	D	B	D	E	X	A	X	C	C	D	B	C	B	A	X	A	A	X	X
25602	1	C	D	D	D	C	A	D	D	B	B	E	C	E	A	D	D	X	A	B	E	X	B	C	D	X	C	C	D	C	B	X	B	C	A	B	E	A	E	X	X
26042	1	D	C	D	B	B	A	D	D	B	B	E	C	C	A	D	B	X	C	E	E	B	E	A	X	B	C	A	X	B	C	X	X	C	A	X	E	B	A	X	E
27021	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	A	E	C	B	E	B	E	B	B	C	C	C	E	B	C	D	B	C	D	A	E	D	X	E	C
25687	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	E	X	B	C	B	E	B	D	B	C	C	C	X	X	X	B	E	E	C	E	X	X	D	A	E	C
26702	1	D	C	D	B	C	A	D	E	C	B	C	D	C	A	D	A	E	C	B	E	C	E	C	C	C	C	C	X	B	C	D	B	C	E	A	E	D	A	E	C
26413	1	D	C	D	B	C	A	D	D	C	B	E	X	C	A	A	X	X	A	B	E	B	E	C	B	A	C	X	X	B	C	D	D	C	A	A	E	D	X	X	X
27297	1	D	C	D	B	C	B	D	E	B	B	E	A	C	A	D	E	D	C	B	E	B	E	A	X	E	C	C	X	B	B	B	B	D	E	A	B	C	A	D	C
25649	1	E	D	A	X	C	B	X	E	X	X	E	A	E	A	D	A	X	C	X	A	B	E	B	C	C	C	D	X	C	C	D	X	X	E	B	E	X	A	E	D
26099	1	C	D	A	C	C	B	D	D	E	A	E	D	C	A	E	A	A	C	B	E	B	E	B	E	A	E	X	C	C	D	D	B	B	E	E	E	D	D	E	D
26832	1	D	D	D	D	X	B	D	E	B	B	E	A	C	E	D	D	E	A	E	E	X	D	B	E	E	E	C	X	C	C	X	X	X	E	X	D	B	X	E	D
26578	1	D	C	A	X	E	X	X	X	X	C	E	A	C	A	X	X	X	X	B	D	C	X	X	X	B	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
25118	1	D	C	D	B	B	A	D	D	E	B	B	D	C	A	D	E	D	C	B	E	B	D	C	C	B	C	X	B	B	C	D	D	C	C	A	E	B	E	A	A
26166	1	D	C	D	D	C	B	D	D	B	B	D	A	C	A	C	X	E	C	B	E	B	E	B	E	C	C	X	X	B	C	D	D	C	E	X	X	B	A	X	C
26969	1	C	C	D	B	B	B	D	B	B	C	E	A	C	A	D	B	A	C	B	X	B	E	B	X	X	C	C	X	C	C	D	B	X	A	A	E	D	E	X	D
26665	1	D	C	D	B	C	B	D	D	B	C	E	C	C	A	D	A	X	C	B	E	B	E	C	C	B	C	C	X	C	C	D	B	D	X	A	X	D	A	D	D
24943	1	D	C	C	B	B	B	D	D	B	B	E	A	C	A	D	A	B	C	B	E	B	E	C	B	D	C	C	X	B	C	D	X	C	A	A	E	D	A	D	C
24713	1	C	C	D	B	C	B	D	D	B	B	E	B	C	A	D	X	E	C	B	E	B	D	B	B	B	X	X	X	B	C	X	B	C	A	X	D	X	A	X	D
27366	1	D	C	D	C	E	B	D	D	B	B	E	A	C	A	D	B	B	C	E	E	B	D	B	B	C	C	C	A	B	C	D	B	C	C	D	E	D	A	E	C
26684	1	D	A	D	B	B	A	D	D	E	B	E	A	C	A	D	A	E	C	B	E	B	D	C	A	C	C	C	C	C	C	X	B	C	C	A	E	D	C	B	C
26362	1	D	C	D	C	C	A	D	D	E	B	E	A	C	A	D	A	D	C	B	E	B	D	B	X	B	C	C	E	E	C	A	E	C	A	X	D	A	A	E	E
27108	1	E	C	D	B	B	A	D	D	B	B	E	D	C	A	D	A	D	C	B	E	D	E	B	B	E	C	C	E	C	C	D	C	D	C	D	A	D	X	D	C
25501	1	C	D	D	B	E	B	C	D	B	C	E	A	C	A	D	A	X	C	B	A	E	D	B	C	C	C	C	B	C	C	D	B	C	C	A	C	A	D	E	C
26893	1	D	C	D	B	D	E	D	D	E	B	E	A	X	A	A	E	A	C	E	E	E	D	B	E	D	E	B	E	D	A	B	B	X	A	X	B	X	C	C	X
25776	1	X	C	D	C	C	A	D	D	E	B	E	A	C	A	D	A	E	C	B	E	B	E	B	D	C	C	C	X	X	C	X	B	X	A	A	E	B	A	X	C
24692	1	D	D	D	B	B	B	D	E	B	B	E	A	C	A	D	A	D	A	B	E	B	E	B	B	C	C	C	X	B	D	X	B	C	A	A	D	D	A	E	D
27499	1	D	C	D	B	E	B	D	D	B	C	E	A	C	A	D	B	B	C	E	E	B	D	B	B	C	C	C	E	C	B	D	B	C	A	D	D	D	A	E	C
24938	1	D	C	D	B	E	B	D	D	B	C	E	A	C	A	D	B	D	E	B	E	B	C	B	B	C	C	C	E	C	C	D	B	C	A	D	E	D	A	E	D
26361	1	D	D	D	B	C	A	D	D	A	C	E	A	C	A	D	X	E	C	B	E	B	D	C	X	C	X	C	X	B	X	X	B	C	C	A	E	D	A	D	X
25179	1	D	C	D	B	X	B	D	E	B	B	E	A	C	A	D	B	D	C	B	A	B	E	B	C	B	C	C	X	B	B	D	D	X	A	A	E	D	A	X	X
25140	1	D	C	B	B	B	A	D	D	E	B	E	A	C	A	D	X	X	C	B	E	B	E	C	D	C	C	B	X	B	C	X	X	X	C	X	E	C	A	E	C
26452	1	D	A	B	B	B	B	D	D	B	B	E	A	C	A	B	B	B	A	B	E	B	E	B	C	E	C	C	E	C	D	X	C	C	A	X	E	B	X	X	C
26356	1	D	C	D	B	C	B	D	E	X	B	E	A	C	A	X	X	X	C	E	E	B	A	X	D	X	C	D	X	B	X	X	B	E	X	X	X	D	A	D	X
26383	1	D	C	D	B	X	B	D	D	B	B	E	A	C	A	D	A	E	C	B	E	B	E	X	E	A	C	C	B	B	C	D	B	C	A	A	E	X	A	D	D
24720	1	D	C	D	B	C	A	D	D	E	B	E	A	B	A	D	A	X	C	B	E	B	D	B	C	C	X	C	E	C	C	X	B	C	C	X	A	B	A	E	C
27163	1	C	A	B	C	X	B	D	D	B	B	E	A	C	A	D	A	X	C	B	X	B	E	C	E	B	E	E	X	C	B	E	C	X	X	X	E	D	X	X	X
27107	1	X	C	D	B	X	B	D	E	E	B	E	A	C	A	D	A	X	C	B	E	B	E	C	X	C	X	C	A	E	C	X	B	C	X	A	X	C	A	X	C
26151	1	X	C	A	B	B	A	D	D	B	B	E	A	C	A	D	A	X	A	X	E	B	D	B	E	B	C	C	X	X	C	X	B	D	A	X	X	D	A	E	B
26589	1	X	C	D	B	E	B	X	E	B	B	E	A	C	A	D	A	D	E	X	E	B	E	X	B	X	C	C	X	X	C	X	B	C	X	A	X	X	X	X	E
25628	1	D	D	D	C	C	A	D	D	A	C	E	A	C	A	D	A	E	C	X	E	B	E	B	B	C	C	C	X	B	X	X	B	C	D	E	X	D	A	A	C
26457	1	D	C	D	C	E	B	D	E	A	B	E	C	C	A	B	B	E	X	B	E	B	E	B	B	C	C	A	E	B	C	D	E	D	A	X	E	B	A	A	D
25835	1	D	A	D	B	C	A	D	D	E	B	C	D	C	A	D	B	E	C	B	E	X	E	C	B	A	C	X	E	C	C	X	B	B	A	A	B	D	X	D	D
26090	1	D	C	D	X	B	B	D	E	E	B	E	B	C	A	D	A	D	C	B	E	B	D	B	B	B	X	D	X	C	C	X	X	X	A	C	E	B	X	E	C
26716	1	D	C	C	B	C	B	B	D	A	X	E	D	C	A	D	A	E	C	B	E	B	E	B	C	C	C	C	A	B	D	X	B	X	X	A	D	B	X	A	B
25923	1	E	A	D	B	C	B	X	D	B	B	E	A	C	A	D	A	E	C	B	E	B	X	X	X	C	C	C	A	B	C	X	B	E	X	A	X	D	A	E	C
27424	1	X	C	X	B	X	A	D	D	A	B	E	B	C	A	D	A	E	C	B	E	D	E	A	C	X	E	C	X	B	B	A	C	X	B	X	X	X	X	X	E
26460	1	D	C	D	B	C	B	D	D	B	B	E	A	C	A	D	X	E	E	B	E	B	E	B	C	X	C	C	X	B	C	X	B	X	E	A	E	D	A	E	D
25633	1	A	C	D	B	E	B	D	D	B	B	E	A	C	A	D	A	E	A	B	E	B	D	B	C	B	B	C	X	E	C	D	B	D	A	A	D	X	X	X	D
24205	1	D	C	D	B	C	A	D	D	B	B	E	A	C	A	D	A	E	C	B	E	B	D	X	C	C	C	A	A	B	C	D	B	X	C	A	E	D	A	E	X
27427	1	X	C	D	D	B	A	D	D	B	B	E	A	C	A	D	A	X	X	B	E	B	B	X	C	E	C	C	A	X	C	X	B	X	X	A	E	X	A	X	X
26677	1	D	C	B	B	C	A	D	D	B	B	E	A	C	A	D	A	A	C	B	E	B	B	A	C	A	C	C	X	C	D	X	B	C	A	X	E	D	A	X	C
26731	1	D	C	D	A	C	A	D	D	E	B	E	A	C	A	D	A	E	C	B	E	B	E	C	C	B	C	C	B	X	C	X	B	X	C	A	E	B	A	X	C
23919	1	D	C	A	B	X	B	D	D	D	B	E	E	C	E	D	E	X	X	B	E	B	E	B	C	X	X	B	X	C	X	X	X	B	B	X	D	X	A	D	D
26574	1	D	C	D	C	X	A	D	E	C	C	E	D	C	A	D	X	E	A	B	E	B	E	B	C	C	X	B	E	C	B	X	A	B	X	E	D	A	X	X	E
26259	1	D	C	D	B	B	E	D	E	B	B	E	D	C	A	D	A	E	C	B	E	B	B	A	E	X	C	C	X	B	C	A	B	D	X	D	A	X	X	E	E
27441	1	A	C	B	D	B	B	C	D	C	B	E	A	C	A	C	A	X	C	A	E	B	E	X	C	X	C	C	X	C	D	A	B	C	X	A	D	B	A	X	A
25043	1	D	C	D	B	B	A	D	E	B	B	E	D	C	A	D	A	X	C	B	E	B	E	B	C	C	X	A	X	C	B	X	X	C	A	X	E	D	A	X	X
27180	1	X	C	D	A	B	B	D	D	B	X	E	X	C	A	D	A	X	X	B	E	B	D	B	D	X	C	C	E	B	C	X	B	C	E	C	X	D	X	E	C
25448	1	D	C	D	A	E	B	D	D	B	B	E	D	C	A	D	E	E	C	C	E	B	B	C	D	E	C	C	A	E	C	A	B	C	C	A	D	A	A	E	C
26799	1	D	C	D	B	B	A	D	D	E	C	E	D	C	A	A	B	E	C	X	E	B	E	C	B	C	C	C	X	B	C	X	D	D	C	A	D	X	A	X	C
24755	1	D	D	D	C	B	A	D	D	B	B	E	A	C	A	D	A	E	E	B	E	B	C	B	B	C	C	C	A	C	C	X	B	C	A	A	B	D	A	E	C
26579	1	D	C	D	B	E	B	D	D	B	B	E	A	C	A	D	A	X	C	B	E	B	E	B	C	B	C	A	E	C	C	D	C	C	C	X	E	B	E	X	X
