ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
31823	1	D	A	B	A	A	A	A	B	C	B	A	C	A	B	B	A	A	C	C	D	C	A	B	A	A	A	C	B	A	A
31877	1	D	D	B	X	A	C	D	X	C	D	A	C	A	B	D	D	A	D	A	B	D	X	A	B	X	X	C	B	X	B
31797	1	D	C	B	X	A	C	X	B	C	B	A	C	D	B	B	D	C	B	X	D	A	A	A	A	A	A	C	X	A	B
31844	1	D	X	B	X	A	X	X	X	C	B	C	C	D	B	B	B	X	A	D	D	A	X	A	A	A	A	C	B	A	X
31839	1	D	C	B	A	A	X	X	C	C	B	A	A	A	B	X	X	C	X	X	X	X	X	X	A	A	X	X	D	A	X
31865	1	D	C	B	X	A	A	C	B	D	D	A	A	C	X	D	D	A	X	C	B	C	A	C	A	A	C	C	D	A	C
31819	1	D	C	D	X	A	B	C	B	C	B	A	C	D	D	D	A	A	B	A	B	D	A	A	A	A	C	C	D	B	C
31814	1	D	C	B	A	A	C	A	C	A	B	A	C	C	X	X	X	X	B	X	X	B	X	C	C	A	A	B	D	X	A
31818	1	D	A	B	D	A	B	A	C	C	B	A	C	D	X	D	D	C	B	C	B	A	A	A	A	A	A	C	D	A	X
31896	1	D	A	B	X	D	X	A	C	X	B	A	C	A	D	C	A	B	C	X	B	A	X	A	A	X	X	C	D	X	B
31829	1	B	A	B	A	A	B	B	B	C	B	A	A	A	A	C	D	C	D	C	B	A	A	A	A	A	C	C	A	D	A
31903	1	C	C	B	D	A	X	X	D	C	B	A	C	A	X	A	X	X	A	X	C	X	A	C	D	A	A	C	B	X	C
31871	1	B	C	B	C	A	X	X	B	X	B	A	C	A	C	D	C	C	X	A	C	A	A	B	A	C	X	X	D	A	X
31863	1	X	A	B	C	A	B	A	C	C	B	A	A	D	X	X	X	C	D	X	B	X	B	A	C	X	X	C	A	A	C
31891	1	D	B	B	X	X	X	X	B	C	B	A	A	D	D	D	A	C	B	A	A	A	A	C	A	A	A	C	B	A	A
31800	1	D	B	B	A	A	B	D	B	C	A	A	C	A	C	B	D	B	C	A	B	D	B	A	A	X	X	C	D	B	D
31807	1	X	A	B	X	A	X	A	B	C	X	A	X	X	X	B	X	C	C	X	X	X	A	A	A	A	A	C	B	A	B
31857	1	A	B	C	X	A	B	X	D	X	D	C	A	A	B	B	X	A	B	A	B	D	B	A	D	X	D	D	D	X	C
31802	1	B	C	B	A	A	X	D	X	C	B	A	C	D	B	D	D	A	D	X	C	A	A	A	A	A	C	C	D	B	B
31836	1	C	A	A	A	B	C	D	A	D	C	D	A	D	C	B	B	A	C	B	C	A	B	C	C	B	A	D	D	A	D
31869	1	D	C	B	C	A	B	A	B	C	A	A	C	A	D	D	D	C	B	C	D	B	A	C	B	A	A	C	B	A	B
31883	1	B	C	C	D	A	D	C	B	A	B	D	A	A	C	D	A	B	D	A	B	D	C	D	B	A	A	D	D	C	A
31858	1	X	C	C	X	X	X	X	X	X	X	D	C	A	C	D	D	C	X	X	B	X	X	A	D	X	X	B	X	X	X
31870	1	B	C	B	X	A	X	A	X	C	B	A	A	D	D	D	D	B	B	C	B	X	A	A	A	A	A	X	B	X	X
