ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore
32988	1	1	17	8	0	11	9	1	0	9	8	7	0	6
32623	1	1	16	2	7	12	9	1	0	9	7	1	7	7
33380	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32642	1	1	16	1	8	13	8	1	1	8	8	0	7	8
32252	1	1	20	0	5	16	9	0	1	9	11	0	4	11
32175	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33903	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33433	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33782	1	1	17	5	3	12	10	0	0	10	7	5	3	5
32728	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33232	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32804	1	1	18	5	2	13	10	0	0	10	8	5	2	6
33192	1	1	18	5	2	13	9	1	0	9	9	4	2	8
32890	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33158	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33775	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33429	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32705	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33610	1	1	15	2	8	11	8	1	1	8	7	1	7	7
33197	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33474	1	1	15	7	3	10	10	0	0	10	5	7	3	3
32959	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32746	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33304	1	1	21	4	0	16	9	1	0	9	12	3	0	11
33121	1	1	17	2	6	13	10	0	0	10	7	2	6	6
33589	1	1	22	1	2	17	10	0	0	10	12	1	2	12
32572	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33479	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32928	1	1	21	1	3	17	10	0	0	10	11	1	3	11
32221	1	1	18	4	3	13	9	1	0	9	9	3	3	8
33856	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33365	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33080	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33711	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32615	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32468	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33319	1	1	20	5	0	15	9	1	0	9	11	4	0	10
33596	1	1	18	6	1	13	9	1	0	9	9	5	1	7
32949	1	1	20	5	0	15	10	0	0	10	10	5	0	8
32774	1	0	14	11	0	8	9	1	0	9	5	10	0	2
33650	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33658	1	1	15	5	5	11	6	3	1	5	9	2	4	8
32790	1	1	19	4	2	14	9	1	0	9	10	3	2	9
32207	1	1	19	1	5	15	10	0	0	10	9	1	5	9
32619	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32724	1	1	19	6	0	14	9	1	0	9	10	5	0	8
33460	1	0	14	11	0	8	7	3	0	6	7	8	0	4
33653	1	1	23	2	0	18	9	1	0	9	14	1	0	14
33786	1	1	17	4	4	13	10	0	0	10	7	4	4	6
33534	1	1	17	3	5	13	9	0	1	9	8	3	4	7
33186	1	1	19	3	3	14	8	2	0	7	11	1	3	11
32243	1	1	18	6	1	13	9	1	0	9	9	5	1	7
32423	1	1	20	1	4	16	9	1	0	9	11	0	4	11
33099	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32715	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32951	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33575	1	0	13	5	7	9	9	0	1	9	4	5	6	2
32681	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32671	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32526	1	1	15	7	3	10	9	1	0	9	6	6	3	4
32556	1	0	13	12	0	7	9	1	0	9	4	11	0	0
32652	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33489	1	1	22	1	2	17	9	0	1	9	13	1	1	13
33006	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33541	1	1	21	3	1	16	8	2	0	7	13	1	1	13
32393	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33520	1	1	16	6	3	11	8	1	1	8	8	5	2	6
33083	1	1	19	2	4	15	10	0	0	10	9	2	4	8
33525	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32491	1	1	20	5	0	15	8	2	0	7	12	3	0	11
33088	1	1	23	0	2	18	10	0	0	10	13	0	2	13
32999	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32327	1	0	10	11	4	5	6	4	0	5	4	7	4	2
32323	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32345	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33500	1	1	19	4	2	14	10	0	0	10	9	4	2	8
33203	1	1	18	1	6	14	9	0	1	9	9	1	5	9
33730	1	0	13	11	1	7	8	2	0	7	5	9	1	2
33233	1	1	18	7	0	13	10	0	0	10	8	7	0	6
33367	1	1	24	1	0	19	9	1	0	9	15	0	0	15
32563	1	1	20	3	2	15	9	1	0	9	11	2	2	10
33329	1	1	21	0	4	17	10	0	0	10	11	0	4	11
33743	1	1	15	6	4	10	9	1	0	9	6	5	4	4
33473	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33005	1	1	16	9	0	10	10	0	0	10	6	9	0	3
32233	1	1	20	2	3	15	8	1	1	8	12	1	2	12
32740	1	1	22	1	2	17	9	0	1	9	13	1	1	13
32197	1	1	15	7	3	10	10	0	0	10	5	7	3	3
32385	1	1	18	3	4	14	9	1	0	9	9	2	4	8
32232	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32850	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33551	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32347	1	1	20	3	2	15	9	1	0	9	11	2	2	10
33296	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33893	1	1	17	8	0	11	8	2	0	7	9	6	0	7
32282	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32396	1	1	21	0	4	17	10	0	0	10	11	0	4	11
33000	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32767	1	1	24	1	0	19	9	1	0	9	15	0	0	15
33441	1	1	18	7	0	13	9	1	0	9	9	6	0	7
32839	1	1	17	7	1	12	9	1	0	9	8	6	1	6
32547	1	1	20	5	0	15	10	0	0	10	10	5	0	8
33126	1	1	15	8	2	10	8	1	1	8	7	7	1	5
32610	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32499	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33702	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32669	1	1	18	7	0	13	10	0	0	10	8	7	0	6
33315	1	1	22	2	1	17	10	0	0	10	12	2	1	11
32373	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32725	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32831	1	1	16	9	0	10	9	1	0	9	7	8	0	4
32595	1	0	13	10	2	8	7	2	1	6	6	8	1	3
33597	1	0	10	15	0	4	6	4	0	5	4	11	0	0
32977	1	0	8	17	0	2	5	5	0	3	3	12	0	0
32789	1	1	23	2	0	18	9	1	0	9	14	1	0	14
33560	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32809	1	1	20	5	0	15	8	2	0	7	12	3	0	11
33705	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33343	1	1	18	4	3	13	9	1	0	9	9	3	3	8
32938	1	1	19	2	4	15	10	0	0	10	9	2	4	8
32525	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32536	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32757	1	0	13	8	4	8	10	0	0	10	3	8	4	0
32321	1	1	18	4	3	13	9	1	0	9	9	3	3	8
33692	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33270	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33336	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32372	1	1	20	5	0	15	9	1	0	9	11	4	0	10
33160	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33159	1	1	22	1	2	17	10	0	0	10	12	1	2	12
32638	1	1	17	8	0	11	10	0	0	10	7	8	0	4
33533	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32766	1	1	19	3	3	14	10	0	0	10	9	3	3	8
33145	1	0	14	8	3	9	7	2	1	6	7	6	2	5
32851	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32880	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33545	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32201	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32418	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33918	1	1	17	8	0	11	8	2	0	7	9	6	0	7
32262	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33398	1	1	18	7	0	13	7	3	0	6	11	4	0	10
32247	1	1	20	3	2	15	10	0	0	10	10	3	2	9
33674	1	1	17	3	5	13	10	0	0	10	7	3	5	6
32605	1	1	18	3	4	14	10	0	0	10	8	3	4	7
33027	1	1	16	4	5	12	9	1	0	9	7	3	5	6
33548	1	1	16	9	0	10	8	2	0	7	8	7	0	6
33552	1	1	18	4	3	13	10	0	0	10	8	4	3	7
32825	1	0	9	16	0	3	6	4	0	5	3	12	0	0
33028	1	1	20	2	3	15	10	0	0	10	10	2	3	9
32711	1	1	18	5	2	13	8	2	0	7	10	3	2	9
33363	1	1	24	1	0	19	9	1	0	9	15	0	0	15
33808	1	0	5	20	0	0	1	9	0	0	4	11	0	0
32357	1	1	20	5	0	15	9	1	0	9	11	4	0	10
32298	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33563	1	1	18	2	5	14	9	0	1	9	9	2	4	8
