scoreNaam	groepLabel	kleur	aantal
totaal	<10	rgb(255,140,0)	58
totaal	10-13	rgb(255,215,0)	94
totaal	>=14	rgb(144,238,144)	205
wiskunde_basis	<7	rgb(255,140,0)	39
wiskunde_basis	7-8	rgb(255,215,0)	65
wiskunde_basis	>=9	rgb(144,238,144)	253
wiskunde_standaard	<8	rgb(255,140,0)	137
wiskunde_standaard	8-11	rgb(255,215,0)	146
wiskunde_standaard	>=12	rgb(144,238,144)	74
