scoreNaam	groepLabel	kleur	aantal
totaal	<10	rgb(255,140,0)	80
totaal	10-13	rgb(255,215,0)	106
totaal	>=14	rgb(144,238,144)	294
wiskunde	<6	rgb(255,140,0)	32
wiskunde	6-11	rgb(255,215,0)	155
wiskunde	>=12	rgb(144,238,144)	293
chemie_fysica	<3	rgb(255,140,0)	139
chemie_fysica	3-4	rgb(255,215,0)	115
chemie_fysica	>=5	rgb(144,238,144)	226
