ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25
q1456456	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	C	C	B	A
q1417536	1	C	D	A	B	B	B	C	B	D	A	B	B	D	B	A	A	D	C	B	D	B	B	C	A	A
q1444627	1	C	B	A	C	D	B	D	B	D	C	D	B	X	B	A	C	X	C	A	C	B	A	X	B	B
q1426868	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	X	D	C	A	D	X	X	X	B	X
q1240459	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	A	X	B	B
q1441009	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	A	C	D	C	A	D	D	C	X	B	B
q1417696	1	X	B	A	B	D	B	D	B	B	C	A	B	A	B	A	C	D	C	A	D	D	D	X	B	B
q1394613	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	B	C	A	C	A	X	D	D	A	B	B
q1445983	1	X	B	A	B	D	D	A	C	D	C	A	A	C	B	X	C	D	A	A	A	B	X	X	X	B
q1433956	1	C	B	A	B	D	B	D	B	D	C	C	B	A	B	B	C	D	D	A	D	C	X	X	X	X
q1417881	1	C	B	A	B	D	A	D	B	C	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B
q1419052	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	C	C	A	D	D	C	C	A	B
q1431164	1	C	B	A	X	D	D	D	B	D	C	A	B	X	B	A	C	D	C	A	D	B	C	D	B	B
q1445836	1	C	B	A	B	D	C	A	B	D	C	A	X	C	B	X	C	A	C	A	C	B	C	X	B	B
q1392588	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B
q1403194	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	X	C	B	B	A	A	D	X	X	B	D
q1375386	1	C	B	A	B	A	D	D	B	D	C	A	A	A	B	A	C	D	C	A	D	B	D	D	B	A
q1346786	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B
q1422304	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	A	C	D	C	A	D	B	X	X	B	X
q1457307	1	X	B	A	B	A	B	B	B	D	C	B	X	A	X	C	C	X	C	A	A	A	X	X	C	B
q1415174	1	C	B	A	B	D	B	B	B	D	C	A	C	C	B	A	C	C	D	C	D	A	B	A	B	A
q1392579	1	C	B	A	X	D	B	D	C	D	C	A	B	X	D	A	C	X	C	A	X	B	D	X	B	B
q1438836	1	D	B	A	B	D	B	X	B	D	C	A	B	A	B	D	C	X	C	A	D	D	C	C	B	B
q1423900	1	C	B	A	B	D	C	D	B	D	C	X	B	A	B	X	C	D	C	A	X	D	C	C	B	X
q1458522	1	C	B	A	C	D	B	D	C	D	C	A	B	A	B	A	C	B	C	C	D	B	D	A	B	B
q1393513	1	C	B	A	B	D	B	A	B	D	C	A	D	X	B	A	B	C	B	A	X	D	X	B	B	B
q1421726	1	C	B	A	B	D	B	D	B	D	C	C	B	A	B	A	C	D	C	A	D	C	D	C	B	B
q1417905	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	D	A	D	D	C	C	B	A
q1244458	1	C	B	A	D	D	B	A	B	D	C	A	A	A	B	X	C	X	D	A	D	B	X	X	X	B
q1459993	1	C	B	A	B	D	B	C	C	D	C	C	X	X	B	A	C	A	A	A	X	B	X	X	A	B
q1393488	1	C	B	A	B	D	A	D	B	D	C	D	X	X	X	A	C	X	C	A	X	B	X	C	B	X
q1413820	1	C	B	A	B	D	C	D	B	D	C	C	B	C	B	A	C	D	C	A	D	D	D	C	B	B
q1418683	1	C	D	A	B	D	B	D	B	D	C	D	B	X	B	C	X	D	C	A	A	C	C	C	B	B
q1459988	1	C	B	A	B	D	D	A	B	D	C	A	B	X	B	A	C	X	C	A	X	B	D	X	D	B
q1393974	1	D	B	A	B	D	B	C	B	D	C	A	A	A	B	A	C	A	B	A	A	D	D	A	C	D
q1401337	1	C	B	A	B	D	B	D	B	D	C	A	B	X	D	X	D	D	C	A	X	C	C	C	B	B
q1409706	1	C	B	A	B	D	C	D	B	D	C	A	X	X	B	B	C	D	C	A	X	B	C	X	B	B
q1401118	1	C	B	X	B	A	D	D	B	D	C	A	X	C	B	X	C	D	C	X	X	C	C	X	B	X
q1444297	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	C	B	C	C	B	B
q1396707	1	C	B	A	B	D	C	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	A
q1380369	1	C	B	A	B	D	B	D	B	D	C	C	B	X	B	A	D	D	D	A	D	B	D	X	B	A
q1421488	1	C	B	A	B	D	C	C	B	D	X	X	X	X	B	A	C	X	C	X	A	D	X	X	X	X
q1457671	1	B	D	A	D	C	B	D	C	D	C	A	A	C	B	C	C	B	B	A	B	B	A	C	C	A
q1393489	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	D	C	B	D
q1383917	1	C	B	A	B	D	C	D	B	D	C	A	B	X	B	A	C	D	A	A	X	X	X	X	B	X
q1382698	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	X	D	X	C	D	B
q1435490	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	D
q1445971	1	C	B	A	B	D	B	D	B	D	A	C	C	B	B	A	B	X	C	A	A	C	D	C	C	B
q1457003	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	D	C	D	C	X	D	B	D	C	B	B
q1459994	1	C	B	X	B	D	B	D	B	D	C	A	B	A	B	A	C	X	X	A	A	D	C	C	B	B
q1444443	1	C	B	A	B	D	B	D	B	D	C	X	B	A	B	A	C	C	C	A	A	B	B	B	X	B
q1403177	1	C	B	A	B	D	B	X	B	C	C	A	B	A	B	A	C	D	C	A	D	B	X	X	X	X
q1455825	1	C	X	A	B	D	A	D	X	D	C	A	B	X	B	A	C	A	C	X	X	C	X	X	B	X
q1422051	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	X	D	X	X	B	X
q1422805	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	C	B	A	D	B	D	C	B	B
q1463999	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	X	X	X	X	X	X
q1377833	1	C	B	A	B	D	B	D	B	C	C	A	X	X	B	A	C	D	D	A	X	B	D	X	B	B
q1455826	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	C	B	D	X	B	B
q1379645	1	C	B	A	B	D	B	D	B	D	C	A	C	X	B	D	C	X	B	A	X	D	X	X	C	B
q1422422	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	D	C	B	B
q1445978	1	C	B	A	B	D	A	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B
q1421352	1	C	B	A	C	D	B	D	B	B	C	A	B	D	B	A	B	A	C	A	D	D	C	C	B	B
q1441649	1	C	B	A	C	D	B	D	B	B	C	A	X	A	B	A	C	D	C	A	X	D	D	C	B	D
q1342178	1	C	X	A	B	D	B	C	B	D	C	A	B	X	A	X	C	X	C	A	D	A	X	D	B	B
q1317863	1	C	B	A	B	D	B	D	B	D	C	A	X	A	B	A	C	D	C	A	D	C	D	X	B	A
q1393837	1	C	B	A	B	D	B	D	X	D	C	A	B	X	B	A	C	D	C	A	D	B	X	X	B	B
q1384709	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	B
q1441295	1	C	B	A	B	D	B	D	B	D	C	C	B	C	B	D	A	B	C	A	B	B	C	C	B	A
q1393457	1	C	B	A	B	D	B	D	B	D	C	A	X	A	B	A	C	X	C	A	X	A	D	C	B	B
q1384003	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	D	C	A	D	B	D	C	B	B
q1393846	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	B	A	A	B	C	B	B	B
q1393864	1	C	B	A	B	D	B	D	B	D	C	A	B	A	A	A	C	D	C	A	D	D	D	X	B	B
q1423179	1	C	B	A	B	D	B	X	B	D	C	A	B	A	B	A	C	A	C	X	D	A	D	X	B	X
q1393843	1	C	B	A	B	D	B	D	B	D	C	A	B	A	D	A	C	D	C	A	D	D	D	X	B	A
q1422307	1	C	B	A	B	D	B	A	B	D	C	A	B	X	B	A	C	D	C	A	D	A	C	X	B	B
q1393606	1	C	B	A	B	D	C	D	B	D	C	A	B	A	B	A	C	D	B	A	D	D	D	C	B	D
q1394236	1	C	B	A	C	D	B	D	B	D	C	C	B	A	B	A	C	D	C	A	D	D	C	C	B	A
q1457881	1	C	B	A	B	D	B	D	B	D	C	A	B	X	A	C	C	D	C	A	D	A	C	X	B	B
q1392594	1	C	B	A	B	A	C	C	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	A
q1393870	1	C	B	A	B	D	B	C	B	D	C	A	B	A	B	A	C	D	C	A	C	D	D	C	B	B
q1418129	1	C	B	A	B	D	B	D	C	D	C	A	B	A	B	D	C	D	D	A	D	D	D	C	B	B
q1458284	1	C	B	A	C	D	X	D	X	D	C	X	X	A	B	X	D	C	C	A	X	A	X	X	X	X
q1424627	1	C	B	A	B	D	B	D	B	D	C	X	X	B	B	X	C	C	C	A	A	B	A	X	X	B
q1414181	1	C	B	A	B	D	D	B	X	C	C	C	X	A	D	B	C	D	D	A	D	B	C	X	B	D
q1423230	1	X	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	C	C	A	D	B	C	D	B	D
q1389591	1	C	B	A	B	D	B	D	B	D	C	A	C	A	A	A	C	D	C	A	D	C	C	C	B	B
q1429103	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	D	D	C	X	A	D	C	X	B	B
q1419299	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	D	D	C	X	X	C	C	X	B	B
q1445131	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	A	C	A	D	D	C	B	B	B
q1458288	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	A	C	A	D	B	C	C	B	D
q1381668	1	C	B	A	B	D	X	D	B	D	C	A	B	X	B	C	C	A	C	A	D	D	D	X	B	C
q1369421	1	C	B	A	A	D	C	D	B	D	C	A	X	A	B	A	C	C	C	X	X	B	D	C	C	D
q1417067	1	C	B	A	B	D	A	D	B	D	C	A	D	X	B	B	C	D	C	A	X	D	X	X	B	B
q1396638	1	C	B	A	B	D	B	X	B	D	C	A	B	X	B	A	C	D	C	A	D	B	B	C	B	D
q1421200	1	C	B	A	D	D	A	D	B	D	C	A	A	C	B	A	C	D	A	A	D	B	X	X	X	D
q1341923	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B
q1396595	1	C	B	A	B	D	B	D	B	D	C	D	B	C	B	A	C	C	C	A	D	B	B	C	B	A
q1314680	1	C	B	A	B	D	X	D	B	D	C	X	B	X	X	A	C	X	C	A	X	B	C	X	X	B
q1458350	1	C	B	A	B	A	B	D	B	D	C	C	C	A	B	A	C	D	C	A	C	D	X	X	B	X
q1427407	1	C	B	A	B	D	B	D	B	D	C	A	X	A	B	A	C	D	C	A	D	B	X	C	B	B
q0452728	1	C	B	A	B	D	B	D	B	D	C	C	B	A	B	A	C	D	C	A	D	D	D	C	D	B
q1396625	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	C	C	B	A
q1457668	1	C	B	A	B	D	B	B	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	A
q1383639	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	A
q1396631	1	X	B	A	B	B	A	A	B	D	C	A	B	D	B	X	D	X	C	A	X	D	X	C	B	B
q1396612	1	C	B	A	B	B	A	D	B	D	C	A	X	D	B	X	D	C	D	A	X	D	D	C	B	B
q1388871	1	C	B	A	B	D	A	D	X	D	C	A	B	A	B	A	C	D	C	X	D	B	X	X	X	A
q1393193	1	C	B	A	B	D	B	D	B	D	C	A	C	A	B	A	C	D	C	A	D	D	C	C	B	B
q1350794	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B
q1340432	1	C	B	A	B	D	B	X	B	D	C	A	C	X	B	X	C	D	C	C	D	D	X	X	B	X
q1376377	1	C	B	X	B	D	B	D	B	D	C	A	X	A	B	A	X	D	D	A	D	B	X	X	B	X
q1390106	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	B	D	C	C	B	B
q1387472	1	C	B	A	B	D	B	D	B	D	C	A	C	X	B	X	C	D	C	A	D	D	X	X	B	X
q1417473	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	X	X	B	B
q1295193	1	C	B	A	B	D	B	D	A	D	C	A	A	A	B	A	C	D	C	A	D	D	A	C	C	C
q1348852	1	C	B	A	B	D	D	D	B	D	C	A	B	X	B	X	C	D	A	X	D	D	X	X	B	B
q1393771	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	X	D	C	B	B	B
q1461736	1	C	D	C	A	D	B	A	A	C	A	A	B	C	C	C	C	A	B	A	B	D	B	D	B	A
q1438425	1	A	B	A	B	D	B	X	B	D	C	D	B	X	B	X	C	D	C	A	D	D	D	X	B	B
q1383948	1	X	B	D	B	A	B	X	B	C	C	B	X	X	B	X	C	X	C	A	X	A	X	X	C	B
q1402174	1	C	B	A	B	D	B	D	B	D	C	C	X	X	B	X	C	D	C	X	X	A	X	X	B	X
q1379657	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	D	C	B	B
q1380373	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	D	C	B	B
q1370159	1	C	B	A	C	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	A	B	D	D	B	B
q1379643	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	X	B	X
q1414665	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	X
q1382206	1	C	B	A	B	D	C	B	B	D	C	A	B	X	B	X	C	D	A	A	D	D	X	C	A	B
q1381703	1	D	B	A	B	D	B	D	X	D	C	A	D	X	B	X	B	X	C	C	A	B	D	B	B	B
q1230953	1	C	B	A	C	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	A	D	A	C	D	B
