ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34009	1	D	C	B	B	D	C	B	A	C	D	D	X	C	B	C	X	B	C	X	A	A	B
34629	1	D	C	B	A	D	A	C	A	C	D	B	A	C	D	C	X	X	X	D	C	B	B
34377	1	D	C	B	A	D	X	C	A	C	D	B	A	C	C	C	B	C	D	D	C	B	X
34064	1	D	C	C	B	C	C	A	B	C	B	X	X	C	C	C	A	B	D	D	X	B	D
34702	1	D	C	D	A	B	A	D	A	X	X	C	X	X	A	X	X	B	X	X	A	A	D
34152	1	D	C	B	B	D	X	D	A	X	D	B	X	X	D	C	X	X	D	D	C	B	C
34509	1	D	C	B	B	D	B	B	A	B	B	B	A	C	D	C	A	A	D	D	B	B	D
34721	1	D	C	X	A	D	X	X	A	X	D	X	X	X	X	C	X	X	X	X	B	A	X
34207	1	D	C	X	B	X	X	D	A	X	D	C	X	X	X	X	X	X	X	X	B	B	X
34786	1	D	X	B	B	D	A	D	A	C	B	B	X	X	D	X	X	B	D	X	X	D	X
34536	1	D	C	B	B	D	X	C	A	C	D	B	A	X	D	D	B	B	X	X	C	B	D
34275	1	D	C	B	B	D	A	D	A	X	D	B	A	C	D	C	B	B	X	D	A	D	C
34201	1	D	C	B	B	B	C	D	A	C	D	C	A	C	D	C	X	X	X	X	B	B	D
34141	1	X	C	B	B	D	A	D	A	X	D	B	A	D	D	C	X	A	D	C	B	B	C
34550	1	D	C	B	A	D	A	D	A	C	B	B	A	C	D	B	B	B	D	B	B	B	D
34507	1	D	C	B	B	D	X	C	A	X	D	B	X	D	X	C	X	X	X	B	B	C	D
34352	1	D	C	B	B	D	A	D	A	X	D	B	X	X	D	C	C	B	X	D	B	B	D
34312	1	D	B	C	B	D	C	C	B	C	D	D	C	C	D	C	C	B	D	B	C	B	D
34206	1	D	C	B	X	D	A	B	A	X	B	B	A	C	D	C	X	B	X	A	X	D	D
34099	1	D	C	X	B	D	X	D	A	X	B	B	X	X	X	C	X	X	D	B	B	B	X
34512	1	D	C	B	B	B	A	D	A	X	D	B	A	C	D	B	X	B	D	D	A	B	D
34281	1	D	C	B	B	D	X	D	A	C	B	X	X	X	X	C	X	X	X	X	X	D	X
34496	1	D	C	D	A	D	B	C	C	B	A	B	A	A	D	C	C	C	B	A	B	A	C
34043	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	X	B	D	D	X	D	B
34725	1	D	C	B	B	D	C	C	A	X	D	B	A	X	D	C	A	B	D	D	X	A	D
34706	1	D	C	B	B	D	X	D	C	C	D	B	A	X	D	C	A	B	X	D	C	D	D
34298	1	D	C	B	B	D	C	C	A	X	B	B	A	C	D	C	X	B	D	D	C	D	D
34727	1	D	C	D	D	D	A	D	A	C	C	B	D	C	D	C	B	B	C	D	C	B	D
34344	1	D	B	X	B	X	X	D	C	X	D	C	X	C	D	C	X	X	C	B	B	B	A
34578	1	D	C	B	B	D	A	D	A	X	D	B	A	C	D	D	X	B	D	D	C	D	B
34427	1	D	C	B	B	D	A	D	C	C	D	B	B	A	C	D	X	B	D	B	D	C	B
34431	1	D	C	D	B	D	X	A	D	C	B	B	X	D	X	C	X	A	A	C	A	A	B
34368	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	X	D	B	X	B	B
34593	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	D	B	D
34574	1	D	C	D	A	D	X	B	A	A	D	B	D	D	C	C	C	B	B	B	B	C	C
34263	1	D	C	B	B	B	A	C	A	C	D	B	A	C	D	X	A	B	D	D	A	D	D
33993	1	D	C	B	B	D	C	A	D	C	D	X	A	C	D	C	A	B	D	D	C	B	D
34580	1	D	C	B	B	D	A	A	A	C	B	B	X	C	D	D	C	B	C	X	X	A	B
34838	1	D	C	B	A	D	A	C	A	C	D	C	A	C	C	C	A	B	D	A	C	D	D
34129	1	D	B	B	B	D	B	D	A	C	D	B	A	C	C	C	A	D	D	D	B	B	D
34463	1	D	B	B	B	C	A	D	A	C	B	B	X	C	C	D	A	A	X	B	X	D	A
34124	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	D	B	D
34808	1	D	C	B	B	D	C	C	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34606	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	A	C	B	D
