ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
32904	1	C	B	A	D	D	B	D	B	D	C	A	A	B	B	A	C	D	C	A	D	X	B	C	B	A	C	B	C	A	B	A	C	B	B	B
33806	1	C	B	A	B	D	D	D	B	D	A	A	X	C	B	B	C	D	C	A	D	C	C	X	A	B	C	B	C	A	D	A	C	B	B	B
32768	1	C	B	A	B	D	B	D	B	D	C	A	D	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	A	B
32430	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B	C	B	C	A	D	A	C	B	B	B
33849	1	C	B	A	B	D	A	A	B	D	C	A	X	X	B	A	C	B	B	A	D	B	X	X	B	B	C	A	C	A	D	A	C	C	B	D
33406	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	B	A	D	B	C	C	D	B	C	B	C	A	D	A	C	A	C	C
32340	1	C	B	A	B	D	B	C	B	D	C	A	B	X	B	A	C	D	C	A	D	D	D	X	B	B	C	B	C	A	D	A	C	B	B	B
33905	1	C	B	B	B	X	B	D	B	D	C	A	B	X	X	X	C	D	C	X	A	B	X	C	B	X	C	B	C	D	D	B	C	C	B	B
32915	1	C	B	A	B	D	B	D	B	D	C	A	A	X	B	A	C	D	A	A	D	A	C	X	B	B	C	B	C	A	D	C	C	C	B	C
33165	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	C	C	B	C	A	D	A	B	B	B	B
33096	1	C	B	A	B	D	B	D	B	D	C	A	X	X	X	A	C	D	C	D	X	C	C	C	B	B	C	B	C	A	D	A	C	C	B	B
32227	1	C	B	A	A	D	B	D	B	D	C	C	C	X	B	B	D	A	C	A	X	D	D	A	B	B	C	A	C	A	D	A	B	B	B	D
33673	1	C	B	A	C	D	B	A	A	B	C	B	X	B	B	A	C	D	C	C	X	A	D	C	C	A	D	A	D	D	D	A	C	X	C	B
32898	1	C	B	A	B	D	C	D	B	D	C	A	B	X	A	A	B	D	C	D	X	D	D	X	B	D	B	C	B	D	A	A	B	B	B	B
32192	1	C	B	A	B	D	B	D	B	D	C	A	X	X	D	A	C	D	D	B	A	B	C	C	B	B	X	B	C	A	D	A	C	B	B	B
32322	1	C	B	A	B	D	B	D	B	D	C	A	X	X	B	A	C	X	C	A	X	B	D	C	B	B	C	D	C	A	X	A	X	C	B	B
33372	1	C	B	A	B	D	B	C	B	D	C	A	B	B	B	B	B	C	C	C	C	B	C	B	B	C	C	A	A	A	B	B	A	C	C	B
32257	1	C	B	A	B	D	B	D	B	D	C	A	X	A	B	A	C	D	C	A	X	D	D	C	B	A	C	B	C	A	D	A	C	B	B	B
32763	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	A	C	A	D	D	C	C	B	X	C	B	C	A	D	B	A	X	B	B
32579	1	C	B	A	B	B	X	D	B	D	C	C	B	X	B	X	C	C	C	X	A	C	X	C	C	B	B	B	C	A	D	A	C	B	B	B
32475	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	C	C	B	B	C	B	B	A	D	A	C	B	B	B
32302	1	C	B	A	B	D	B	D	B	B	C	A	X	C	B	B	C	A	C	A	D	D	X	C	B	A	C	D	C	A	A	B	C	B	B	B
32270	1	C	B	A	B	D	B	D	B	D	C	C	B	A	B	A	C	D	D	A	D	D	D	C	B	B	C	B	C	A	D	A	C	B	B	B
32263	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	X	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
33041	1	C	B	A	B	D	B	D	B	D	C	A	B	D	D	A	C	B	C	A	D	B	A	C	B	D	C	B	C	A	D	A	C	B	B	D
