ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	chemieJuist	chemieFout	chemieBlanco	chemieScore
32340	1	1	31	2	2	17	22	1	2	17	9	1	0	9	12	1	2	12	10	0	0	10
33905	1	1	22	6	7	11	14	5	6	10	8	1	1	8	7	2	6	6	7	3	0	6
32915	1	1	27	6	2	14	17	6	2	12	10	0	0	10	10	3	2	9	7	3	0	6
33165	1	1	33	2	0	18	23	2	0	18	10	0	0	10	14	1	0	14	9	1	0	9
33096	1	1	28	3	4	15	18	3	4	14	10	0	0	10	9	2	4	8	9	1	0	9
32227	1	1	22	11	2	10	13	10	2	8	9	1	0	9	6	7	2	4	7	3	0	6
33673	1	0	16	16	3	6	10	12	3	5	6	4	0	5	6	7	2	4	4	5	1	2
32898	1	0	20	12	3	9	11	11	3	6	9	1	0	9	7	5	3	5	4	6	0	2
32192	1	1	27	5	3	14	17	5	3	12	10	0	0	10	8	5	2	6	9	0	1	9
32322	1	1	25	4	6	14	15	4	6	11	10	0	0	10	9	2	4	8	6	2	2	5
33372	1	0	18	17	0	7	9	16	0	3	9	1	0	9	6	9	0	3	3	7	0	1
32257	1	1	31	2	2	17	21	2	2	16	10	0	0	10	11	2	2	10	10	0	0	10
32763	1	1	30	3	2	17	20	3	2	15	10	0	0	10	13	1	1	13	7	2	1	6
32579	1	1	23	7	5	12	15	6	4	10	8	1	1	8	6	5	4	4	9	1	0	9
32475	1	1	33	2	0	18	23	2	0	18	10	0	0	10	14	1	0	14	9	1	0	9
32302	1	1	25	8	2	13	16	7	2	11	9	1	0	9	9	4	2	8	7	3	0	6
32270	1	1	32	3	0	18	22	3	0	17	10	0	0	10	12	3	0	11	10	0	0	10
32263	1	1	34	0	1	19	24	0	1	19	10	0	0	10	14	0	1	14	10	0	0	10
33041	1	1	28	7	0	15	18	7	0	13	10	0	0	10	9	6	0	7	9	1	0	9
