ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
33629	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	B	C	D	C	A	B	A	C	C	A	A	C	B	B	A	A	B	C	C	B	D
32341	1	X	B	A	B	B	C	B	B	D	C	B	C	C	A	C	C	A	B	A	B	A	C	C	B	D	A	A	A	A	C	B	C	A	B	D
33619	1	C	B	A	B	D	B	D	B	D	C	C	X	C	B	A	C	D	C	A	X	D	C	C	B	B	C	B	C	A	D	A	A	B	B	B
32600	1	C	B	A	B	D	B	D	B	D	C	A	X	X	B	X	C	D	C	A	X	A	C	X	B	B	C	B	B	A	C	C	A	X	C	D
33039	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	B	A	C	D	C	C	B	X	C	B	B	A	C	A	C	B	B	D
33311	1	D	B	A	C	D	A	D	B	D	C	C	B	C	B	A	C	A	C	A	A	D	D	A	B	D	C	B	C	A	D	B	C	B	B	B
32994	1	C	B	A	B	D	A	D	B	D	C	A	B	A	B	A	C	B	C	A	C	D	D	B	B	B	C	B	C	A	D	A	C	B	B	B
33633	1	C	B	A	B	D	B	D	B	D	C	A	X	X	B	X	C	X	C	A	X	B	D	X	B	B	C	C	C	A	D	B	C	B	B	B
33376	1	C	B	A	B	D	B	D	B	D	C	A	C	B	B	A	C	D	C	A	D	B	C	C	B	A	C	A	C	A	D	A	C	B	B	B
32343	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	D	C	B	X	C	B	C	A	X	B	X	X	B	B
32245	1	B	B	A	B	D	B	D	B	D	C	D	X	X	C	B	C	X	C	A	X	B	X	X	B	B	X	B	A	A	X	A	C	C	C	C
33093	1	C	B	A	D	D	B	D	B	D	C	A	B	A	X	A	C	D	B	A	X	B	C	B	B	B	D	C	C	A	X	A	C	C	B	B
32703	1	C	B	A	B	D	B	B	B	D	C	A	X	D	C	C	C	D	C	A	C	C	A	D	X	D	B	B	C	D	D	C	D	C	B	C
33257	1	C	B	A	B	D	B	D	B	D	C	A	D	A	B	A	C	D	C	A	X	D	D	C	B	D	C	B	C	A	X	A	C	C	A	D
33157	1	C	B	A	B	D	D	A	B	B	C	A	X	X	X	A	C	D	B	A	D	B	X	C	B	X	C	B	C	A	D	A	C	B	B	B
33291	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	X	B	C	C	B	B	C	B	C	A	D	A	C	B	B	B
33211	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	X	B	A	C	B	C	A	X	A	C	B	B	B
32287	1	C	B	A	B	D	B	D	B	D	C	X	A	A	B	A	C	D	B	A	B	B	C	C	B	B	C	B	A	A	D	A	C	B	B	B
32409	1	C	B	A	B	D	B	D	B	D	C	D	B	A	B	A	C	D	B	A	A	D	C	B	B	B	C	B	C	A	D	A	C	B	B	B
32339	1	C	B	A	B	D	B	C	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	D	C	C	C	A	B	B	D	C	B	B
33886	1	C	B	A	B	D	B	D	B	D	C	C	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
33875	1	C	B	A	C	D	X	X	B	D	C	X	X	X	B	C	C	C	A	C	B	X	D	B	X	D	C	A	B	D	D	X	C	X	B	B
33280	1	B	B	A	D	B	B	C	D	D	D	A	C	A	C	C	B	C	C	D	X	B	X	C	C	X	C	B	A	A	A	B	C	B	B	D
33801	1	C	B	A	B	D	D	A	C	B	D	A	A	B	B	C	C	C	C	A	B	B	A	C	C	D	C	B	B	A	A	A	B	A	A	D
33317	1	C	B	A	A	D	B	D	B	D	C	A	B	A	D	A	C	D	C	A	D	B	D	C	B	B	C	B	C	A	D	A	C	B	B	B
33725	1	C	B	A	B	C	B	D	B	D	C	A	C	D	B	C	A	D	D	A	A	B	A	D	B	D	B	B	B	A	D	A	C	B	B	B
32691	1	C	B	A	B	D	B	B	B	D	C	X	X	X	B	A	C	D	D	X	X	D	C	X	B	X	C	B	X	A	C	A	B	X	B	D
33256	1	C	B	A	B	D	B	D	B	C	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	B	C	B	C	A	D	A	C	B	B	C
33230	1	B	B	A	C	D	B	D	B	D	C	B	C	C	B	A	C	B	C	A	B	A	C	C	B	B	A	A	B	A	A	A	C	C	B	B
33036	1	C	B	A	B	D	B	D	B	B	C	A	B	A	B	A	C	D	C	X	C	B	X	X	B	B	C	C	C	A	D	A	C	B	B	B
32410	1	C	B	A	B	B	X	D	B	D	C	A	B	C	B	A	C	D	A	A	X	D	X	C	X	X	C	C	B	A	A	A	C	B	B	B
33818	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	X	C	B	C	A	A	D	D	C	B	D	C	B	C	A	D	X	C	B	B	B
32280	1	C	B	A	B	D	B	X	B	D	C	X	D	X	B	X	C	D	C	A	D	C	D	X	C	B	C	B	B	D	D	A	B	B	C	B
33225	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	A	C	C	C	A	D	B	C	C	B	B	C	B	C	A	D	A	C	C	B	B
32876	1	B	B	A	B	D	B	D	B	D	C	D	X	A	D	A	C	A	C	A	D	B	B	C	C	B	B	B	C	A	D	C	A	X	B	B
33899	1	C	B	A	B	D	A	C	B	D	C	D	C	C	B	B	C	B	C	A	C	B	C	D	C	B	C	C	A	D	A	B	A	C	B	D
32970	1	A	A	A	B	C	B	D	B	D	C	A	X	D	B	A	C	D	C	A	C	C	X	X	X	B	C	B	D	D	C	C	C	B	C	D
32299	1	C	B	A	B	D	B	A	B	D	C	A	B	A	B	B	C	A	C	B	D	B	B	C	C	B	C	B	D	A	A	A	C	B	B	B
32733	1	C	B	A	B	D	B	D	B	D	C	A	X	X	B	A	C	D	C	A	X	B	D	C	B	B	B	A	B	C	A	A	C	B	C	C
33811	1	C	B	A	B	D	B	D	B	D	C	C	D	A	B	A	C	D	C	A	A	D	C	C	B	B	C	B	B	A	D	A	C	B	C	B
33788	1	C	B	A	B	D	B	C	B	D	C	C	B	D	C	A	C	D	C	A	B	B	C	C	B	A	C	B	C	A	D	A	C	A	B	B
33259	1	C	B	A	B	D	B	D	B	D	C	A	D	B	B	A	C	D	C	A	C	B	D	A	B	B	C	A	C	D	D	A	C	C	C	B
32369	1	C	B	A	B	D	B	D	B	D	C	A	D	X	B	A	C	D	D	A	X	B	C	C	C	B	C	B	C	A	D	A	A	X	B	B
32745	1	C	B	A	B	D	B	A	B	D	C	A	B	B	A	A	C	D	C	A	C	C	B	D	B	B	D	B	C	B	D	A	A	C	C	D
33140	1	D	D	A	D	C	B	B	B	D	C	B	B	D	D	C	C	A	A	A	A	B	B	A	B	B	B	B	B	D	C	A	C	B	C	B
32308	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	A	B	B	B	C	B	C	A	D	A	C	B	B	B
33478	1	C	B	A	B	B	X	B	B	D	C	A	X	X	A	X	C	C	C	A	X	A	X	C	D	A	D	A	X	A	D	A	C	B	B	B
32311	1	C	B	A	B	D	B	D	B	D	C	A	B	A	X	A	C	D	C	A	D	D	C	C	B	B	C	X	C	A	D	A	C	A	B	B
33335	1	C	B	A	B	D	B	D	B	D	C	X	B	X	B	A	C	X	C	X	X	D	X	X	B	D	C	X	C	A	D	X	C	B	B	B
32834	1	C	B	A	B	B	B	D	A	D	C	A	B	D	D	B	C	C	C	A	A	B	A	D	D	D	A	A	B	A	C	B	A	C	B	D
32854	1	C	B	A	B	D	B	D	B	D	C	D	B	A	B	D	C	D	C	A	D	D	D	C	B	B	A	A	C	A	X	A	A	X	B	X
32191	1	C	C	A	B	C	X	X	A	B	C	B	X	X	B	B	X	C	X	A	X	B	X	X	X	A	B	B	B	D	A	A	B	B	X	B
32352	1	C	B	A	C	D	X	D	B	D	C	A	B	C	B	D	C	D	C	A	D	D	D	C	A	D	C	B	D	A	D	B	A	B	B	B
32632	1	C	B	A	D	D	B	D	B	D	C	A	A	X	B	A	C	D	X	X	X	D	X	X	X	X	B	X	X	A	D	X	A	X	X	X
32941	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	X	C	A	D	D	X	X	B	B	C	B	C	A	D	A	A	C	B	B
33119	1	C	B	A	B	X	B	X	X	D	C	A	X	X	B	A	C	X	A	A	D	X	X	X	B	X	C	B	C	A	X	A	C	C	B	B
33135	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
