ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
q1384623	1	C	B	A	B	D	B	D	B	D	C	A	B	X	A	A	C	D	C	A	D	B	D	X	B	B	C	B	C	A	D	A	X	B	B	B
q1427287	1	X	B	A	B	D	X	B	B	D	C	A	X	D	D	X	C	A	C	A	C	B	X	B	B	B	C	D	A	A	D	C	B	B	B	B
q1371608	1	C	B	A	B	D	A	D	X	D	C	D	X	X	X	X	C	D	C	A	A	A	C	X	C	D	C	B	B	D	D	A	D	B	D	B
q1343313	1	C	B	A	B	B	B	X	X	B	C	X	X	X	D	A	C	C	X	X	A	B	C	X	X	A	C	X	X	A	D	C	C	C	C	B
q1368706	1	C	B	A	B	D	C	D	B	D	C	D	X	X	B	X	C	D	C	A	A	D	X	X	C	B	X	B	B	A	D	B	C	X	C	B
q1383635	1	C	B	D	A	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	A	D	D	C	B	B	C	B	C	A	D	A	C	B	C	B
q1416225	1	C	B	D	A	D	B	D	B	D	C	A	A	X	B	A	C	C	C	A	A	D	X	C	B	B	C	B	C	A	D	A	C	B	C	B
q1384574	1	C	B	A	B	D	B	X	B	D	C	D	B	D	B	A	C	B	C	A	B	A	A	X	X	B	C	A	B	D	A	A	B	X	B	D
q1309411	1	C	B	D	B	D	B	D	B	D	C	B	B	X	B	C	C	B	C	X	D	D	X	X	B	D	C	C	C	D	X	A	C	B	B	D
q1308584	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	C	C	B	B	X	X	C	A	X	A	C	X	B	B
q1377537	1	C	B	A	B	D	B	A	B	D	C	A	X	X	D	X	A	X	C	X	X	D	X	A	C	A	C	X	X	D	X	B	C	X	B	D
q1435288	1	B	B	A	B	D	C	D	A	D	C	A	X	X	B	X	C	A	B	A	X	A	X	X	X	B	B	D	X	A	X	B	A	X	B	C
q1371832	1	X	B	D	B	D	X	X	B	D	C	X	X	X	B	X	C	X	X	D	X	C	D	X	C	X	D	X	C	C	C	A	C	X	X	C
q1409643	1	C	B	A	B	D	B	B	B	D	C	A	B	B	B	C	C	C	C	A	C	B	C	C	C	D	C	A	C	D	C	B	C	B	B	C
q1384735	1	C	B	A	B	D	C	D	B	D	C	D	X	X	B	X	C	D	C	A	X	D	X	X	C	B	X	B	B	A	D	B	C	X	C	B
q1228289	1	C	B	A	B	D	D	D	B	D	C	A	A	A	B	C	C	D	A	A	D	D	D	B	D	C	B	B	B	A	D	B	C	B	C	B
q1337337	1	C	B	A	B	D	B	B	B	D	C	A	X	X	B	A	C	D	C	A	X	D	D	C	B	D	X	B	D	A	D	A	C	B	B	B
q1325419	1	C	B	A	D	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	X	B	X	C	B	C	A	A	A	C	B	B	B
q1426825	1	X	D	A	B	D	D	C	B	D	D	X	X	X	D	A	C	X	D	X	X	D	X	C	X	B	C	B	X	D	X	B	X	X	D	X
q1438306	1	C	C	A	B	D	B	D	B	D	C	A	B	D	B	D	A	D	C	A	A	B	X	C	B	B	C	C	C	A	D	A	C	C	B	B
q1378919	1	C	B	A	B	D	B	D	B	D	C	D	B	X	B	A	C	X	C	A	A	D	D	C	B	B	C	B	X	B	X	A	C	X	D	B
q1441125	1	C	D	A	B	D	B	B	B	B	X	D	B	X	B	A	C	D	B	A	B	B	X	D	B	B	C	B	C	D	D	A	C	B	B	C
q1426585	1	C	A	A	B	B	D	C	B	D	C	C	C	B	A	A	C	C	C	C	D	A	B	C	B	A	C	B	C	A	D	B	B	C	B	B
q1381517	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	A	C	D	B	A	B	C	B	C	B	A	C	B	B	A	A	A	C	B	B	B
q1383428	1	C	B	A	B	D	B	D	B	D	C	A	X	B	D	A	C	D	C	A	D	B	B	C	B	B	C	B	C	D	D	A	C	C	B	B
q1399590	1	C	B	A	B	D	B	A	B	D	B	A	C	C	C	C	B	A	A	B	B	C	C	D	B	B	C	C	B	C	B	C	C	B	C	D
q1381160	1	A	B	A	B	B	A	B	A	D	C	A	B	C	B	C	C	B	B	C	B	B	A	B	C	B	C	A	C	A	C	B	C	B	B	B
q1425230	1	X	B	A	A	D	B	D	B	D	C	A	X	A	B	A	C	X	C	A	X	D	X	C	B	X	B	B	B	A	X	A	C	B	B	B
q1374744	1	C	X	A	B	D	X	D	B	D	C	A	B	X	B	A	C	A	X	X	X	D	X	C	C	A	X	B	B	A	X	A	A	X	B	B
q1283609	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	A	C	D	C	A	C	D	D	C	B	D	C	B	C	A	D	A	B	B	B	B
q1342592	1	C	B	A	A	D	B	C	A	B	C	D	C	D	C	B	B	A	B	D	B	B	C	A	B	C	C	C	B	B	B	B	B	C	C	C
q1325376	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	X	D	D	C	A	D	D	D	X	B	B	C	B	B	A	X	A	C	B	B	C
q1440380	1	C	B	A	B	D	A	D	B	D	C	A	A	D	X	A	C	D	B	A	D	A	D	A	A	A	C	A	A	A	D	C	C	A	B	B
q1426857	1	A	B	X	B	D	X	X	X	D	C	C	X	B	D	X	C	D	B	X	A	X	X	C	A	X	C	A	C	A	X	A	B	C	B	C
q1132152	1	C	B	D	B	D	A	A	A	D	A	A	A	C	B	A	C	C	D	D	A	A	C	D	A	A	C	A	B	B	A	B	C	B	C	D
q1381661	1	X	B	A	B	D	X	D	B	D	C	D	X	C	X	X	C	C	C	X	B	X	X	C	X	D	C	B	C	A	D	B	C	B	C	C
q1374743	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	X	C	X	C	X	D	D	C	C	X	A	C	B	B	X	C	B	C	X	B	B
q1366662	1	X	B	A	B	X	B	D	B	D	C	A	B	C	B	X	C	X	C	A	D	X	D	X	X	X	C	B	B	A	A	A	C	B	B	B
q1402895	1	C	B	D	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	X	B	B	C	A	C	A	D	A	C	B	C	B
q1310234	1	X	B	A	B	D	B	C	B	D	B	A	B	A	B	A	C	D	C	A	D	D	X	X	B	B	C	B	B	A	D	B	C	A	B	C
q1417500	1	C	B	A	B	D	B	B	B	D	C	C	B	C	D	A	C	D	C	A	B	A	C	B	B	A	B	B	C	C	A	B	C	B	C	B
q1382378	1	C	D	D	B	D	B	D	B	D	C	A	B	X	B	X	C	X	C	X	X	B	A	X	B	B	C	B	X	D	X	X	C	X	B	C
q1403127	1	C	B	A	B	D	B	B	B	C	C	A	A	X	B	X	C	C	C	A	C	D	A	X	X	B	C	B	D	A	X	A	C	X	B	B
q1342295	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	X	C	A	X	D	X	X	B	B	X	C	B	A	X	A	C	X	C	B
q1325354	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	D	C	B	B	C	B	B	A	D	A	A	B	C	B
q1460010	1	D	D	A	B	D	A	D	X	B	C	C	B	D	A	X	C	D	A	A	X	C	X	X	X	X	D	D	C	B	D	A	C	X	A	D
q1301747	1	C	B	A	B	D	B	C	B	D	C	A	B	X	B	A	C	C	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1370120	1	C	B	A	B	D	C	D	B	D	C	A	B	B	B	A	C	D	A	A	D	D	C	B	A	B	C	B	C	A	D	A	C	B	B	B
q1365209	1	C	A	B	B	D	C	D	A	D	C	C	B	C	B	C	B	D	B	C	B	A	D	D	C	A	B	B	A	A	D	B	C	B	B	D
q1344719	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	C	B	B	B	B
q1462371	1	A	B	X	B	D	B	D	B	B	C	A	A	X	B	D	C	C	A	X	B	B	X	C	X	X	C	C	D	A	D	B	B	B	B	B
q1463094	1	X	A	A	B	A	X	A	B	B	X	X	X	X	D	X	D	D	D	D	X	B	X	C	X	X	D	C	A	X	X	D	C	X	X	D
q1309526	1	X	B	A	B	D	X	X	X	X	C	X	X	X	B	C	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
q0826738	1	X	X	X	B	A	A	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
