ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	chemieJuist	chemieFout	chemieBlanco	chemieScore
q0899791	1	1	31	3	1	17	21	3	1	16	10	0	0	10	13	1	1	13	8	2	0	7
q1346699	1	0	20	15	0	9	15	10	0	9	5	5	0	3	8	7	0	6	7	3	0	6
q1381778	1	1	24	5	6	13	16	5	4	11	8	0	2	8	10	2	3	9	6	3	1	5
q1381114	1	1	25	4	6	14	16	4	5	12	9	0	1	9	8	3	4	7	8	1	1	8
q1381246	1	0	17	7	11	8	8	7	10	5	9	0	1	9	5	2	8	4	3	5	2	1
q1238262	1	1	31	4	0	17	22	3	0	17	9	1	0	9	12	3	0	11	10	0	0	10
q1379955	1	1	31	4	0	17	22	3	0	17	9	1	0	9	14	1	0	14	8	2	0	7
q1413773	1	1	29	6	0	15	20	5	0	15	9	1	0	9	13	2	0	12	7	3	0	6
q1431168	1	0	19	10	6	9	12	9	4	7	7	1	2	7	4	7	4	2	8	2	0	7
q1315202	1	1	31	4	0	17	22	3	0	17	9	1	0	9	14	1	0	14	8	2	0	7
q1388368	1	1	21	10	4	10	13	8	4	8	8	2	0	7	7	4	4	6	6	4	0	5
q1389043	1	1	26	6	3	14	18	4	3	13	8	2	0	7	10	2	3	9	8	2	0	7
q1376422	1	1	22	5	8	12	13	4	8	9	9	1	0	9	8	3	4	7	5	1	4	5
q1437877	1	0	17	11	7	8	11	7	7	7	6	4	0	5	5	3	7	4	6	4	0	5
q1269402	1	1	33	1	1	19	23	1	1	18	10	0	0	10	13	1	1	13	10	0	0	10
q1433264	1	1	23	8	4	12	15	6	4	10	8	2	0	7	10	2	3	9	5	4	1	4
q1386041	1	1	23	7	5	12	14	6	5	10	9	1	0	9	10	3	2	9	4	3	3	3
q1390628	1	1	27	8	0	14	17	8	0	11	10	0	0	10	10	5	0	8	7	3	0	6
q1443497	1	0	11	9	15	5	8	8	9	4	3	1	6	3	3	4	8	2	5	4	1	4
q1397213	1	1	29	3	3	16	19	3	3	14	10	0	0	10	12	1	2	12	7	2	1	6
q1388287	1	1	26	7	2	14	18	5	2	13	8	2	0	7	10	3	2	9	8	2	0	7
q1416054	1	1	27	8	0	14	18	7	0	13	9	1	0	9	11	4	0	10	7	3	0	6
q1405912	1	1	25	4	6	14	19	2	4	15	6	2	2	5	9	2	4	8	10	0	0	10
q1380734	1	1	34	1	0	19	24	1	0	19	10	0	0	10	14	1	0	14	10	0	0	10
q1330214	1	1	23	7	5	12	15	5	5	11	8	2	0	7	8	2	5	7	7	3	0	6
q1406449	1	1	22	7	6	11	14	5	6	10	8	2	0	7	8	3	4	7	6	2	2	5
q1381196	1	1	25	7	3	13	17	6	2	12	8	1	1	8	11	4	0	10	6	2	2	5
q1334836	1	1	29	6	0	15	19	6	0	14	10	0	0	10	11	4	0	10	8	2	0	7
q1321918	1	1	19	5	11	10	15	2	8	11	4	3	3	3	8	0	7	8	7	2	1	6
q1384557	1	1	21	10	4	10	13	8	4	8	8	2	0	7	6	5	4	4	7	3	0	6
q1384291	1	1	23	6	6	12	14	5	6	10	9	1	0	9	10	2	3	9	4	3	3	3
q1388247	1	0	16	7	12	8	8	5	12	5	8	2	0	7	3	2	10	2	5	3	2	4
q1337842	1	0	17	18	0	6	10	15	0	4	7	3	0	6	6	9	0	3	4	6	0	2
q1362152	1	0	18	8	9	9	9	8	8	5	9	0	1	9	4	3	8	3	5	5	0	3
q1339580	1	1	27	3	5	15	19	2	4	15	8	1	1	8	12	1	2	12	7	1	2	7
q1404164	1	1	22	6	7	11	13	6	6	9	9	0	1	9	7	3	5	6	6	3	1	5
q1382341	1	1	19	6	10	10	10	6	9	6	9	0	1	9	8	2	5	7	2	4	4	1
q1386026	1	1	23	3	9	13	15	3	7	11	8	0	2	8	10	0	5	10	5	3	2	4
q1366356	1	0	12	17	6	4	8	13	4	3	4	4	2	3	2	9	4	0	6	4	0	5
q1429397	1	1	30	4	1	16	21	3	1	16	9	1	0	9	13	2	0	12	8	1	1	8
q1345122	1	0	20	13	2	9	11	12	2	6	9	1	0	9	5	8	2	2	6	4	0	5
q1367803	1	1	22	3	10	12	14	3	8	10	8	0	2	8	9	2	4	8	5	1	4	5
q1441781	1	1	25	2	8	14	17	2	6	13	8	0	2	8	11	1	3	11	6	1	3	6
q1417716	1	0	17	14	4	7	9	12	4	4	8	2	0	7	5	6	4	3	4	6	0	2
q1343078	1	1	21	7	7	11	13	5	7	9	8	2	0	7	8	4	3	7	5	1	4	5
q1408682	1	1	19	2	14	10	10	2	13	7	9	0	1	9	8	2	5	7	2	0	8	2
q1345460	1	1	28	4	3	15	18	4	3	13	10	0	0	10	9	3	3	8	9	1	0	9
q1366984	1	0	15	20	0	5	10	15	0	4	5	5	0	3	5	10	0	2	5	5	0	3
q1387441	1	1	27	6	2	14	19	5	1	14	8	1	1	8	11	3	1	10	8	2	0	7
q1396326	1	1	28	5	2	15	18	5	2	13	10	0	0	10	10	3	2	9	8	2	0	7
q1383383	1	0	18	13	4	8	11	11	3	6	7	2	1	6	11	3	1	10	0	8	2	0
q1442004	1	1	21	6	8	11	11	6	8	7	10	0	0	10	6	3	6	5	5	3	2	4
q1419318	1	1	31	4	0	17	21	4	0	16	10	0	0	10	13	2	0	12	8	2	0	7
q1378549	1	1	21	9	5	10	13	8	4	8	8	1	1	8	7	4	4	6	6	4	0	5
q1384556	1	1	23	7	5	12	15	6	4	10	8	1	1	8	9	2	4	8	6	4	0	5
q1381834	1	0	19	8	8	9	12	7	6	8	7	1	2	7	9	2	4	8	3	5	2	1
q1311849	1	1	28	6	1	15	18	6	1	13	10	0	0	10	11	3	1	10	7	3	0	6
q1225009	1	1	28	7	0	15	19	6	0	14	9	1	0	9	11	4	0	10	8	2	0	7
q1426554	1	1	22	9	4	11	12	9	4	7	10	0	0	10	8	3	4	7	4	6	0	2
q1418706	1	1	23	6	6	12	13	6	6	9	10	0	0	10	8	3	4	7	5	3	2	4
q1365500	1	0	1	0	34	1	0	0	25	0	1	0	9	1	0	0	15	0	0	0	10	0
q1231296	1	1	24	4	7	13	15	3	7	11	9	1	0	9	8	2	5	7	7	1	2	7
q1427344	1	1	28	3	4	15	19	2	4	15	9	1	0	9	13	1	1	13	6	1	3	6
q1324635	1	1	25	3	7	14	16	3	6	12	9	0	1	9	9	1	5	9	7	2	1	6
q1390291	1	1	31	4	0	17	21	4	0	16	10	0	0	10	13	2	0	12	8	2	0	7
q1382671	1	1	22	4	9	12	13	4	8	9	9	0	1	9	7	3	5	6	6	1	3	6
q1403125	1	1	27	1	7	15	17	1	7	13	10	0	0	10	8	1	6	8	9	0	1	9
q1400698	1	1	27	3	5	15	17	3	5	13	10	0	0	10	10	2	3	9	7	1	2	7
q1333524	1	0	17	11	7	8	11	8	6	7	6	3	1	5	5	4	6	4	6	4	0	5
q1369792	1	0	17	7	11	8	11	5	9	7	6	2	2	5	4	3	8	3	7	2	1	6
q1446586	1	1	20	7	8	10	10	7	8	6	10	0	0	10	6	1	8	6	4	6	0	2
q1316263	1	1	25	8	2	13	16	7	2	11	9	1	0	9	9	4	2	8	7	3	0	6
q1399754	1	1	21	7	7	11	12	7	6	8	9	0	1	9	8	2	5	7	4	5	1	2
q1375919	1	1	27	8	0	14	18	7	0	13	9	1	0	9	10	5	0	8	8	2	0	7
q1381798	1	0	19	9	7	9	12	8	5	7	7	1	2	7	6	6	3	4	6	2	2	5
q1457200	1	0	20	15	0	9	13	12	0	7	7	3	0	6	6	9	0	3	7	3	0	6
q1383869	1	0	15	3	17	8	7	3	15	5	8	0	2	8	5	1	9	5	2	2	6	1
q1315566	1	1	29	6	0	15	19	6	0	14	10	0	0	10	11	4	0	10	8	2	0	7
q1309406	1	1	31	1	3	18	21	1	3	17	10	0	0	10	15	0	0	15	6	1	3	6
q1319719	1	1	22	7	6	11	12	7	6	8	10	0	0	10	9	4	2	8	3	3	4	2
q1378358	1	1	24	8	3	12	15	7	3	10	9	1	0	9	9	3	3	8	6	4	0	5
q1374246	1	0	13	8	14	6	5	7	13	2	8	1	1	8	3	3	9	2	2	4	4	1
q1312221	1	1	29	5	1	16	19	5	1	14	10	0	0	10	11	3	1	10	8	2	0	7
q1426450	1	0	17	7	11	8	7	7	11	4	10	0	0	10	2	5	8	0	5	2	3	4
q1400965	1	1	31	0	4	18	22	0	3	18	9	0	1	9	12	0	3	12	10	0	0	10
q1459599	1	0	11	22	2	2	6	17	2	0	5	5	0	3	3	10	2	0	3	7	0	1
q1388908	1	1	25	7	3	13	16	6	3	11	9	1	0	9	7	5	3	5	9	1	0	9
q1463779	1	1	22	7	6	11	16	5	4	11	6	2	2	5	7	4	4	6	9	1	0	9
q1403068	1	1	24	6	5	13	16	4	5	12	8	2	0	7	10	2	3	9	6	2	2	5
q1394891	1	1	22	3	10	12	13	2	10	10	9	1	0	9	7	0	8	7	6	2	2	5
q1422557	1	1	21	7	7	11	14	5	6	10	7	2	1	6	6	3	6	5	8	2	0	7
q1342240	1	1	32	0	3	18	22	0	3	18	10	0	0	10	14	0	1	14	8	0	2	8
q1318722	1	1	32	3	0	18	22	3	0	17	10	0	0	10	13	2	0	12	9	1	0	9
q1343383	1	1	24	8	3	12	15	7	3	10	9	1	0	9	9	4	2	8	6	3	1	5
q1395926	1	1	19	4	12	10	11	3	11	8	8	1	1	8	5	1	9	5	6	2	2	5
q1403868	1	1	25	8	2	13	17	7	1	12	8	1	1	8	10	5	0	8	7	2	1	6
q0950636	1	0	16	4	15	8	6	4	15	4	10	0	0	10	4	2	9	3	2	2	6	1
q1341702	1	1	32	3	0	18	22	3	0	17	10	0	0	10	13	2	0	12	9	1	0	9
q1456893	1	1	24	7	4	12	17	5	3	12	7	2	1	6	10	4	1	9	7	1	2	7
q1444438	1	0	9	20	6	1	6	13	6	1	3	7	0	1	3	9	3	0	3	4	3	2
q1373633	1	1	21	6	8	11	12	5	8	8	9	1	0	9	6	3	6	5	6	2	2	5
q1231797	1	1	24	4	7	13	14	4	7	10	10	0	0	10	5	3	7	4	9	1	0	9
q1384623	1	1	29	3	3	16	19	3	3	14	10	0	0	10	10	3	2	9	9	0	1	9
q1427287	1	0	19	11	5	9	12	10	3	7	7	1	2	7	6	6	3	4	6	4	0	5
q1371608	1	0	19	10	6	9	11	9	5	6	8	1	1	8	5	5	5	3	6	4	0	5
q1343313	1	0	14	10	11	6	8	8	9	4	6	2	2	5	3	5	7	1	5	3	2	4
q1368706	1	1	21	7	7	11	12	6	7	8	9	1	0	9	7	3	5	6	5	3	2	4
q1383635	1	1	30	5	0	16	22	3	0	17	8	2	0	7	13	2	0	12	9	1	0	9
q1416225	1	1	27	6	2	14	19	4	2	14	8	2	0	7	10	3	2	9	9	1	0	9
q1384574	1	0	19	12	4	9	10	12	3	5	9	0	1	9	7	6	2	5	3	6	1	1
q1309411	1	1	22	8	5	11	13	7	5	9	9	1	0	9	7	4	4	6	6	3	1	5
q1308584	1	1	30	1	4	17	20	1	4	16	10	0	0	10	14	1	0	14	6	0	4	6
q1377537	1	0	15	9	11	7	6	8	11	3	9	1	0	9	3	5	7	1	3	3	4	2
q1435288	1	0	14	11	10	6	7	8	10	3	7	3	0	6	5	3	7	4	2	5	3	0
q1371832	1	0	11	9	15	5	5	8	12	2	6	1	3	6	2	4	9	1	3	4	3	2
q1409643	1	1	22	13	0	10	13	12	0	7	9	1	0	9	8	7	0	6	5	5	0	3
q1384735	1	1	21	6	8	11	12	5	8	8	9	1	0	9	7	2	6	6	5	3	2	4
q1228289	1	1	23	12	0	11	14	11	0	8	9	1	0	9	8	7	0	6	6	4	0	5
q1337337	1	1	27	4	4	15	18	3	4	14	9	1	0	9	10	2	3	9	8	1	1	8
q1325419	1	1	30	2	3	17	21	1	3	17	9	1	0	9	12	0	3	12	9	1	0	9
q1426825	1	0	12	9	14	5	7	5	13	4	5	4	1	4	5	2	8	4	2	3	5	1
q1438306	1	1	26	8	1	13	17	7	1	12	9	1	0	9	9	5	1	7	8	2	0	7
q1378919	1	1	25	5	5	13	15	5	5	11	10	0	0	10	10	3	2	9	5	2	3	4
q1441125	1	1	22	10	3	11	16	7	2	11	6	3	1	5	8	5	2	6	8	2	0	7
q1426585	1	0	19	16	0	8	13	12	0	7	6	4	0	5	6	9	0	3	7	3	0	6
q1381517	1	1	27	8	0	14	17	8	0	11	10	0	0	10	9	6	0	7	8	2	0	7
q1383428	1	1	28	6	1	15	18	6	1	13	10	0	0	10	10	4	1	9	8	2	0	7
q1399590	1	0	15	20	0	5	7	18	0	1	8	2	0	7	4	11	0	0	3	7	0	1
q1381160	1	0	17	18	0	6	12	13	0	6	5	5	0	3	5	10	0	2	7	3	0	6
q1425230	1	1	25	3	7	14	17	2	6	13	8	1	1	8	10	0	5	10	7	2	1	6
q1374744	1	1	20	5	10	10	12	5	8	8	8	0	2	8	7	3	5	6	5	2	3	4
q1283609	1	1	30	5	0	16	20	5	0	15	10	0	0	10	11	4	0	10	9	1	0	9
q1342592	1	0	9	26	0	0	3	22	0	0	6	4	0	5	2	13	0	0	1	9	0	0
q1325376	1	1	27	4	4	15	17	4	4	13	10	0	0	10	10	2	3	9	7	2	1	6
q1440380	1	1	21	13	1	10	12	12	1	6	9	1	0	9	6	8	1	3	6	4	0	5
q1426857	1	0	13	11	11	5	8	10	7	4	5	1	4	5	3	6	6	1	5	4	1	4
q1132152	1	0	13	22	0	3	8	17	0	2	5	5	0	3	5	10	0	2	3	7	0	1
q1381661	1	0	18	8	9	9	10	8	7	6	8	0	2	8	3	5	7	1	7	3	0	6
q1374743	1	1	24	4	7	13	14	4	7	10	10	0	0	10	9	1	5	9	5	3	2	4
q1366662	1	1	23	4	8	12	15	4	6	11	8	0	2	8	7	2	6	6	8	2	0	7
q1402895	1	1	30	3	2	17	21	2	2	16	9	1	0	9	13	0	2	13	8	2	0	7
q1310234	1	1	26	6	3	14	19	4	2	14	7	2	1	6	13	0	2	13	6	4	0	5
q1417500	1	1	22	13	0	10	13	12	0	7	9	1	0	9	8	7	0	6	5	5	0	3
q1382378	1	1	19	6	10	10	11	4	10	8	8	2	0	7	7	2	6	6	4	2	4	3
q1403127	1	1	22	7	6	11	14	5	6	10	8	2	0	7	7	4	4	6	7	1	2	7
q1342295	1	1	25	3	7	14	15	3	7	11	10	0	0	10	11	0	4	11	4	3	3	3
q1325354	1	1	30	5	0	16	20	5	0	15	10	0	0	10	13	2	0	12	7	3	0	6
q1460010	1	0	13	14	8	5	8	10	7	4	5	4	1	4	4	5	6	2	4	5	1	2
q1301747	1	1	32	2	1	18	23	1	1	18	9	1	0	9	13	1	1	13	10	0	0	10
q1370120	1	1	30	5	0	16	21	4	0	16	9	1	0	9	11	4	0	10	10	0	0	10
q1365209	1	0	15	20	0	5	9	16	0	3	6	4	0	5	3	12	0	0	6	4	0	5
q1344719	1	1	33	2	0	18	23	2	0	18	10	0	0	10	15	0	0	15	8	2	0	7
q1462371	1	0	17	12	6	7	10	10	5	5	7	2	1	6	4	6	5	2	6	4	0	5
q1463094	1	0	6	14	15	1	3	10	12	0	3	4	3	2	2	5	8	0	1	5	4	0
q1309526	1	0	6	1	28	3	1	1	23	1	5	0	5	5	1	1	13	1	0	0	10	0
q0826738	1	0	1	2	32	0	0	0	25	0	1	2	7	0	0	0	15	0	0	0	10	0
