"ijkID","feedbackcode"
"18irLHK600131907","18ir77926"
"18irLKAA00131908","18ir26413"
"18irBBQA00131909","18ir76697"
"18irLHK600231911","18ir19114"
"18irLHK600331912","18ir32722"
"18irLHK600431916","18ir27039"
"18irLHK600531917","18ir15573"
"18irGBUF00131919","18ir29019"
"18irGBUF00231921","18ir40589"
"18irLHK600631922","18ir54588"
"18irBBQA00231923","18ir35579"
"18irLHK600731924","18ir47731"
"18irLHK600831925","18ir82771"
"18irGBUF00331926","18ir86319"
"18irGBUF00431928","18ir41960"
"18irLHK600931930","18ir70338"
"18irGBUF00531931","18ir63292"
"18irLHK601031932","18ir95436"
"18irGBUF00631933","18ir99170"
"18irLHK601131934","18ir87564"
"18irLHK601231935","18ir92860"
"18irLHK601331936","18ir91842"
"18irLHK601431938","18ir55632"
"18irLKAA00231939","18ir20983"
"18irGBUF00731940","18ir81147"
"18irGBUF00831941","18ir24577"
"18irLHK601531942","18ir91682"
"18irGBUF00931944","18ir94096"
"18irGBUF01031945","18ir44241"
"18irBBQA00331946","18ir17093"
"18irLHK601631947","18ir96430"
"18irGBUF01131948","18ir48708"
"18irLHK601731949","18ir13748"
"18irLHK601831951","18ir22764"
"18irBBQA00531952","18ir90509"
"18irLHK601931953","18ir30204"
"18irGBUF01231954","18ir27566"
"18irLHK602031955","18ir26252"
"18irGBUF01331956","18ir42817"
"18irGBUF01431959","18ir48582"
"18irLHK602131960","18ir88376"
"18irLHK602231962","18ir84216"
"18irLHK602331963","18ir80529"
"18irLHK602431964","18ir57068"
"18irGBUF01531965","18ir17820"
"18irLHK602531966","18ir42001"
"18irGBUF01631967","18ir90137"
"18irLHK602631968","18ir98755"
"18irLHK602731969","18ir79471"
"18irLHK602831971","18ir56779"
"18irGBUF01731972","18ir63268"
"18irLHK602931974","18ir23594"
"18irGBUF01831975","18ir40653"
"18irGBUF01931976","18ir56983"
"18irBBQA00731977","18ir98012"
"18irLHK603031978","18ir69685"
"18irLHK603131979","18ir86766"
"18irLHK603231980","18ir70936"
"18irLHK603331981","18ir26098"
"18irGBUF02031982","18ir71733"
"18irLHK603431983","18ir94516"
"18irLHK603531984","18ir10883"
"18irGBUF02131985","18ir49542"
"18irLHK603631986","18ir71213"
"18irLHK603731987","18ir47741"
"18irGBUF02231988","18ir32140"
"18irGBUF02331989","18ir28743"
"18irLHK603831991","18ir86228"
"18irLHK603931992","18ir16622"
"18irLHK604031993","18ir18533"
"18irGBUF02431996","18ir69392"
"18irLHK604131997","18ir80930"
"18irGBUF02531999","18ir81375"
"18irLHK703632125","18ir16743"
"18irLHK604232000","18ir24652"
"18irGBUF02632001","18ir57761"
"18irLHK604332002","18ir44367"
"18irLHK703732126","18ir19767"
"18irLHK604432004","18ir88252"
"18irGBUF05932127","18ir63817"
"18irGBUF02732005","18ir57025"
"18irLHK604532008","18ir36292"
"18irGBUF02832009","18ir19494"
"18irLHK700132010","18ir55424"
"18irLKAA01232128","18ir71268"
"18irGBUF02932011","18ir24742"
"18irGBUF03032012","18ir35527"
"18irBBQA01032013","18ir47645"
"18irGBUF03132015","18ir13866"
"18irLHK703832129","18ir80616"
"18irLKAA00332016","18ir97816"
"18irGBUF03232017","18ir79134"
"18irBBQA01132018","18ir37419"
"18irBBQA01232019","18ir89509"
"18irLHK700232020","18ir20438"
"18irGBUF03332021","18ir72575"
"18irLHK700332022","18ir17259"
"18irGBUF06032130","18ir32491"
"18irLHK700432023","18ir49734"
"18irGBUF03432024","18ir24055"
"18irBBQA01332025","18ir85647"
"18irGBUF03532026","18ir73399"
"18irGBUF03632027","18ir10890"
"18irBBQA01432028","18ir61184"
"18irGBUF03732030","18ir93289"
"18irLHK700532031","18ir16602"
"18irLHK700632032","18ir18336"
"18irBBQA01632033","18ir45768"
"18irGBUF03832034","18ir73896"
"18irGBUF03932035","18ir79804"
"18irLHK700732036","18ir11966"
"18irGBUF04032039","18ir75487"
"18irGBUF04132040","18ir67269"
"18irLKAA00432041","18ir43120"
"18irLHK700832042","18ir14532"
"18irGBUF04232043","18ir99076"
"18irLHK700932044","18ir81175"
"18irLHK701032045","18ir10488"
"18irLHK701132046","18ir61348"
"18irBBQA01732047","18ir86620"
"18irLHK701232048","18ir20634"
"18irBBQA03232131","18ir70804"
"18irLHK701332049","18ir92443"
"18irBBQA01832051","18ir65566"
"18irGBUF06132132","18ir41856"
"18irLHK701432055","18ir46208"
"18irBBQA02032056","18ir32098"
