ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	chemie_fysicaJuist	chemie_fysicaFout	chemie_fysicaBlanco	chemie_fysicaScore
34457	1	1	19	3	0	16	14	2	0	13	5	1	0	5
34342	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34470	1	1	17	3	2	15	14	1	1	14	3	2	1	2
34382	1	1	19	1	2	17	14	1	1	14	5	0	1	5
34384	1	1	19	0	3	17	14	0	2	14	5	0	1	5
34038	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34810	1	1	19	2	1	17	15	1	0	15	4	1	1	4
34233	1	1	18	2	2	16	15	1	0	15	3	1	2	3
34594	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34196	1	0	10	4	8	8	9	3	4	8	1	1	4	1
34139	1	1	19	3	0	16	13	3	0	12	6	0	0	6
34146	1	0	10	7	5	7	7	4	5	6	3	3	0	2
34665	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34362	1	1	14	0	8	13	12	0	4	12	2	0	4	2
34140	1	1	14	2	6	12	9	2	5	8	5	0	1	5
34350	1	1	18	1	3	16	14	1	1	14	4	0	2	4
34165	1	1	18	0	4	16	15	0	1	15	3	0	3	3
34634	1	1	17	2	3	15	14	1	1	14	3	1	2	3
34077	1	1	18	2	2	16	15	1	0	15	3	1	2	3
34690	1	1	17	5	0	14	14	2	0	13	3	3	0	2
34556	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34462	1	1	18	2	2	16	14	1	1	14	4	1	1	4
34627	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34229	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34845	1	0	11	4	7	9	10	3	3	9	1	1	4	1
34317	1	1	17	3	2	15	13	3	0	12	4	0	2	4
34320	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34523	1	1	14	4	4	12	11	3	2	10	3	1	2	3
34164	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34498	1	1	19	2	1	17	14	2	0	13	5	0	1	5
34663	1	1	18	3	1	15	12	3	1	11	6	0	0	6
34027	1	1	17	5	0	14	13	3	0	12	4	2	0	3
34598	1	1	20	1	1	18	15	1	0	15	5	0	1	5
34626	1	1	20	1	1	18	14	1	1	14	6	0	0	6
34673	1	1	19	2	1	17	14	1	1	14	5	1	0	5
34640	1	0	7	8	7	4	5	6	5	3	2	2	2	1
34019	1	1	19	0	3	17	13	0	3	13	6	0	0	6
34331	1	1	14	2	6	12	14	1	1	14	0	1	5	0
34455	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34073	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34004	1	0	11	3	8	9	9	1	6	9	2	2	2	1
34662	1	1	19	3	0	16	14	2	0	13	5	1	0	5
34348	1	1	18	1	3	16	13	1	2	13	5	0	1	5
34096	1	1	18	3	1	15	16	0	0	16	2	3	1	1
33948	1	1	18	3	1	15	15	0	1	15	3	3	0	2
34049	1	1	19	1	2	17	14	1	1	14	5	0	1	5
34258	1	1	20	0	2	18	14	0	2	14	6	0	0	6
33979	1	1	21	1	0	19	15	1	0	15	6	0	0	6
34262	1	1	19	1	2	17	15	0	1	15	4	1	1	4
33977	1	1	20	2	0	18	15	1	0	15	5	1	0	5
34245	1	1	15	4	3	12	12	3	1	11	3	1	2	3
34192	1	1	19	1	2	17	15	0	1	15	4	1	1	4
34162	1	1	22	0	0	20	16	0	0	16	6	0	0	6
34084	1	1	19	2	1	17	14	2	0	13	5	0	1	5
34446	1	1	18	2	2	16	12	2	2	11	6	0	0	6
34137	1	1	19	1	2	17	13	1	2	13	6	0	0	6
34715	1	1	20	2	0	18	14	2	0	13	6	0	0	6
34654	1	0	12	6	4	9	10	3	3	9	2	3	1	1
34621	1	1	21	0	1	19	15	0	1	15	6	0	0	6
34530	1	1	17	3	2	15	13	1	2	13	4	2	0	3
34802	1	1	13	4	5	11	11	3	2	10	2	1	3	2
34007	1	1	14	0	8	13	10	0	6	10	4	0	2	4
34252	1	1	21	1	0	19	15	1	0	15	6	0	0	6
