ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34794	1	X	D	A	D	X	C	D	A	A	X	X	B	X	B	B	C	X	C	B	X	B	C
34274	1	X	X	X	D	X	X	D	A	C	B	X	X	X	D	X	C	X	B	C	X	A	C
34300	1	D	D	B	X	X	B	D	A	B	D	X	B	A	D	B	D	C	D	B	X	X	X
34188	1	X	D	A	D	D	X	D	A	X	B	X	A	A	B	B	C	C	C	C	A	A	C
34423	1	D	D	A	D	D	B	D	A	A	B	C	B	A	D	B	C	C	C	B	C	A	C
34279	1	D	D	A	D	D	C	D	A	A	D	A	B	A	D	B	C	D	C	B	A	A	C
34713	1	A	D	A	X	D	B	D	A	A	B	C	X	C	D	D	C	C	C	B	C	B	C
34299	1	D	D	A	D	D	C	D	A	A	C	X	X	A	B	X	C	D	X	B	C	B	X
34203	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	D	C	B	C	A	C
34622	1	D	D	A	D	D	C	D	A	A	D	B	A	D	A	B	C	B	C	B	C	A	D
34461	1	D	D	A	D	D	B	D	A	A	A	A	B	A	D	B	X	C	C	B	C	B	C
34542	1	D	D	A	D	B	B	D	A	A	B	C	C	A	D	A	C	D	C	B	C	B	C
34147	1	D	D	A	D	D	B	D	A	A	A	C	B	A	B	B	C	C	C	B	C	A	C
34732	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	X	X	C
34003	1	X	C	D	D	D	C	D	A	X	B	D	X	A	D	A	C	C	C	B	C	B	X
34392	1	D	A	A	D	D	B	D	A	A	A	C	B	A	D	B	C	C	C	B	C	A	C
34420	1	C	D	A	D	D	B	D	A	A	A	C	D	C	A	B	C	D	C	B	C	A	A
33966	1	A	D	A	D	X	B	D	A	X	D	D	X	A	X	B	D	X	C	B	C	A	X
34803	1	D	D	A	D	D	D	D	A	A	C	C	B	A	D	B	B	C	C	A	A	A	C
34363	1	D	D	A	D	D	D	D	A	A	D	C	X	A	D	B	C	C	C	B	X	A	C
34421	1	D	D	A	D	D	D	D	A	A	D	C	B	A	D	B	D	C	C	B	X	B	C
34701	1	A	C	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	X
34771	1	D	D	A	D	D	B	D	A	A	D	X	B	X	D	B	C	C	C	B	C	B	X
34047	1	D	D	A	D	C	B	D	A	B	A	C	B	A	D	B	C	C	C	B	C	B	C
34172	1	A	D	A	D	X	B	D	A	X	D	D	X	A	X	B	D	X	C	B	C	A	X
33953	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34106	1	D	D	A	X	D	C	D	A	D	D	C	X	A	D	B	C	C	C	B	C	B	C
34306	1	D	D	A	X	X	C	D	A	A	A	C	A	A	D	A	C	X	C	B	X	D	A
34563	1	D	C	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	C
34759	1	X	C	A	X	C	C	D	X	X	A	D	B	D	D	X	C	D	C	X	X	A	D
34537	1	D	D	A	D	X	B	D	A	A	A	C	A	C	D	D	C	C	C	B	C	B	A
