ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
30563	1	D	C	B	A	D	C	D	X	C	D	D	X	X	C	C	X	X	A	A	X	A	X
30620	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	C	X	B	D	X	C	B	D
31269	1	C	C	A	B	D	A	D	A	C	D	D	A	C	B	C	X	D	C	A	C	D	D
31601	1	D	B	B	B	D	B	B	A	X	B	C	D	X	A	B	X	B	D	D	A	D	D
30741	1	D	C	B	B	D	A	C	A	C	D	X	A	X	D	C	A	X	X	A	A	D	X
31014	1	D	C	B	B	D	A	B	A	C	B	B	X	B	X	X	X	B	X	X	X	B	C
31559	1	D	C	B	A	D	A	X	B	X	D	B	X	X	D	X	A	D	D	X	X	B	X
31335	1	D	C	B	B	D	A	X	A	C	D	B	A	X	D	X	X	B	D	D	A	X	D
30737	1	D	C	B	B	D	B	D	A	C	D	B	A	C	D	C	C	B	A	D	A	A	D
31117	1	D	B	B	C	D	C	C	A	A	D	B	X	C	C	C	X	X	X	D	X	A	D
30661	1	D	C	X	A	D	X	D	A	C	D	B	A	C	X	B	X	X	D	D	A	B	X
30684	1	D	C	B	A	D	A	C	A	C	D	B	A	C	D	C	A	B	D	C	C	D	D
31377	1	D	C	B	B	B	A	D	A	C	D	B	A	D	D	X	A	B	D	D	X	D	D
30826	1	A	C	X	B	D	X	D	A	X	A	B	X	X	D	B	X	X	X	D	X	B	D
31474	1	D	C	B	B	D	A	D	A	C	D	B	X	X	B	C	X	X	X	D	X	D	B
30969	1	D	C	X	B	D	A	D	A	C	D	B	X	X	C	X	X	X	X	X	X	D	X
30973	1	D	C	B	A	C	A	D	A	C	D	B	X	X	D	D	B	X	D	A	X	A	X
31086	1	D	C	D	A	D	B	C	A	C	D	B	A	C	D	C	A	B	D	D	B	A	D
31066	1	D	C	B	A	D	A	X	A	C	D	B	X	X	D	X	X	B	X	X	X	D	X
31038	1	D	X	B	B	D	X	X	A	C	D	B	X	X	D	X	X	X	D	X	X	B	X
31037	1	X	X	D	A	X	C	X	D	C	B	D	X	X	C	X	X	X	D	A	B	C	C
31390	1	D	C	B	A	D	A	D	A	C	D	B	X	X	D	C	X	B	X	X	X	B	D
30643	1	D	B	B	X	D	D	D	C	C	B	B	A	X	D	X	X	C	D	X	X	D	A
31163	1	D	X	B	A	D	A	C	A	C	D	B	A	C	X	C	X	X	D	D	X	B	B
30986	1	D	C	X	B	C	A	A	A	X	X	X	X	X	X	C	X	X	X	X	X	X	D
31706	1	D	C	B	A	D	X	C	X	C	C	D	X	X	C	C	X	A	X	X	B	A	X
30875	1	D	C	B	A	D	A	D	B	C	D	B	X	D	C	C	X	X	D	X	X	B	X
31046	1	D	C	B	B	X	A	B	A	C	D	B	X	C	X	C	X	C	X	D	B	A	D
31122	1	D	C	B	A	D	A	B	D	X	B	D	A	X	D	X	X	A	D	X	X	A	X
31322	1	D	C	B	A	D	C	A	A	C	B	B	A	X	D	X	X	B	D	B	X	B	B
30507	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	X	X	D	B	C	B	D
30470	1	D	C	B	B	X	A	D	A	C	B	B	A	X	C	X	A	X	D	D	A	D	D
30729	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	C	D	B	D	B
30724	1	D	C	C	B	C	A	C	A	C	B	B	A	X	D	C	B	X	D	D	C	B	B
30577	1	D	C	B	B	C	X	D	A	X	D	C	B	B	D	C	X	B	X	B	X	X	D
30756	1	D	C	B	B	D	B	D	A	C	D	B	A	C	D	C	A	B	D	A	C	B	D
30656	1	D	C	B	B	A	C	D	A	C	B	B	A	X	D	C	C	X	A	D	C	B	D
30578	1	D	C	B	B	D	A	B	A	X	D	B	A	C	D	X	X	X	X	D	X	B	C
30594	1	D	C	B	B	D	X	D	A	C	D	B	A	X	D	D	B	B	X	A	B	D	D
30722	1	X	C	A	B	D	A	D	A	C	D	D	A	C	D	A	A	A	D	D	A	D	D
30623	1	D	C	B	B	D	B	B	A	C	D	D	A	X	D	X	X	X	X	X	C	B	D
30666	1	D	C	D	B	X	X	A	B	C	B	A	X	X	D	C	X	X	D	D	D	A	B
30719	1	D	C	B	C	D	A	D	A	C	D	B	X	X	D	B	X	B	X	D	X	D	D
30801	1	D	C	D	B	C	A	X	A	C	D	X	X	X	D	A	X	C	X	D	X	B	X
30777	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	X	X	D	B	X	D	D
30645	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
30609	1	X	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	A	D	D	A	C	D
30689	1	A	C	B	B	D	A	D	A	X	X	A	X	A	D	D	C	B	B	D	A	A	D
30524	1	D	C	B	B	D	A	C	A	C	B	B	X	X	D	C	B	X	X	B	X	D	D
30771	1	D	C	B	B	D	X	D	A	C	D	B	A	B	D	C	A	B	D	D	C	B	D
30487	1	D	C	B	B	D	C	D	A	C	D	B	A	X	D	C	X	B	D	D	X	A	B
30738	1	D	C	B	B	D	C	C	A	C	D	C	X	X	D	C	X	X	X	A	C	X	X
30581	1	B	C	B	B	D	A	D	A	X	D	B	A	X	D	X	A	A	X	D	X	A	X
30668	1	X	C	B	B	D	A	C	A	C	D	B	A	A	C	B	A	D	X	A	X	D	D
30496	1	D	B	B	B	D	A	D	A	C	B	X	X	X	D	C	X	B	D	D	X	C	D
30595	1	D	C	B	A	D	A	D	A	C	D	C	A	X	D	C	X	D	D	B	X	B	D
30475	1	D	B	X	A	D	X	D	A	C	C	D	B	X	C	X	X	X	X	X	X	D	B
30791	1	X	C	B	B	D	X	C	A	X	D	D	X	X	D	B	X	X	X	X	C	A	B
30804	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
30606	1	D	B	B	B	D	B	C	C	X	D	B	A	C	B	D	X	X	A	A	X	D	D
30618	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	D	C	B	D
30585	1	D	C	B	B	D	C	D	A	C	D	X	A	C	D	D	A	B	X	D	X	A	D
30600	1	D	C	B	B	D	X	D	A	C	B	B	B	C	D	D	X	B	X	X	X	B	X
30529	1	D	C	B	B	D	X	C	X	C	D	B	X	C	D	C	X	B	D	B	C	B	B
30720	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
30658	1	D	C	D	B	D	A	C	A	C	B	B	A	C	D	C	A	X	D	C	X	B	D
30686	1	B	C	B	C	D	B	B	A	X	B	B	A	B	D	B	X	B	C	D	C	A	B
30587	1	D	C	B	A	D	A	X	A	C	D	X	D	C	X	X	X	X	X	D	C	B	X
30792	1	D	C	B	B	D	C	B	A	C	D	X	A	X	X	D	X	X	X	C	X	A	D
30740	1	D	C	B	B	D	A	B	A	C	D	B	A	X	D	A	X	X	X	X	B	B	D
30499	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	A	B	D	D	B	B	B
30759	1	D	C	B	A	D	A	B	A	C	D	B	A	D	D	D	C	B	D	D	C	D	A
30569	1	D	C	C	B	D	A	C	A	X	B	X	X	C	D	A	X	X	D	D	X	B	D
30528	1	D	C	X	B	C	A	X	A	C	B	B	A	C	D	C	X	D	X	D	C	X	D
30555	1	D	C	B	B	D	B	D	A	C	B	A	A	X	D	C	D	B	D	D	C	A	D
30685	1	D	C	B	B	D	A	C	A	C	B	C	A	C	D	C	A	D	D	C	C	D	B
30539	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	B
30515	1	D	C	B	A	B	X	D	A	C	D	B	A	C	D	C	C	B	D	D	C	A	D
30634	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	D	B
30473	1	X	B	B	A	D	X	D	A	C	B	B	X	X	D	C	A	B	A	D	C	D	D
30664	1	D	B	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	B	B	B	D
30774	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	X	D	C	X	B	D
30482	1	D	C	B	B	D	X	B	A	C	D	B	X	X	C	C	X	X	D	D	C	B	B
30810	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	D	X	D	C	B	D
30731	1	X	C	B	B	A	A	X	A	X	C	X	X	X	B	C	X	D	D	D	C	B	D
30749	1	D	D	B	X	D	C	B	D	X	D	B	A	X	C	X	A	X	D	B	D	D	A
30526	1	D	C	B	B	D	B	D	A	C	D	B	X	X	X	C	X	X	X	X	D	D	D
30546	1	D	C	B	B	C	A	B	A	C	C	D	A	C	D	C	A	C	D	C	A	D	D
30796	1	D	C	X	A	D	B	C	A	C	B	B	X	X	X	C	X	X	D	C	C	C	X
30676	1	D	C	B	B	D	C	D	A	C	D	B	A	X	C	X	X	B	D	D	A	B	D
30549	1	D	C	B	B	D	A	X	A	X	D	B	X	X	X	X	X	X	X	C	X	D	D
30505	1	D	C	A	B	X	B	D	A	C	D	D	X	X	C	C	X	X	D	A	B	D	D
30762	1	D	C	X	B	D	A	D	D	C	D	B	X	X	B	X	X	X	X	X	A	B	C
30631	1	D	C	B	B	D	X	C	A	A	D	B	A	C	C	X	X	B	C	D	D	C	A
30521	1	A	C	D	B	D	C	D	A	X	D	B	X	X	C	B	X	A	X	A	D	B	B
30677	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
30784	1	D	C	B	A	D	A	C	A	C	D	B	D	C	D	C	A	D	D	D	B	B	D
30780	1	D	C	B	B	D	B	D	A	C	D	B	A	A	D	C	A	B	D	D	C	B	D
30709	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	X	C	D
30502	1	D	C	B	B	D	A	D	A	C	D	C	X	C	D	C	A	B	D	D	C	A	D
30548	1	D	C	B	B	D	C	C	A	C	D	B	A	X	C	C	A	C	D	D	X	B	D
30758	1	D	C	B	B	D	A	D	A	C	D	C	A	C	D	C	A	B	D	D	C	B	D
30757	1	D	C	D	B	D	A	D	A	C	D	B	A	C	D	C	A	D	D	D	C	B	D
30560	1	B	C	C	A	C	A	D	C	X	B	B	X	D	D	C	D	A	B	B	D	A	A
30541	1	B	C	D	A	A	A	D	B	X	C	D	C	B	B	C	C	C	A	X	X	C	A
30635	1	D	C	B	B	D	X	D	A	C	D	B	X	X	D	C	B	B	D	D	C	B	D
30681	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	C	D
30570	1	D	B	B	A	D	C	D	A	X	D	X	A	X	D	X	X	X	C	A	X	X	D
30638	1	A	D	D	B	C	X	C	X	D	A	D	B	D	B	A	C	B	D	A	B	B	C
30697	1	D	C	B	B	D	B	A	C	B	D	D	D	X	C	D	A	B	X	C	A	A	A
30683	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	A	C	C	C	A	D	B
30513	1	D	C	B	B	D	B	D	B	C	D	C	A	B	D	C	A	B	D	C	C	B	D
30730	1	D	C	B	B	D	A	D	A	C	D	B	B	C	D	C	X	A	D	C	C	D	D
30614	1	D	C	B	B	D	A	C	A	C	D	X	A	X	D	C	X	X	X	D	B	D	D
30580	1	D	C	B	B	D	A	C	A	C	D	B	A	C	C	D	A	B	X	X	X	A	D
30692	1	D	C	B	B	C	B	D	X	C	D	X	A	X	D	C	X	B	D	C	C	B	D
30477	1	A	D	B	C	A	B	D	A	C	D	A	X	C	D	B	C	A	X	A	C	D	B
30746	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	B	D	X	B	B	D
30717	1	D	C	B	B	D	B	D	A	X	D	B	X	X	D	C	X	C	D	D	B	D	D
30898	1	D	X	B	B	D	C	D	A	C	D	X	X	X	D	C	A	B	X	D	B	B	D
31094	1	D	C	B	B	D	A	D	A	C	D	B	X	X	X	C	X	B	D	D	X	D	D
30821	1	D	B	A	B	D	A	D	A	C	B	B	X	D	D	C	X	B	D	D	B	B	C
30960	1	D	C	B	B	D	A	X	A	C	D	B	X	C	D	C	A	D	D	C	X	D	D
30968	1	X	C	B	B	D	A	C	B	C	D	B	A	X	D	C	A	B	X	D	C	B	D
30962	1	D	C	B	B	D	A	C	A	C	D	D	X	C	C	C	X	B	D	B	X	D	D
31072	1	D	C	B	B	D	A	D	A	C	D	B	D	C	D	C	A	B	D	D	A	B	D
31093	1	D	C	B	B	D	A	D	A	C	D	C	A	A	D	C	A	B	D	D	A	B	D
30902	1	D	C	B	B	D	A	D	A	C	D	B	B	X	C	C	A	X	X	C	C	D	X
30873	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	X	D	C	C	B	D
30999	1	B	C	D	B	D	X	D	A	C	C	B	A	X	D	C	X	X	B	B	B	D	X
30889	1	D	C	D	B	D	A	D	A	C	C	X	A	X	D	X	X	X	D	B	X	C	D
30934	1	D	C	B	B	D	A	D	A	C	D	D	X	C	D	C	A	X	D	A	X	D	D
30925	1	D	C	B	B	D	X	X	A	C	D	B	X	X	B	X	X	X	X	D	B	A	X
30980	1	D	C	X	B	D	B	D	A	C	B	B	X	X	D	C	X	B	D	C	B	D	X
31040	1	D	C	B	B	D	C	X	A	X	B	B	X	X	D	X	X	X	X	B	X	B	X
31020	1	D	C	B	B	D	A	B	A	C	D	D	A	C	D	C	A	B	D	D	B	A	C
30959	1	D	C	B	B	D	X	D	A	X	B	B	X	X	D	C	X	X	X	C	A	D	D
30987	1	D	C	B	B	A	C	D	A	C	C	B	D	D	D	C	D	B	D	D	A	B	D
30981	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	B	B	D	D	C	B	D
31051	1	D	C	B	B	D	A	B	A	C	D	B	X	C	D	C	X	B	D	C	X	B	X
30847	1	D	C	B	C	D	C	B	A	C	D	B	X	X	D	C	X	X	X	D	B	X	D
31097	1	D	C	B	B	D	A	D	A	X	D	B	A	X	D	X	B	X	X	D	X	D	D
30867	1	D	C	B	B	D	C	D	A	C	D	B	A	C	D	D	A	B	D	D	C	B	D
30961	1	D	C	B	B	D	A	A	A	C	D	B	X	X	D	C	A	B	X	X	C	B	D
31071	1	D	C	B	B	D	B	A	D	C	D	B	A	X	C	C	X	B	X	D	B	D	D
31010	1	X	D	B	C	D	A	A	C	C	B	X	A	C	D	D	X	X	D	B	C	D	D
31084	1	D	C	B	B	X	A	C	A	C	D	B	A	C	D	C	A	B	D	C	X	B	X
31070	1	D	C	B	B	D	A	C	A	C	D	B	A	C	X	X	X	A	D	X	D	A	B
30951	1	D	B	B	A	D	D	A	C	X	D	A	X	X	D	C	X	X	D	C	B	D	D
30906	1	D	C	B	B	D	X	C	A	C	B	B	X	X	D	C	X	X	X	D	X	B	D
30946	1	D	C	B	B	D	B	X	A	C	D	C	X	C	D	B	X	A	B	C	X	B	D
30998	1	A	C	B	B	C	D	B	A	C	D	B	D	A	C	C	X	D	D	A	D	A	B
31031	1	D	C	B	B	D	B	D	A	C	D	B	X	X	D	C	X	B	D	X	A	D	D
30843	1	D	C	B	B	D	C	A	A	C	D	C	A	C	X	D	A	B	X	X	X	B	B
30840	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
30997	1	D	C	B	A	D	X	D	A	C	D	B	D	X	D	C	A	D	D	D	C	B	D
30903	1	X	C	X	B	D	X	C	B	C	B	X	B	X	X	C	X	D	D	D	X	D	D
30984	1	D	B	B	B	D	C	D	A	X	D	C	X	X	X	C	X	X	D	A	C	B	D
30920	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	X	B	D	D	B	B	D
31092	1	D	C	B	B	D	A	B	A	B	D	B	A	X	D	C	X	B	D	A	B	B	C
30824	1	D	C	B	B	C	A	A	C	C	C	C	C	X	C	C	X	X	X	C	B	D	B
31081	1	D	C	B	B	D	A	D	A	X	D	B	X	X	D	C	X	X	X	D	C	B	D
30985	1	D	C	B	B	D	X	C	A	C	D	B	A	X	D	C	A	B	D	X	C	B	D
30833	1	D	C	X	B	D	X	C	B	C	D	B	A	C	D	C	X	X	D	D	A	D	B
30939	1	D	C	B	B	C	A	A	A	C	D	B	A	D	D	C	A	A	C	B	C	B	B
31029	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	C	A	A	D	D	C	A	D
31024	1	D	C	B	B	D	X	C	A	C	D	B	D	X	D	C	A	D	D	D	C	C	D
30991	1	D	C	C	B	A	D	B	B	C	A	X	C	X	D	D	X	A	D	B	X	A	B
30856	1	D	C	B	B	C	B	D	A	C	D	B	X	C	D	C	A	B	D	C	C	B	D
30865	1	D	C	B	B	D	A	D	A	C	D	B	D	X	D	C	X	D	X	D	C	A	B
30923	1	D	C	B	B	D	X	X	D	C	D	X	X	C	D	C	X	D	X	X	X	D	D
31100	1	D	A	D	A	D	X	D	D	C	A	D	A	X	A	D	C	X	A	D	A	B	D
31013	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	A	C	D	B
30855	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
30950	1	D	C	X	B	D	X	X	C	X	B	X	X	X	D	C	X	X	X	X	A	B	X
30921	1	B	B	B	B	D	B	C	A	C	D	B	X	C	D	C	A	X	D	D	B	B	D
31035	1	B	C	B	B	D	A	C	A	C	D	D	X	B	C	B	X	C	C	D	C	A	B
30822	1	D	C	B	B	D	A	B	A	C	D	B	B	C	D	C	A	D	D	D	C	D	D
30817	1	D	C	X	B	D	X	X	A	C	D	B	A	X	D	D	X	D	X	X	X	A	D
30896	1	D	C	B	B	D	C	C	A	C	D	D	B	X	C	C	A	B	D	C	C	B	D
31351	1	B	C	A	A	D	X	C	B	C	B	B	X	X	D	C	X	X	D	D	X	C	B
31354	1	D	C	B	B	D	X	C	A	C	B	D	A	X	C	C	B	X	D	B	C	D	D
31348	1	D	C	B	B	D	X	B	X	X	B	D	D	C	D	C	X	X	C	D	B	B	D
31238	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	B	B	C	D
31202	1	D	C	B	B	D	A	D	A	C	D	B	A	X	C	X	A	B	X	X	X	C	D
31320	1	D	C	B	C	D	A	C	A	C	D	B	A	X	D	C	X	B	D	D	X	B	D
31223	1	D	C	B	B	C	A	C	A	D	D	B	A	C	D	A	D	B	D	A	B	C	B
31194	1	D	C	B	B	D	A	C	A	C	D	D	A	C	D	D	A	X	D	X	X	D	D
31287	1	D	C	B	B	D	A	D	A	C	D	B	A	B	D	D	A	B	D	B	C	B	D
31147	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
31199	1	D	C	B	A	D	C	C	A	C	D	B	A	C	C	C	A	B	D	B	C	A	D
31196	1	D	C	B	B	C	X	X	A	C	B	B	A	X	B	C	X	X	D	B	X	D	X
31293	1	D	C	B	B	D	A	D	A	C	B	B	A	C	D	D	X	B	D	X	X	D	B
31160	1	B	C	D	B	B	B	A	B	C	D	B	A	B	D	C	D	B	C	B	X	A	C
31282	1	D	C	B	C	D	B	C	A	C	D	X	X	X	D	C	X	A	D	D	B	B	D
31227	1	X	C	B	B	D	B	D	A	X	D	B	X	X	C	C	X	X	X	X	C	B	D
31185	1	D	C	B	B	C	X	D	A	C	D	B	A	C	D	C	A	B	D	X	C	D	D
31159	1	D	C	X	B	D	C	B	A	X	D	B	A	X	D	C	A	B	X	D	C	X	D
31107	1	D	C	X	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	A	X	B	D
31213	1	D	C	B	A	D	A	D	A	C	D	B	A	A	D	D	B	D	D	D	C	B	D
31240	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	A	D	D	A	B	C
31178	1	D	C	X	B	D	A	D	A	C	D	B	X	X	C	C	A	X	D	C	B	B	D
31187	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	D	C	B	D
31304	1	A	C	B	C	D	B	A	A	X	D	B	X	C	X	B	X	X	D	D	X	B	D
31294	1	B	C	B	B	D	C	B	A	X	D	B	A	X	D	C	C	X	D	X	A	B	B
31326	1	C	C	X	B	X	D	X	C	C	B	B	C	A	A	B	X	X	C	B	D	B	B
31252	1	D	B	B	B	C	B	D	A	C	D	B	A	C	B	A	C	B	C	B	A	A	B
31138	1	X	C	D	A	D	A	B	D	X	D	D	X	C	C	B	X	X	C	B	B	B	A
31285	1	D	C	B	B	D	X	D	A	C	B	B	A	X	C	C	X	B	X	X	B	B	D
31257	1	D	C	B	B	D	B	A	A	C	D	X	X	A	D	C	X	B	D	X	D	A	A
31205	1	D	C	B	B	C	A	D	A	C	B	A	A	X	D	C	X	X	D	X	X	B	D
31172	1	D	C	B	B	D	A	A	A	X	C	B	X	X	X	D	X	X	X	X	B	D	B
31136	1	D	C	B	B	D	C	D	A	C	D	C	B	C	D	C	A	A	X	D	C	B	D
31237	1	D	C	B	B	D	A	D	A	C	D	B	A	B	D	C	A	B	A	D	B	B	C
31149	1	D	X	B	B	D	A	D	C	C	D	X	X	C	C	X	X	X	D	X	X	B	X
31300	1	X	C	B	B	D	X	D	A	C	D	X	A	X	X	C	X	B	D	D	A	A	B
31168	1	D	C	B	B	D	A	A	A	C	D	B	A	C	D	C	A	B	D	B	B	B	D
31192	1	D	C	B	B	D	C	B	A	C	D	B	A	X	C	C	X	B	D	B	A	B	X
31164	1	D	C	B	B	D	A	C	A	C	D	B	A	X	D	C	A	D	D	D	B	B	C
31215	1	D	B	B	B	D	A	C	A	X	D	B	D	X	D	C	X	X	D	D	B	A	D
31219	1	D	C	B	B	D	X	C	A	X	D	B	X	X	D	C	A	B	X	D	B	B	D
31318	1	D	C	B	B	D	X	D	A	C	B	X	A	C	D	C	A	X	X	D	B	B	D
31323	1	D	B	B	B	D	A	B	A	C	D	D	A	X	D	C	X	X	C	X	C	B	X
31242	1	X	D	B	B	D	C	C	A	C	D	B	A	X	X	D	X	X	D	X	B	A	D
31296	1	D	C	B	B	D	A	X	A	C	D	C	X	X	X	C	X	D	X	X	C	D	X
31286	1	D	C	B	B	D	A	B	A	C	D	B	A	C	D	C	A	B	D	C	D	B	D
31312	1	D	C	D	B	D	A	C	A	C	D	C	X	C	D	C	X	B	D	X	C	B	D
31120	1	D	C	B	B	D	A	C	A	C	D	B	B	C	D	C	A	X	D	X	A	B	D
31171	1	D	C	B	A	D	A	C	A	C	D	B	A	C	D	C	A	C	D	D	X	A	D
31170	1	D	C	B	B	B	A	X	A	C	D	B	X	X	X	C	X	B	X	X	X	D	B
31314	1	D	C	B	B	D	C	C	A	X	D	B	X	C	D	X	C	X	X	D	X	B	D
31361	1	D	B	B	B	C	A	B	D	C	D	B	A	C	C	X	X	X	A	X	X	B	B
31288	1	D	C	B	B	D	D	A	A	X	D	B	X	X	D	B	X	X	D	D	X	A	D
31355	1	D	C	B	A	D	C	C	A	C	D	D	C	C	C	D	B	C	D	B	X	B	B
31142	1	D	C	B	A	D	A	D	A	C	D	B	A	A	D	B	A	B	D	C	C	B	D
31218	1	X	C	B	B	D	B	C	A	C	D	D	X	X	C	X	X	B	D	D	B	A	X
31234	1	D	C	B	A	D	C	C	A	C	D	X	A	C	D	X	X	X	X	X	C	A	B
31184	1	D	C	D	B	D	X	X	A	X	B	B	D	X	D	X	X	X	X	D	X	C	B
31119	1	D	C	X	B	D	A	D	A	C	D	B	X	X	D	C	X	X	D	B	B	B	B
31233	1	D	C	B	B	D	B	D	A	X	A	X	X	X	C	B	X	X	D	X	X	D	C
31157	1	D	C	B	B	D	A	D	A	C	D	D	X	C	D	C	C	B	D	D	C	B	D
31232	1	D	C	D	B	D	X	C	A	C	D	B	A	X	D	C	X	X	D	A	B	A	D
