ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore
31753	1	1	13	1	8	12	13	1	8	12
31709	1	1	22	0	0	20	22	0	0	20
31734	1	1	16	1	5	14	16	1	5	14
31680	1	1	16	2	4	14	16	2	4	14
31711	1	1	18	2	2	16	18	2	2	16
31795	1	0	10	7	5	7	10	7	5	7
31666	1	1	22	0	0	20	22	0	0	20
31728	1	1	16	3	3	14	16	3	3	14
31721	1	0	11	4	7	9	11	4	7	9
31701	1	1	20	2	0	18	20	2	0	18
31708	1	1	12	2	8	10	12	2	8	10
31707	1	1	15	3	4	13	15	3	4	13
31664	1	0	6	5	11	4	6	5	11	4
31683	1	0	7	7	8	4	7	7	8	4
31686	1	1	17	5	0	14	17	5	0	14
31789	1	1	22	0	0	20	22	0	0	20
31747	1	1	17	3	2	15	17	3	2	15
30669	1	1	17	4	1	14	17	4	1	14
31132	1	1	13	2	7	11	13	2	7	11
31222	1	1	21	1	0	19	21	1	0	19
31161	1	1	19	3	0	16	19	3	0	16
30994	1	0	9	8	5	6	9	8	5	6
31063	1	1	12	2	8	10	12	2	8	10
31248	1	0	4	11	7	0	4	11	7	0
31485	1	1	19	1	2	17	19	1	2	17
31210	1	1	14	4	4	12	14	4	4	12
30562	1	0	9	5	8	7	9	5	8	7
30890	1	1	18	4	0	15	18	4	0	15
30760	1	1	16	3	3	14	16	3	3	14
31212	1	1	21	0	1	19	21	0	1	19
31487	1	1	22	0	0	20	22	0	0	20
31001	1	1	19	2	1	17	19	2	1	17
30788	1	1	14	6	2	11	14	6	2	11
30723	1	0	10	7	5	7	10	7	5	7
30974	1	1	22	0	0	20	22	0	0	20
31058	1	1	13	3	6	11	13	3	6	11
30672	1	1	20	2	0	18	20	2	0	18
31452	1	1	14	5	3	11	14	5	3	11
31609	1	1	14	6	2	11	14	6	2	11
30531	1	1	20	1	1	18	20	1	1	18
30972	1	1	16	5	1	13	16	5	1	13
30593	1	1	19	2	1	17	19	2	1	17
30742	1	1	18	2	2	16	18	2	2	16
30670	1	1	16	4	2	13	16	4	2	13
31027	1	1	13	7	2	10	13	7	2	10
30680	1	1	13	6	3	10	13	6	3	10
30766	1	1	13	4	5	11	13	4	5	11
30811	1	1	18	4	0	15	18	4	0	15
30783	1	1	16	2	4	14	16	2	4	14
30971	1	1	14	8	0	10	14	8	0	10
30767	1	1	18	1	3	16	18	1	3	16
31564	1	1	13	6	3	10	13	6	3	10
31511	1	1	17	2	3	15	17	2	3	15
30527	1	1	19	1	2	17	19	1	2	17
31665	1	1	17	3	2	15	17	3	2	15
30514	1	1	21	1	0	19	21	1	0	19
30965	1	1	18	1	3	16	18	1	3	16
30813	1	1	16	2	4	14	16	2	4	14
31121	1	0	8	11	3	4	8	11	3	4
31338	1	1	14	3	5	12	14	3	5	12
31590	1	1	15	2	5	13	15	2	5	13
31576	1	1	16	1	5	14	16	1	5	14
31647	1	1	16	5	1	13	16	5	1	13
30818	1	1	17	4	1	14	17	4	1	14
31402	1	1	17	4	1	14	17	4	1	14
31143	1	1	19	1	2	17	19	1	2	17
31716	1	1	18	3	1	15	18	3	1	15
30627	1	1	13	7	2	10	13	7	2	10
30573	1	1	17	5	0	14	17	5	0	14
31723	1	0	11	7	4	8	11	7	4	8
31745	1	1	15	6	1	12	15	6	1	12
31309	1	1	21	1	0	19	21	1	0	19
31699	1	1	14	3	5	12	14	3	5	12
31387	1	1	19	2	1	17	19	2	1	17
31464	1	0	13	9	0	9	13	9	0	9
31437	1	0	7	13	2	2	7	13	2	2
31153	1	0	7	6	9	5	7	6	9	5
31534	1	0	10	8	4	7	10	8	4	7
31767	1	1	13	5	4	10	13	5	4	10
30492	1	1	21	1	0	19	21	1	0	19
30728	1	1	17	5	0	14	17	5	0	14
31420	1	1	18	0	4	16	18	0	4	16
31502	1	1	17	2	3	15	17	2	3	15
30622	1	1	18	1	3	16	18	1	3	16
31369	1	1	18	4	0	15	18	4	0	15
30878	1	1	15	4	3	12	15	4	3	12
31526	1	1	21	1	0	19	21	1	0	19
30816	1	1	18	1	3	16	18	1	3	16
31319	1	1	20	2	0	18	20	2	0	18
31602	1	0	12	5	5	9	12	5	5	9
30937	1	1	14	5	3	11	14	5	3	11
31259	1	0	8	8	6	5	8	8	6	5
30955	1	0	12	7	3	9	12	7	3	9
