feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19xd87197	1	1	33	0	2	19	>=14	23	0	2	18	>=14	10	0	0	10	>=9	14	0	1	14	>=12	9	0	1	9	>=7
19xd83790	1	1	23	4	8	12	10-13	15	4	6	11	10-13	8	0	2	8	7-8	6	3	6	5	<8	9	1	0	9	>=7
19xd11227	1	0	8	15	12	2	<10	5	12	8	1	<10	3	3	4	2	<7	3	4	8	2	<8	2	8	0	0	<5
19xd92640	1	1	21	11	3	10	10-13	12	10	3	7	<10	9	1	0	9	>=9	7	6	2	5	<8	5	4	1	4	<5
19xd74807	1	1	27	8	0	14	>=14	17	8	0	11	10-13	10	0	0	10	>=9	10	5	0	8	8-11	7	3	0	6	5-7
19xd93044	1	0	16	13	6	7	<10	8	11	6	3	<10	8	2	0	7	7-8	4	6	5	2	<8	4	5	1	2	<5
19xd76508	1	1	25	10	0	12	10-13	16	9	0	10	10-13	9	1	0	9	>=9	9	6	0	7	<8	7	3	0	6	5-7
19xd13331	1	1	25	5	5	13	10-13	17	4	4	13	10-13	8	1	1	8	7-8	8	3	4	7	<8	9	1	0	9	>=7
19xd16487	1	0	20	12	3	9	<10	15	7	3	10	10-13	5	5	0	3	<7	8	5	2	6	<8	7	2	1	6	5-7
19xd11045	1	1	28	2	5	16	>=14	20	1	4	16	>=14	8	1	1	8	7-8	12	0	3	12	>=12	8	1	1	8	>=7
19xd96291	1	0	14	18	3	5	<10	8	14	3	3	<10	6	4	0	5	<7	6	7	2	4	<8	2	7	1	0	<5
19xd20248	1	0	15	13	7	6	<10	8	11	6	3	<10	7	2	1	6	<7	5	5	5	3	<8	3	6	1	1	<5
19xd68766	1	1	24	11	0	12	10-13	16	9	0	10	10-13	8	2	0	7	7-8	7	8	0	4	<8	9	1	0	9	>=7
19xd12915	1	1	28	7	0	15	>=14	18	7	0	13	10-13	10	0	0	10	>=9	11	4	0	10	8-11	7	3	0	6	5-7
19xd17201	1	0	19	16	0	8	<10	12	13	0	6	<10	7	3	0	6	<7	5	10	0	2	<8	7	3	0	6	5-7
19xd21349	1	1	29	3	3	16	>=14	20	2	3	15	>=14	9	1	0	9	>=9	10	2	3	9	8-11	10	0	0	10	>=7
19xd18589	1	0	17	6	12	9	<10	9	5	11	6	<10	8	1	1	8	7-8	4	3	8	3	<8	5	2	3	4	<5
19xd73568	1	0	15	20	0	5	<10	8	17	0	2	<10	7	3	0	6	<7	5	10	0	2	<8	3	7	0	1	<5
19xd32151	1	0	20	11	4	9	<10	11	11	3	6	<10	9	0	1	9	>=9	7	5	3	5	<8	4	6	0	2	<5
