feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19fa31561	1	1	26	9	0	13	10-13	17	8	0	11	10-13	9	1	0	9	>=9	9	6	0	7	<8	8	2	0	7	>=7
19fa84935	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12	10	0	0	10	>=7
19fa44746	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	13	2	0	12	>=12	8	2	0	7	>=7
19fa59531	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	12	3	0	11	8-11	7	3	0	6	5-7
19fa69571	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19fa45246	1	1	32	1	2	18	>=14	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12	10	0	0	10	>=7
19fa13972	1	1	26	6	3	14	>=14	16	6	3	11	10-13	10	0	0	10	>=9	7	5	3	5	<8	9	1	0	9	>=7
19fa12366	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11	10	0	0	10	>=7
19fa69837	1	1	28	5	2	15	>=14	18	5	2	13	10-13	10	0	0	10	>=9	8	5	2	6	<8	10	0	0	10	>=7
19fa55724	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12	10	0	0	10	>=7
19fa55405	1	0	19	13	3	8	<10	13	10	2	8	<10	6	3	1	5	<7	5	9	1	2	<8	8	1	1	8	>=7
19fa56629	1	1	27	8	0	14	>=14	17	8	0	11	10-13	10	0	0	10	>=9	8	7	0	6	<8	9	1	0	9	>=7
19fa86865	1	1	27	8	0	14	>=14	18	7	0	13	10-13	9	1	0	9	>=9	9	6	0	7	<8	9	1	0	9	>=7
19fa23513	1	1	35	0	0	20	>=14	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12	10	0	0	10	>=7
19fa20256	1	0	14	14	7	5	<10	6	13	6	1	<10	8	1	1	8	7-8	3	8	4	0	<8	3	5	2	1	<5
19fa61099	1	1	29	4	2	16	>=14	19	4	2	14	>=14	10	0	0	10	>=9	10	3	2	9	8-11	9	1	0	9	>=7
19fa33530	1	0	18	12	5	8	<10	12	9	4	7	<10	6	3	1	5	<7	5	6	4	3	<8	7	3	0	6	5-7
19fa94096	1	1	30	3	2	17	>=14	20	3	2	15	>=14	10	0	0	10	>=9	10	3	2	9	8-11	10	0	0	10	>=7
19fa80839	1	1	32	2	1	18	>=14	23	1	1	18	>=14	9	1	0	9	>=9	13	1	1	13	>=12	10	0	0	10	>=7
19fa16770	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12	10	0	0	10	>=7
19fa75127	1	1	24	9	2	12	10-13	15	8	2	10	10-13	9	1	0	9	>=9	9	5	1	7	<8	6	3	1	5	5-7
19fa45861	1	1	27	2	6	15	>=14	17	2	6	13	10-13	10	0	0	10	>=9	9	2	4	8	8-11	8	0	2	8	>=7
19fa10730	1	1	28	6	1	15	>=14	19	5	1	14	>=14	9	1	0	9	>=9	10	4	1	9	8-11	9	1	0	9	>=7
19fa51121	1	1	27	6	2	14	>=14	19	4	2	14	>=14	8	2	0	7	7-8	9	4	2	8	8-11	10	0	0	10	>=7
19fa51566	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19fa53082	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12	10	0	0	10	>=7
19fa86424	1	1	23	8	4	12	10-13	15	6	4	10	10-13	8	2	0	7	7-8	8	3	4	7	<8	7	3	0	6	5-7
19fa82186	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	12	3	0	11	8-11	7	3	0	6	5-7
19fa73436	1	1	31	2	2	17	>=14	22	1	2	17	>=14	9	1	0	9	>=9	12	1	2	12	>=12	10	0	0	10	>=7
19fa63619	1	1	22	6	7	11	10-13	14	5	6	10	10-13	8	1	1	8	7-8	7	2	6	6	<8	7	3	0	6	5-7
19fa98224	1	1	27	6	2	14	>=14	17	6	2	12	10-13	10	0	0	10	>=9	10	3	2	9	8-11	7	3	0	6	5-7
19fa74736	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19fa83369	1	1	28	3	4	15	>=14	18	3	4	14	>=14	10	0	0	10	>=9	9	2	4	8	8-11	9	1	0	9	>=7
19fa57825	1	1	22	11	2	10	10-13	13	10	2	8	<10	9	1	0	9	>=9	6	7	2	4	<8	7	3	0	6	5-7
19fa83087	1	0	16	16	3	6	<10	10	12	3	5	<10	6	4	0	5	<7	6	7	2	4	<8	4	5	1	2	<5
19fa20890	1	0	20	12	3	9	<10	11	11	3	6	<10	9	1	0	9	>=9	7	5	3	5	<8	4	6	0	2	<5
19fa31413	1	1	27	5	3	14	>=14	17	5	3	12	10-13	10	0	0	10	>=9	8	5	2	6	<8	9	0	1	9	>=7
19fa66929	1	1	25	4	6	14	>=14	15	4	6	11	10-13	10	0	0	10	>=9	9	2	4	8	8-11	6	2	2	5	5-7
19fa53683	1	0	18	17	0	7	<10	9	16	0	3	<10	9	1	0	9	>=9	6	9	0	3	<8	3	7	0	1	<5
19fa30085	1	1	31	2	2	17	>=14	21	2	2	16	>=14	10	0	0	10	>=9	11	2	2	10	8-11	10	0	0	10	>=7
19fa75037	1	1	30	3	2	17	>=14	20	3	2	15	>=14	10	0	0	10	>=9	13	1	1	13	>=12	7	2	1	6	5-7
19fa52262	1	1	23	7	5	12	10-13	15	6	4	10	10-13	8	1	1	8	7-8	6	5	4	4	<8	9	1	0	9	>=7
19fa87809	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19fa83095	1	1	25	8	2	13	10-13	16	7	2	11	10-13	9	1	0	9	>=9	9	4	2	8	8-11	7	3	0	6	5-7
19fa27438	1	1	32	3	0	18	>=14	22	3	0	17	>=14	10	0	0	10	>=9	12	3	0	11	8-11	10	0	0	10	>=7
19fa50976	1	1	34	0	1	19	>=14	24	0	1	19	>=14	10	0	0	10	>=9	14	0	1	14	>=12	10	0	0	10	>=7
19fa52472	1	1	28	7	0	15	>=14	18	7	0	13	10-13	10	0	0	10	>=9	9	6	0	7	<8	9	1	0	9	>=7
