ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
q1371142	1	X	B	A	B	D	C	A	B	D	C	A	X	X	B	X	C	D	D	A	D	A	C	C	X	B	C	C	B	D	D	A	C	X	B	D
q1376758	1	C	B	A	B	D	X	X	B	D	C	D	X	A	D	A	D	X	C	A	X	B	C	X	B	B	C	A	B	A	D	A	B	B	B	B
q1420204	1	C	B	A	C	B	A	X	B	D	X	A	B	X	X	X	C	X	A	A	X	X	C	X	X	B	C	X	C	A	D	B	X	A	C	D
q1462907	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	B	B	X	C	B	C	A	D	A	C	B	B	B
q1458249	1	C	B	A	B	D	B	D	B	D	C	A	B	X	X	X	C	X	C	A	X	D	C	C	X	X	C	B	C	A	D	A	B	B	B	B
q1374076	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	X	D	C	A	D	B	X	X	B	X	C	B	C	D	A	A	C	B	B	D
q1445143	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	X	B	A	C	B	D	X	C	A	C	B	X	A	X	A	C	B	C	B
q1413908	1	C	B	A	B	D	B	D	X	D	C	A	B	A	B	X	C	D	B	A	D	A	D	C	B	A	C	B	C	A	D	A	X	B	B	B
q1414391	1	C	B	A	B	D	B	D	X	D	C	A	B	A	B	X	C	D	B	A	D	X	D	C	B	A	C	B	C	A	D	A	B	B	B	B
q1418420	1	A	B	A	A	D	C	D	B	D	C	A	B	A	C	D	C	C	C	A	A	X	C	B	C	A	C	D	C	A	C	A	C	X	B	C
q1419332	1	C	B	A	B	D	B	C	B	D	C	A	B	A	B	A	C	D	B	A	D	D	D	C	B	B	C	B	C	A	D	A	C	A	B	B
q1340450	1	D	D	A	B	B	C	B	D	D	D	D	D	C	A	B	D	C	C	D	B	B	B	B	A	A	C	A	A	A	C	A	C	C	B	B
q1404300	1	C	B	A	B	D	X	X	B	D	C	D	X	A	D	A	D	X	C	A	X	B	C	X	B	B	C	A	B	A	C	A	B	X	B	X
q1381619	1	C	B	A	B	D	B	D	B	D	C	A	X	X	B	A	C	D	C	A	D	D	D	C	B	X	C	B	C	A	X	A	A	X	C	B
q1378070	1	C	B	A	B	D	B	D	X	D	C	X	X	A	B	A	C	D	C	A	X	B	X	X	B	B	C	B	C	A	D	A	X	B	B	B
q1462739	1	A	B	A	C	B	B	D	B	D	C	A	B	C	D	A	C	D	B	A	D	D	C	C	B	X	A	B	D	D	C	A	C	B	B	D
q1439614	1	C	B	A	B	D	B	D	B	D	C	A	B	A	A	A	C	D	C	A	C	B	C	C	B	B	C	C	B	A	D	A	C	A	B	B
q1461560	1	C	B	A	B	D	C	C	C	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	X	C	A	C	A	D	A	C	B	B	B
q1371602	1	C	B	A	B	D	B	D	B	D	C	C	B	X	B	A	C	D	C	A	D	B	D	X	B	B	C	B	C	A	D	A	C	B	B	B
q1383506	1	C	B	A	B	D	B	D	X	D	C	A	B	X	X	X	C	D	C	A	D	D	X	A	X	X	C	B	C	D	D	A	X	C	C	B
q1381956	1	C	B	A	B	D	B	X	B	D	C	A	X	A	X	A	C	D	X	A	X	C	D	X	C	X	B	B	X	A	X	A	A	B	B	X
q1399388	1	C	B	A	C	D	B	A	X	D	C	C	D	A	X	B	C	D	C	A	D	D	D	C	B	X	C	B	C	A	D	A	X	B	X	B
q1425424	1	X	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1394909	1	C	B	A	B	D	B	B	B	D	C	A	X	X	X	A	C	D	C	A	D	B	D	X	X	X	C	B	X	A	D	A	X	B	B	B
q1421891	1	C	B	A	B	D	A	D	B	D	C	A	B	A	B	A	C	X	C	A	D	A	D	X	X	A	C	A	B	A	C	A	C	B	B	B
q1425342	1	C	B	A	B	D	A	D	B	D	C	A	B	A	B	A	C	X	C	A	D	X	D	X	X	A	C	A	B	A	C	A	C	B	B	B
q1268162	1	C	B	A	B	A	B	D	B	D	C	D	X	X	B	A	C	A	B	A	X	X	D	X	B	X	C	B	C	A	C	B	C	B	B	C
q1378786	1	C	B	A	C	D	B	D	B	D	C	B	X	X	B	A	C	D	C	A	X	B	C	C	B	B	C	A	A	A	D	B	C	A	B	C
q1457005	1	C	B	A	B	D	B	X	B	D	C	X	X	B	D	X	X	C	C	A	X	C	X	X	X	B	X	B	X	A	X	A	D	X	B	X
q1218727	1	C	B	A	D	D	B	D	B	D	C	A	B	X	B	A	C	C	C	A	D	D	X	X	D	A	C	B	A	A	B	A	C	X	B	B
q1382646	1	C	B	A	B	X	A	B	B	C	C	D	B	B	D	X	D	X	C	A	X	B	C	C	D	D	C	B	C	A	X	B	X	B	B	B
q1381980	1	C	B	A	B	D	B	X	B	D	C	A	X	X	A	A	C	D	C	A	X	B	X	X	B	X	C	B	C	A	D	A	C	B	B	B
q1403095	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	X	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1381032	1	C	B	A	B	D	B	D	B	D	C	D	B	X	B	X	C	D	C	A	X	D	C	X	C	B	C	B	C	D	D	A	C	B	B	B
q1377356	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	X	B	D	X	B	D	C	B	C	A	D	B	C	B	B	B
q1381205	1	C	B	A	B	X	B	D	B	D	C	X	B	X	B	A	C	D	C	A	D	X	C	C	B	B	C	B	X	A	D	A	C	X	B	B
q1380511	1	C	B	A	B	D	C	D	B	B	C	A	B	A	B	X	C	D	C	A	X	D	X	C	B	B	B	B	B	D	X	A	C	X	D	C
q1407554	1	C	B	A	B	D	B	A	B	B	C	A	X	C	A	A	C	D	C	A	C	A	C	C	B	B	C	A	B	D	C	B	B	X	B	D
q1381865	1	C	B	A	B	X	X	D	C	D	A	C	B	A	B	A	D	D	C	B	D	B	D	C	B	X	C	D	A	D	D	B	D	C	C	D
q1346104	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	D	D	X	X	B	B	C	B	C	A	D	A	C	B	B	B
q1431165	1	C	B	A	B	D	D	D	B	D	C	A	A	C	B	A	X	A	C	A	D	D	C	C	B	B	B	D	B	D	D	A	C	B	B	B
q1463441	1	C	B	A	C	D	B	D	B	D	C	A	B	A	B	A	C	D	B	A	X	B	X	X	X	X	D	A	D	A	C	B	C	A	C	B
q1375569	1	C	B	A	B	D	C	D	B	D	C	A	B	X	B	X	B	B	C	A	C	A	B	X	C	B	C	A	A	A	X	A	X	X	D	D
q1388906	1	C	B	A	B	D	B	D	B	D	C	A	C	A	B	A	D	A	C	A	D	C	C	C	B	A	C	A	B	A	D	A	C	B	B	B
q1384728	1	X	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	D	D	X	X	B	B	C	A	A	D	X	D	D	C	B	B
q1330239	1	C	X	A	B	D	C	X	B	X	C	B	X	X	X	A	C	X	X	X	X	B	C	X	X	X	X	B	B	D	B	B	B	C	A	C
q1381599	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	A	C	D	C	A	D	D	X	C	B	X	C	D	C	A	D	A	C	X	B	B
q1359318	1	C	B	A	B	D	B	D	X	D	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	X	C	D	C	A	B	A	C	X	B	D
q1459269	1	C	B	A	D	D	D	D	X	D	C	A	X	A	X	A	C	B	C	A	X	D	D	C	B	X	C	B	C	A	D	A	X	B	B	B
q1369260	1	C	B	A	B	D	B	D	B	D	D	A	B	A	X	A	C	D	C	X	D	D	X	C	B	X	C	B	A	A	D	A	C	B	B	B
q1345637	1	C	B	A	A	D	B	B	B	D	C	A	D	X	B	A	C	D	C	A	D	D	X	X	B	B	C	B	C	A	A	A	A	B	B	B
q1378996	1	C	B	A	B	D	B	D	B	D	C	A	D	X	B	A	C	D	C	A	D	B	D	X	X	B	C	B	C	A	D	B	C	X	B	D
q1395065	1	C	B	A	B	D	B	D	B	D	C	A	X	D	B	D	D	D	C	A	C	D	X	X	B	X	C	B	C	A	A	A	C	B	B	B
q1382065	1	C	B	A	B	D	B	D	B	B	C	A	B	A	B	A	C	D	C	A	D	B	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1427370	1	C	B	A	B	D	B	D	B	D	C	A	B	X	A	A	C	D	C	A	D	B	D	X	B	B	C	B	C	A	D	A	X	B	B	B
q1133281	1	C	B	A	D	D	X	X	X	D	C	X	X	X	A	X	C	X	C	A	X	B	X	X	X	X	C	B	C	A	X	A	C	B	B	B
q1417543	1	C	B	D	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	X	X	B	X	C	C	C	A	X	A	C	X	C	B
q1382237	1	X	B	A	D	D	X	D	B	C	C	A	X	A	B	X	C	D	C	A	X	B	X	A	C	X	C	B	X	A	C	B	C	B	B	B
q1421342	1	X	B	A	X	X	B	A	B	D	C	X	X	X	X	A	X	D	X	X	X	X	C	C	B	B	X	X	C	A	D	A	C	X	B	B
q1413294	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	X	C	B	B	C	B	X	A	D	A	A	B	C	B
q1340977	1	X	B	A	B	D	B	D	B	D	D	X	A	B	D	X	C	A	C	X	C	D	A	C	X	X	B	B	A	A	X	A	A	B	B	A
q1395056	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	C	A	D	B	C	C	B	X	C	B	C	A	X	A	A	X	B	B
q1411827	1	C	B	D	C	D	X	X	B	D	C	X	X	X	B	X	X	X	B	A	A	B	X	C	C	B	D	X	A	D	X	B	B	X	B	B
q1174968	1	D	B	A	D	D	C	A	C	D	C	X	X	D	A	X	B	D	X	A	D	D	X	C	X	X	C	C	B	A	X	A	C	A	B	B
q1315781	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	X	B	D	X	B	A	C	B	C	A	D	A	C	B	C	B
q1440580	1	C	B	A	D	D	D	D	B	D	C	A	A	X	B	X	A	X	B	A	C	B	X	X	A	B	D	D	A	D	X	A	D	X	B	C
q1384466	1	C	B	A	B	D	B	D	X	D	C	A	A	A	X	A	C	D	C	A	D	X	C	C	B	X	C	B	A	A	D	A	A	B	X	B
q1384239	1	C	B	X	B	D	B	B	B	D	C	A	B	X	B	A	C	D	B	A	D	D	D	X	B	X	C	B	C	A	D	A	C	B	C	B
q1414550	1	C	B	A	B	D	B	X	B	D	C	A	X	C	X	A	C	D	C	A	A	X	X	C	B	X	C	B	B	A	D	A	C	B	B	B
q1363954	1	C	B	A	B	D	B	D	X	D	C	X	X	X	X	X	C	D	C	A	X	B	X	X	B	X	D	A	C	A	D	B	X	C	B	B
q1397240	1	C	B	A	B	D	B	D	B	D	C	D	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1417521	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	D	D	A	D	B	D	X	B	B	C	D	C	A	D	A	C	B	B	B
q1378775	1	X	B	A	B	D	X	D	B	D	C	D	X	X	B	A	C	B	B	X	X	B	C	X	X	A	C	A	C	A	X	A	X	X	C	D
q1405755	1	C	B	A	B	D	B	D	B	D	C	A	A	X	B	A	C	D	C	A	X	D	C	X	X	B	C	B	A	A	D	A	X	B	B	B
q1387466	1	C	B	A	B	D	B	D	B	D	C	A	B	A	D	A	C	D	C	A	D	B	C	C	B	B	C	B	C	A	D	A	C	B	B	B
q1381738	1	C	B	A	B	D	B	A	B	D	C	A	B	X	B	A	C	C	D	A	D	B	D	X	B	B	C	A	C	A	A	D	B	C	B	D
q1388979	1	C	B	A	B	D	B	D	B	D	C	A	X	X	D	A	C	C	C	A	X	B	C	X	B	B	C	B	C	A	D	A	C	B	B	B
q1307633	1	C	B	A	B	D	B	X	B	D	C	D	X	X	B	X	C	B	B	A	A	X	X	X	X	B	C	B	B	A	X	A	C	C	B	B
q1371572	1	C	B	A	B	D	B	D	X	D	C	A	A	X	B	A	C	D	C	A	X	D	C	X	X	B	C	B	A	A	D	A	X	C	B	B
q1347445	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	D	B	X	C	X	X	X	X	X	X	X	C	B	X	C	X	A	C	X	C	D
q1330309	1	C	B	X	X	X	B	X	X	D	X	A	B	X	X	D	X	C	D	X	X	A	D	X	X	X	B	A	C	D	X	A	C	X	B	C
q1380690	1	D	B	A	X	D	X	X	X	X	C	X	B	X	X	X	C	C	A	A	X	X	C	X	X	B	X	A	B	B	X	A	C	X	D	X
q1300713	1	A	B	A	B	D	C	C	B	D	C	B	B	C	B	A	C	C	B	B	C	A	B	A	A	B	C	B	C	A	A	B	C	B	B	B
q1417569	1	C	B	A	B	D	B	A	B	D	C	A	B	X	B	A	C	D	C	A	D	B	D	X	B	B	C	B	C	A	D	A	A	B	B	B
q1381741	1	C	B	A	B	D	B	D	B	D	C	A	X	X	X	X	C	X	C	A	X	B	D	X	X	B	C	B	C	A	D	A	C	B	B	D
q1423096	1	C	B	A	B	D	D	D	B	D	C	A	X	X	B	A	C	X	C	A	X	B	D	X	B	B	C	B	C	A	D	A	C	B	B	D
q1377357	1	C	B	A	B	X	B	D	B	D	C	A	X	X	B	X	D	B	B	A	X	B	X	X	X	X	C	A	B	D	A	C	C	C	C	B
q1382242	1	C	B	A	C	D	C	D	X	D	C	A	B	C	B	C	C	A	C	A	X	B	D	X	B	D	C	B	C	D	X	C	B	X	A	D
q1461360	1	C	B	A	B	D	B	D	B	D	C	X	A	X	X	A	C	X	D	A	X	D	X	X	B	X	C	B	C	A	D	A	C	B	C	B
q1439347	1	C	B	A	B	D	A	C	B	D	X	B	C	C	A	A	B	D	C	A	C	A	C	B	B	D	A	D	D	A	C	C	D	A	C	C
q1421904	1	C	B	A	B	D	C	A	D	D	C	A	C	B	A	C	C	D	C	A	C	A	C	C	B	D	C	B	B	D	C	C	C	C	D	B
q1425282	1	B	B	C	B	D	A	D	A	D	C	C	X	X	D	A	A	A	D	A	D	C	D	C	X	D	C	A	D	B	X	A	C	C	C	B
q1324494	1	C	B	A	B	D	A	D	B	D	C	A	B	X	B	X	C	X	X	A	X	D	X	X	X	X	C	B	C	A	A	A	D	B	B	B
q1423627	1	C	B	A	B	X	X	D	X	D	X	X	X	A	X	X	X	D	C	A	D	D	X	X	X	X	C	B	C	A	C	A	B	B	B	B
q1346395	1	C	B	A	B	X	X	X	B	C	X	C	X	X	B	X	X	X	X	X	A	B	X	X	X	X	C	B	B	A	A	A	C	B	B	B
q1353366	1	C	B	A	B	D	X	B	B	D	C	A	X	X	B	A	C	C	C	A	X	B	X	X	X	X	C	B	C	A	D	A	C	X	B	X
q1370536	1	C	B	A	B	D	B	D	X	D	C	A	B	C	B	X	C	C	C	X	X	D	C	C	B	B	C	A	C	A	D	A	A	X	B	B
q1461991	1	C	B	A	B	D	X	D	X	D	C	A	X	A	A	X	C	X	C	A	X	X	C	X	B	B	C	D	A	A	D	A	C	B	B	B
q1378450	1	C	B	A	A	C	B	X	X	D	X	X	X	A	X	X	C	A	X	D	C	A	A	X	X	B	C	A	X	A	X	A	B	X	D	C
q1404432	1	C	X	A	B	D	D	D	B	D	B	B	X	X	X	X	X	X	C	X	X	X	X	X	X	A	C	A	C	D	D	B	A	B	B	X
q1396633	1	B	B	A	B	A	C	C	A	D	C	C	C	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
q1341159	1	B	B	A	A	B	X	C	B	A	C	D	C	C	A	B	C	A	D	B	B	C	B	C	X	D	C	B	A	D	D	A	B	C	B	D
q1404902	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	D	C	A	D	D	X	C	B	X	C	X	C	A	D	A	C	B	B	C
q1266655	1	B	C	A	B	A	B	C	A	B	D	C	C	B	C	D	B	C	B	A	D	C	B	A	D	B	C	C	A	B	C	C	C	C	B	B
q1306323	1	C	C	C	D	D	B	A	D	D	A	A	B	D	C	B	D	C	X	A	C	C	A	C	D	A	B	A	D	B	C	C	A	C	B	B
q1401249	1	X	B	C	B	B	X	C	C	C	C	B	X	X	X	X	C	X	C	X	X	B	X	C	X	X	C	B	B	A	B	A	C	A	B	C
q1439631	1	C	B	A	C	X	B	D	B	D	C	B	B	X	A	X	X	D	A	X	B	A	X	B	X	A	C	B	C	A	A	B	C	X	B	B
q1382644	1	C	B	A	B	D	B	X	B	D	C	X	B	X	B	B	X	D	C	A	X	C	D	X	C	X	C	B	C	A	D	X	A	B	C	B
q0220165	1	A	B	A	B	B	A	A	A	D	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
q1384494	1	C	B	X	B	B	B	D	B	D	X	X	B	A	B	A	C	X	C	A	X	X	X	X	B	X	C	B	C	A	X	C	X	B	B	C
q1415293	1	C	B	A	D	D	B	D	B	D	C	A	X	A	B	B	C	D	C	A	A	C	X	X	B	A	C	B	A	A	C	B	C	C	C	D
