ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
32750	1	B	B	D	D	B	C	D	D	A	B	B	X	A	C	B	X	A	A	C	X	D	D	X	C	A	B	A	B	A	B
32549	1	B	A	D	A	A	D	C	A	A	C	B	A	A	C	B	X	A	A	C	X	D	D	X	C	D	C	B	X	A	X
32695	1	B	A	D	D	C	D	C	D	C	D	B	B	A	C	B	B	C	A	A	C	D	D	C	B	A	B	B	D	A	B
32182	1	B	A	D	D	B	B	D	D	C	D	B	B	B	C	B	B	D	D	C	C	D	D	A	B	A	B	C	A	A	B
33838	1	A	A	B	D	B	D	D	D	A	D	B	C	A	D	B	B	B	D	C	D	D	D	C	A	D	B	C	B	A	B
33361	1	B	B	D	D	B	C	D	D	X	X	B	B	A	C	B	X	A	D	B	X	D	D	B	B	A	B	A	A	A	X
33662	1	C	B	D	D	A	A	C	D	C	D	B	B	A	C	B	X	A	B	X	X	D	X	X	B	A	A	A	B	X	D
32473	1	A	A	D	D	B	C	C	D	C	D	B	B	A	B	B	X	A	C	C	C	D	D	X	B	A	B	A	A	B	X
33395	1	C	A	D	D	B	D	D	C	A	D	C	B	B	C	B	C	A	B	D	D	C	D	D	A	D	C	D	B	C	D
32771	1	B	A	D	D	B	D	D	D	X	B	D	B	A	C	B	B	A	X	C	X	D	D	A	B	A	B	A	A	D	B
32326	1	C	A	D	D	B	C	D	D	D	D	B	B	B	C	B	A	A	D	A	C	D	D	B	B	A	B	C	B	B	D
32413	1	B	B	D	D	B	D	C	D	C	D	B	B	A	C	B	B	A	C	C	C	D	D	X	B	A	B	A	A	A	X
32909	1	B	A	C	A	A	A	C	C	A	B	D	B	B	C	D	B	A	B	C	D	D	D	A	C	A	A	C	A	C	B
33034	1	B	A	D	C	B	D	D	C	A	A	B	B	A	C	D	B	D	A	C	C	D	D	A	B	A	X	A	D	A	B
33002	1	B	A	D	D	C	D	D	D	C	D	B	B	A	C	B	B	A	A	B	C	D	C	A	B	D	B	A	C	C	B
33220	1	B	A	D	D	B	C	D	D	C	D	B	B	A	A	B	B	A	A	C	C	D	D	X	B	A	B	A	C	B	B
32869	1	B	A	D	D	B	C	D	D	A	C	B	B	A	C	B	B	A	C	C	D	D	D	A	B	A	B	A	A	A	B
33258	1	B	A	D	D	D	B	C	D	C	D	B	B	A	A	B	B	A	D	C	C	D	D	A	A	A	B	D	B	C	B
33621	1	B	A	D	D	A	A	C	D	C	D	B	B	A	C	B	B	D	A	C	C	D	D	B	B	A	B	A	A	C	B
