Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,onlineID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,32783,ib1593348088K7fBuQACcaxQLpOHKgznsajpe5QEM7,19,A,16,21,4,0,9,9,1,0,11,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,
,,32258,ib1591035653dpVcP8WrHCNkfiwAO00xzeFwvs82lq,19,A,20,25,0,0,10,10,0,0,15,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,32651,ib1592408530mzftHxYcpBsynvEr2zv3Q7m8YmVCv8,19,A,14,19,6,0,10,10,0,0,7,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33042,ib1594816729qQNknbSBv9eob4jLzkydFvGgG9iOY5,19,A,19,24,1,0,10,10,0,0,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,
,,32569,ib1591882670bprdmIX7nL8xBBn0E2eRi8vvXJ2PGD,19,A,17,22,3,0,10,10,0,0,11,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33494,ib1597262675PXj2Cyp7GCtcj35d2Re3xfobnJv2vV,19,A,17,22,3,0,10,10,0,0,11,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33026,ib1594672931hCaFf7Q67gMUIL5mgTRxX0SUJ97IB7,19,B,1,5,12,8,1,3,5,2,0,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,
,,32933,ib1593975160BJM5KDJXNyvefHmUhMOohy48uwUebe,19,A,14,19,6,0,10,10,0,0,7,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,
,,32895,ib1593784268U9E1sMiHWDnNzrtvfJ0wHRIN3TcyY3,19,A,19,24,1,0,10,10,0,0,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33062,ib1594929712oVG1smGSuvbaaGjBlRYoMovMVRdoB4,19,A,10,15,7,3,6,7,2,1,6,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,
,,33807,ib1596879369IGYTOc9fPM08fcJp6OsRLK9m6jN6E4,19,A,14,19,4,2,9,9,1,0,9,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,
,,32965,ib1594231130w23J9AlRTYotuyllajfFXhe8TEz70V,19,A,18,23,1,1,10,10,0,0,13,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,,33698,ib159255600482LPqlv0rSohpSk0ew0lRnfThHNGT6,19,A,18,23,2,0,10,10,0,0,12,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,
,,32742,ib1593109220tCANokMtpdbxHeZEPB7XIHvA081F6y,19,A,19,24,1,0,10,10,0,0,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33670,ib15975263377ZVcTybmzODfeFKpurif2QLYSXtnZV,19,A,10,16,9,0,6,7,3,0,7,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,
,,33471,ib1597222939sTutzXQHDFX2TXkb8pWiw7uvu7e4dX,19,B,3,9,14,2,4,5,4,1,1,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,
,,32629,ib15922951514NlfXluqy9xaI3aafYGveuxfGB7Dq9,19,B,2,7,12,6,3,4,4,2,0,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,
,,32206,ib1591010205TkmBgniRbWu27LRVQ0OG7hs5EaoyXq,19,A,12,15,1,9,9,9,0,1,6,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,
