scoreNaam	groepLabel	kleur	aantal
academisch-redeneren	<5	rgb(255,140,0)	28
academisch-redeneren	5-7	rgb(255,215,0)	58
academisch-redeneren	>=7	rgb(144,238,144)	68
wiskunde	<15	rgb(255,140,0)	77
wiskunde	15-20	rgb(255,215,0)	58
wiskunde	>=20	rgb(144,238,144)	19
totaal	<10	rgb(255,140,0)	59
totaal	10-13	rgb(255,215,0)	75
totaal	>=14	rgb(144,238,144)	20
