ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
31060	1	A	C	D	B	A	X	B	A	X	D	D	X	X	X	X	X	X	D	D	A	C	A
31648	1	D	C	B	B	D	A	D	A	X	D	B	X	C	C	C	X	B	D	D	D	C	A
31183	1	D	C	B	X	D	A	C	D	C	D	B	D	X	D	X	B	A	C	D	X	A	C
31606	1	D	C	B	B	A	C	C	A	X	B	D	D	X	B	X	X	B	X	D	A	D	D
30536	1	D	C	B	B	D	A	D	X	C	D	X	X	X	D	C	X	B	D	D	A	C	A
30848	1	D	C	B	B	X	B	B	C	X	D	C	X	X	X	X	X	X	X	D	A	C	A
30530	1	B	C	B	B	D	A	D	A	C	D	D	X	X	D	A	X	B	D	D	D	A	A
31068	1	X	C	B	B	D	A	C	A	C	D	X	A	X	C	D	X	B	X	D	X	C	A
30909	1	D	C	B	B	D	A	D	C	C	D	B	A	D	D	C	A	B	D	D	A	B	A
30812	1	D	C	B	B	D	X	D	C	C	D	B	A	C	D	D	C	X	D	D	A	A	A
31389	1	D	C	B	B	D	X	X	A	X	B	C	A	D	X	B	X	X	X	D	D	X	A
30831	1	A	C	X	B	X	D	C	D	X	D	X	D	D	C	C	B	A	D	D	A	A	C
30858	1	X	C	B	B	D	A	C	A	C	D	B	X	X	D	X	X	B	D	D	D	C	A
30866	1	X	C	C	A	D	C	X	A	X	A	D	X	B	C	B	B	X	D	A	B	B	A
31473	1	D	C	A	B	X	A	A	A	C	D	B	X	X	D	X	X	X	D	D	A	D	A
31125	1	D	C	B	A	D	X	C	X	C	D	B	X	C	D	A	X	X	D	D	A	D	A
31442	1	D	B	B	B	D	X	D	A	C	D	C	X	B	D	B	X	X	D	D	A	C	A
31349	1	B	D	A	D	D	B	B	A	B	C	B	C	A	B	B	C	B	C	D	C	D	A
31622	1	D	C	B	B	D	A	C	A	X	D	B	X	X	D	C	X	B	D	D	A	C	A
31478	1	B	A	D	D	C	X	D	B	X	D	C	C	X	D	C	D	X	D	D	A	C	A
30978	1	D	C	A	B	D	D	C	B	X	D	B	A	X	D	D	X	X	X	D	A	D	A
31397	1	D	C	X	A	D	X	C	A	C	D	B	A	C	C	A	D	C	X	D	A	C	A
31195	1	X	C	B	A	X	A	D	D	C	D	C	X	X	C	C	X	X	X	C	B	C	A
30819	1	D	C	B	B	D	X	D	A	C	D	B	A	C	D	C	A	X	D	D	D	C	A
31430	1	D	C	B	B	D	A	D	A	X	D	B	B	X	D	C	C	B	D	D	A	C	A
31262	1	D	C	B	B	D	C	C	A	X	D	C	X	C	D	B	X	X	X	D	D	A	A
31112	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	A	C	A
31101	1	A	C	B	B	D	X	C	A	X	D	B	X	C	D	C	X	A	X	D	A	C	A
31048	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	D	B	X	D	D	A	A	A
31166	1	D	C	B	B	D	C	C	B	X	B	X	X	X	X	X	X	X	X	D	C	C	A
31264	1	D	C	B	B	D	A	B	A	X	D	B	X	X	D	C	X	B	D	D	C	C	A
30967	1	D	C	B	B	D	A	B	A	C	D	B	A	X	D	D	X	B	D	D	A	C	A
31032	1	B	C	C	B	A	X	D	X	X	B	X	X	D	X	B	X	X	X	D	D	C	B
30917	1	D	C	D	B	D	A	C	A	X	D	C	X	X	D	C	X	A	C	D	X	A	A
30544	1	D	C	B	B	D	A	D	A	C	B	B	X	C	D	C	C	B	D	D	A	C	A
31673	1	D	C	X	B	D	X	B	A	X	D	B	X	D	X	X	X	X	D	D	X	C	A
30990	1	D	C	D	B	D	X	X	A	X	D	B	X	X	X	X	X	X	X	D	X	C	A
