ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	chemieJuist	chemieFout	chemieBlanco	chemieScore
33294	1	1	26	6	3	14	17	5	3	12	9	1	0	9	11	1	3	11	6	4	0	5
33866	1	0	15	5	15	8	9	5	11	6	6	0	4	6	4	1	10	4	5	4	1	4
33354	1	0	21	7	7	11	11	7	7	7	10	0	0	10	8	3	4	7	3	4	3	2
33276	1	0	15	20	0	5	11	14	0	5	4	6	0	2	5	10	0	2	6	4	0	5
33250	1	0	24	7	4	12	14	7	4	9	10	0	0	10	8	4	3	7	6	3	1	5
32522	1	1	24	5	6	13	16	4	5	12	8	1	1	8	10	1	4	10	6	3	1	5
33201	1	0	9	7	19	4	2	6	17	0	7	1	2	7	2	1	12	2	0	5	5	0
32983	1	1	26	8	1	13	17	7	1	12	9	1	0	9	9	5	1	7	8	2	0	7
33735	1	0	16	9	10	7	8	7	10	5	8	2	0	7	5	6	4	3	3	1	6	3
33142	1	1	33	2	0	18	23	2	0	18	10	0	0	10	13	2	0	12	10	0	0	10
32264	1	1	29	3	3	16	19	3	3	14	10	0	0	10	12	2	1	11	7	1	2	7
32519	1	1	29	3	3	16	19	3	3	14	10	0	0	10	12	2	1	11	7	1	2	7
32382	1	1	28	7	0	15	19	6	0	14	9	1	0	9	12	3	0	11	7	3	0	6
33020	1	1	24	6	5	13	16	4	5	12	8	2	0	7	9	1	5	9	7	3	0	6
33727	1	0	23	12	0	11	14	11	0	8	9	1	0	9	11	4	0	10	3	7	0	1
32447	1	1	34	0	1	19	24	0	1	19	10	0	0	10	15	0	0	15	9	0	1	9
32391	1	1	26	9	0	13	16	9	0	10	10	0	0	10	9	6	0	7	7	3	0	6
32612	1	1	32	3	0	18	22	3	0	17	10	0	0	10	13	2	0	12	9	1	0	9
32403	1	1	27	6	2	14	17	6	2	12	10	0	0	10	9	4	2	8	8	2	0	7
32478	1	1	35	0	0	20	25	0	0	20	10	0	0	10	15	0	0	15	10	0	0	10
32830	1	1	33	2	0	18	23	2	0	18	10	0	0	10	13	2	0	12	10	0	0	10
32389	1	1	30	5	0	16	20	5	0	15	10	0	0	10	11	4	0	10	9	1	0	9
33714	1	1	28	7	0	15	18	7	0	13	10	0	0	10	9	6	0	7	9	1	0	9
33855	1	1	33	1	1	19	23	1	1	18	10	0	0	10	13	1	1	13	10	0	0	10
33915	1	1	31	4	0	17	21	4	0	16	10	0	0	10	13	2	0	12	8	2	0	7
33499	1	0	17	3	15	9	10	2	13	7	7	1	2	7	5	0	10	5	5	2	3	4
32741	1	0	14	20	1	4	8	16	1	2	6	4	0	5	5	9	1	2	3	7	0	1
33007	1	1	29	2	4	16	19	2	4	15	10	0	0	10	12	1	2	12	7	1	2	7
32256	1	1	28	6	1	15	18	6	1	13	10	0	0	10	11	3	1	10	7	3	0	6
33587	1	0	18	9	8	9	10	8	7	6	8	1	1	8	6	4	5	5	4	4	2	3
33322	1	1	33	2	0	18	23	2	0	18	10	0	0	10	13	2	0	12	10	0	0	10
33286	1	1	26	8	1	13	17	7	1	12	9	1	0	9	9	5	1	7	8	2	0	7
33419	1	0	22	13	0	10	13	12	0	7	9	1	0	9	6	9	0	3	7	3	0	6
32488	1	1	27	5	3	14	18	4	3	13	9	1	0	9	12	1	2	12	6	3	1	5
32443	1	1	27	8	0	14	17	8	0	11	10	0	0	10	12	3	0	11	5	5	0	3
33162	1	0	10	25	0	1	5	20	0	0	5	5	0	3	2	13	0	0	3	7	0	1
33273	1	1	33	2	0	18	23	2	0	18	10	0	0	10	14	1	0	14	9	1	0	9
32439	1	0	18	12	5	8	12	10	3	7	6	2	2	5	6	6	3	4	6	4	0	5
32943	1	1	24	3	8	13	17	2	6	13	7	1	2	7	9	0	6	9	8	2	0	7
32380	1	1	32	3	0	18	22	3	0	17	10	0	0	10	14	1	0	14	8	2	0	7
33198	1	1	28	3	4	15	19	2	4	15	9	1	0	9	9	2	4	8	10	0	0	10
32186	1	1	28	6	1	15	18	6	1	13	10	0	0	10	10	4	1	9	8	2	0	7
33508	1	1	28	0	7	16	19	0	6	15	9	0	1	9	11	0	4	11	8	0	2	8
32785	1	1	31	4	0	17	21	4	0	16	10	0	0	10	11	4	0	10	10	0	0	10
33695	1	1	34	0	1	19	24	0	1	19	10	0	0	10	14	0	1	14	10	0	0	10
32216	1	1	30	5	0	16	20	5	0	15	10	0	0	10	12	3	0	11	8	2	0	7
33616	1	1	33	2	0	18	23	2	0	18	10	0	0	10	14	1	0	14	9	1	0	9
32336	1	1	25	5	5	13	15	5	5	11	10	0	0	10	8	3	4	7	7	2	1	6
33561	1	0	16	19	0	6	10	15	0	4	6	4	0	5	4	11	0	0	6	4	0	5
32606	1	0	21	9	5	10	13	8	4	8	8	1	1	8	9	2	4	8	4	6	0	2
33847	1	0	18	9	8	9	11	8	6	7	7	1	2	7	5	5	5	3	6	3	1	5
33757	1	1	27	5	3	14	17	5	3	12	10	0	0	10	12	2	1	11	5	3	2	4
32593	1	1	31	4	0	17	21	4	0	16	10	0	0	10	14	1	0	14	7	3	0	6
32435	1	1	32	2	1	18	22	2	1	17	10	0	0	10	13	2	0	12	9	0	1	9
32659	1	1	28	4	3	15	19	3	3	14	9	1	0	9	10	2	3	9	9	1	0	9
32450	1	1	34	1	0	19	24	1	0	19	10	0	0	10	15	0	0	15	9	1	0	9
33024	1	1	32	3	0	18	23	2	0	18	9	1	0	9	13	2	0	12	10	0	0	10
32808	1	1	34	1	0	19	24	1	0	19	10	0	0	10	14	1	0	14	10	0	0	10
33719	1	1	25	4	6	14	15	4	6	11	10	0	0	10	10	3	2	9	5	1	4	5
33084	1	1	27	6	2	14	18	5	2	13	9	1	0	9	9	4	2	8	9	1	0	9
32434	1	1	29	6	0	15	19	6	0	14	10	0	0	10	12	3	0	11	7	3	0	6
32647	1	0	23	5	7	12	13	5	7	9	10	0	0	10	8	3	4	7	5	2	3	4
32589	1	0	22	9	4	11	13	9	3	8	9	0	1	9	10	2	3	9	3	7	0	1
32260	1	1	24	10	1	12	17	7	1	12	7	3	0	6	9	5	1	7	8	2	0	7
33584	1	0	22	12	1	10	14	10	1	9	8	2	0	7	8	6	1	6	6	4	0	5
33116	1	1	25	10	0	12	17	8	0	11	8	2	0	7	10	5	0	8	7	3	0	6
32913	1	1	35	0	0	20	25	0	0	20	10	0	0	10	15	0	0	15	10	0	0	10
32829	1	1	35	0	0	20	25	0	0	20	10	0	0	10	15	0	0	15	10	0	0	10
32664	1	1	29	6	0	15	20	5	0	15	9	1	0	9	12	3	0	11	8	2	0	7
32285	1	1	32	2	1	18	22	2	1	17	10	0	0	10	12	2	1	11	10	0	0	10
32400	1	1	31	1	3	18	21	1	3	17	10	0	0	10	11	1	3	11	10	0	0	10
32743	1	1	25	9	1	13	16	8	1	11	9	1	0	9	8	6	1	6	8	2	0	7
33507	1	1	29	3	3	16	19	3	3	14	10	0	0	10	11	1	3	11	8	2	0	7
33054	1	1	25	5	5	13	16	5	4	11	9	0	1	9	10	2	3	9	6	3	1	5
32392	1	1	33	2	0	18	23	2	0	18	10	0	0	10	14	1	0	14	9	1	0	9
33303	1	1	28	1	6	16	18	1	6	14	10	0	0	10	9	1	5	9	9	0	1	9
32220	1	0	20	13	2	9	14	9	2	9	6	4	0	5	9	4	2	8	5	5	0	3
32883	1	1	31	4	0	17	21	4	0	16	10	0	0	10	12	3	0	11	9	1	0	9
33269	1	1	25	8	2	13	15	8	2	10	10	0	0	10	9	4	2	8	6	4	0	5
32531	1	1	26	6	3	14	16	6	3	11	10	0	0	10	8	4	3	7	8	2	0	7
32354	1	0	19	16	0	8	12	13	0	6	7	3	0	6	8	7	0	6	4	6	0	2
32495	1	0	6	27	2	0	4	20	1	0	2	7	1	0	3	11	1	0	1	9	0	0
32361	1	1	25	8	2	13	16	7	2	11	9	1	0	9	11	2	2	10	5	5	0	3
33288	1	0	22	13	0	10	14	11	0	8	8	2	0	7	8	7	0	6	6	4	0	5
33540	1	0	14	14	7	5	8	11	6	3	6	3	1	5	2	8	5	0	6	3	1	5
32490	1	1	24	7	4	12	15	6	4	10	9	1	0	9	7	4	4	6	8	2	0	7
33074	1	1	24	10	1	12	15	9	1	10	9	1	0	9	8	6	1	6	7	3	0	6
33448	1	0	7	28	0	0	4	21	0	0	3	7	0	1	2	13	0	0	2	8	0	0
