Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,onlineID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,32821,wb1593506807xz01Sm1JQ8SGJAIdqfjJSDcw6q1Kdx,19,A,9,20,12,3,7,12,10,3,7,8,2,0,7,8,4,3,2,4,6,0,,,,,,,,,,,,,,,,
,,33229,wb1596195296cHA5vaDNdX40C0UUwJwLGQEYTEW9xh,19,A,19,34,1,0,19,24,1,0,10,10,0,0,14,14,1,0,10,10,0,0,,,,,,,,,,,,,,,,
,,32401,wb1591357697HJtxotEvGvSvwuBQ8HDHxjeVtKL8IF,19,A,16,29,4,2,14,19,4,2,10,10,0,0,12,12,1,2,6,7,3,0,,,,,,,,,,,,,,,,
,,33326,wb1596579555vu0BplwpiPrFpqImLZL2Y8I2cz9Avl,19,A,18,32,1,2,17,22,1,2,10,10,0,0,13,13,0,2,9,9,1,0,,,,,,,,,,,,,,,,
,,32199,wb1591009062rXqR9eM0e41aPArsq5g5W9ghxuQvbK,19,A,16,29,3,3,14,19,3,3,10,10,0,0,10,11,2,2,8,8,1,1,,,,,,,,,,,,,,,,
,,33635,wb15974942912H2P3vX5yNHnbaWz4P0xA5phQcMcIO,19,A,14,25,3,7,13,17,3,5,8,8,0,2,12,12,0,3,4,5,3,2,,,,,,,,,,,,,,,,
,,32383,wb1591285172JK9oyShy5vriaX2DCEBmFCSNhD4DhS,19,A,10,21,13,1,6,12,12,1,9,9,1,0,5,7,7,1,3,5,5,0,,,,,,,,,,,,,,,,
,,33139,wb1595586944FVgGiw29xY7Oe3facyk7V3A6HKmMAD,19,A,14,26,5,4,12,17,5,3,9,9,0,1,9,10,3,2,6,7,2,1,,,,,,,,,,,,,,,,
,,32550,wb1591790777lKFekSIAoVq5Quu9SbiV02L5C9qNFx,19,A,20,35,0,0,20,25,0,0,10,10,0,0,15,15,0,0,10,10,0,0,,,,,,,,,,,,,,,,
,,32798,wb1593420207lpKaIRYdPor1PXoPsrjSDRjLTPWYj7,19,A,15,29,6,0,14,19,6,0,10,10,0,0,12,13,2,0,5,6,4,0,,,,,,,,,,,,,,,,
,,33202,wb1596031350GM4M1GSoO41lw9WYmjz2uMPa2rQq7d,19,A,15,28,5,2,14,19,4,2,9,9,1,0,10,11,2,2,7,8,2,0,,,,,,,,,,,,,,,,
,,32502,wb1591624800d1XynE9zP5VHQqO4A1WqjBzmLk1366,19,A,16,30,5,0,15,20,5,0,10,10,0,0,11,12,3,0,7,8,2,0,,,,,,,,,,,,,,,,
,,33772,wb1596272185ckvAL5NJoZmb2OjxA4768Zqspf7sqJ,19,A,6,16,19,0,4,10,15,0,5,6,4,0,2,5,10,0,3,5,5,0,,,,,,,,,,,,,,,,
,,33858,wb1597228725kVmWcX0dXJcHMPUXirIB83JucBov4T,19,A,20,35,0,0,20,25,0,0,10,10,0,0,15,15,0,0,10,10,0,0,,,,,,,,,,,,,,,,
,,33823,wb1596991004lUT5VjF5kaOQxbvhWYIbRQNzxOM6oc,19,A,16,30,5,0,15,20,5,0,10,10,0,0,8,10,5,0,10,10,0,0,,,,,,,,,,,,,,,,
,,33170,wb1595784897SAnfkuOyXhevQ5C7MfUFCmQZyOQhe0,19,A,10,21,9,5,6,11,9,5,10,10,0,0,4,6,5,4,4,5,4,1,,,,,,,,,,,,,,,,
,,32758,wb1593248033SN8LLh8hCaKYbJ0kuYrHvOkg5PydwC,19,A,8,18,14,3,6,11,11,3,6,7,3,0,5,7,7,1,3,4,4,2,,,,,,,,,,,,,,,,
,,32291,wb1591095585vwPmgDX0cikS1d3wrYknLZvrVijfpQ,19,A,18,32,1,2,17,22,1,2,10,10,0,0,14,14,0,1,8,8,1,1,,,,,,,,,,,,,,,,
