ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
33822	1	C	B	C	D	D	B	D	B	D	C	A	B	B	B	A	C	B	C	A	D	C	C	C	B	B	C	B	B	A	D	A	C	B	B	B
32797	1	C	B	A	B	D	B	A	B	D	C	A	A	A	B	A	B	C	C	A	D	B	X	D	B	B	C	B	C	A	D	B	C	A	B	B
33795	1	A	C	A	C	D	C	C	B	D	C	X	C	C	B	C	C	A	C	A	D	C	C	D	D	B	C	B	C	D	D	A	C	B	B	B
33294	1	C	B	A	B	D	D	D	B	D	C	A	B	A	B	A	C	X	C	A	D	X	C	X	D	B	C	D	B	D	D	B	C	B	B	B
33866	1	X	B	A	B	D	X	X	X	D	C	A	X	X	B	X	C	D	X	X	X	B	X	X	X	X	C	A	A	A	X	A	B	C	B	B
33354	1	C	B	A	B	D	B	D	B	D	C	X	B	X	B	A	C	D	X	A	D	B	D	X	B	D	C	D	B	D	X	X	C	C	B	X
33276	1	C	D	D	B	C	D	C	B	D	B	A	D	B	C	B	B	B	C	D	C	A	C	C	D	B	B	A	D	A	D	A	C	C	B	B
33250	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	X	D	A	C	B	D	C	X	B	C	B	C	A	D	B	C	X	C	D
32522	1	C	B	A	D	D	X	D	B	D	C	A	X	X	B	A	C	D	C	A	X	C	X	C	B	B	C	B	C	A	X	C	C	C	C	B
33201	1	C	B	A	B	C	X	X	B	D	C	X	X	X	B	X	X	X	A	X	X	X	X	C	X	X	X	D	X	B	X	X	B	X	C	D
32983	1	C	B	A	B	D	B	B	B	D	C	A	B	X	D	A	C	D	B	A	D	D	D	D	B	D	C	D	C	A	D	A	C	B	C	B
33735	1	C	B	A	B	D	B	A	B	B	C	A	C	B	B	A	C	A	B	X	X	B	D	X	B	X	X	X	X	A	X	X	B	X	B	B
33142	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	A	D	D	C	B	B	C	B	C	A	D	A	C	B	B	B
32264	1	C	B	A	B	D	B	D	B	D	C	X	C	A	B	A	C	D	C	A	D	C	C	C	B	B	C	A	C	A	X	A	C	B	B	X
32519	1	C	B	A	B	D	B	D	B	D	C	X	C	A	B	A	C	D	C	A	D	C	C	C	B	B	C	A	C	A	X	A	C	B	B	X
32382	1	C	B	A	B	D	C	D	B	D	C	A	B	A	B	A	C	D	C	A	B	D	C	A	B	D	D	B	C	A	D	A	C	B	D	D
33020	1	C	B	A	B	D	C	D	B	B	C	A	B	X	X	A	C	D	C	A	X	D	X	X	B	A	C	C	C	A	D	B	C	B	B	C
33727	1	C	B	A	D	D	B	D	B	D	C	D	B	A	B	C	C	D	C	A	D	B	C	D	B	B	B	A	C	C	A	B	C	C	B	D
32447	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	X	C	A	D	A	C	B	B	B
32391	1	C	B	A	B	D	B	D	B	D	C	A	D	B	B	D	C	D	C	A	D	D	D	D	B	D	C	D	C	A	C	A	C	A	B	B
32612	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	B	C	D	C	A	D	D	C	B	B	B	C	B	B	A	D	A	C	B	B	B
32403	1	C	B	A	B	D	B	D	B	D	C	X	A	X	B	B	C	D	C	A	D	D	D	D	B	B	C	B	C	A	D	B	C	B	B	D
32478	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32830	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	A	C	D	C	A	C	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32389	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	D	C	A	A	B	D	C	B	B	C	B	C	A	D	A	B	B	B	B
33714	1	C	B	A	B	D	B	D	B	D	C	A	A	A	C	A	C	C	C	A	D	D	B	D	C	B	C	B	C	A	D	A	C	C	B	B
33855	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	D	A	D	D	C	C	B	X	C	B	C	A	D	A	C	B	B	B
33915	1	C	B	A	B	D	B	D	B	D	C	A	B	C	B	A	C	D	C	A	D	D	C	A	B	B	B	B	C	A	D	A	C	C	B	B
33499	1	C	B	A	B	D	X	A	X	D	C	A	X	X	B	X	C	X	C	X	D	X	X	X	X	X	C	X	B	A	X	A	C	X	B	D
32741	1	B	B	A	D	D	A	D	B	D	B	X	B	C	A	C	D	D	C	D	D	A	D	D	D	B	C	D	C	C	C	A	B	A	D	C
33007	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	A	A	X	D	X	C	B	B	C	X	C	D	D	A	X	B	B	B
32256	1	C	B	A	B	D	B	D	B	D	C	A	B	X	B	A	C	B	C	A	D	D	D	C	B	D	C	B	B	A	D	A	D	C	B	B
33587	1	A	B	A	B	D	B	D	X	D	C	A	X	X	B	X	C	D	C	D	A	D	X	X	C	D	X	B	C	A	X	B	A	C	B	C
