scoreNaam	groepLabel	kleur	aantal
academisch-redeneren	<5	rgb(255,140,0)	27
academisch-redeneren	5-7	rgb(255,215,0)	48
academisch-redeneren	>=7	rgb(144,238,144)	47
wiskunde	<15	rgb(255,140,0)	87
wiskunde	15-20	rgb(255,215,0)	22
wiskunde	>=20	rgb(144,238,144)	13
totaal	<10	rgb(255,140,0)	73
totaal	10-13	rgb(255,215,0)	36
totaal	>=14	rgb(144,238,144)	13
