Rnummer,plan,concepten,wiskundig,rekentechnisch,interpretatie
5bbe869a11883,0.5,0.0,0.3333333333333333,0.0,0.14285714285714285
0bb48cec28189,0.0,1.0000000000000002,0.3333333333333333,0.0,0.07142857142857142
d131177e73b9e,0.0,0.18181818181818182,1.0,1.0,0.42857142857142855
4e344db4039f9,0.0,0.5454545454545455,0.3333333333333333,0.0,0.7142857142857143
e3c659799c163,0.0,0.7272727272727274,0.3333333333333333,0.0,0.14285714285714285
7152bc777ec46,0.0,0.8181818181818183,0.3333333333333333,0.0,0.14285714285714285
226a504c4fceb,0.0,0.9090909090909093,0.3333333333333333,0.0,0.14285714285714285
5473f375d710f,0.0,1.0000000000000002,1.0,0.0,0.0
57a09066ecaee,0.0,0.8181818181818183,0.3333333333333333,0.0,0.0
bc7ea5471f5a5,1.0,0.18181818181818182,0.3333333333333333,0.0,0.0
e5ad03e832d6c,0.0,0.7272727272727274,0.3333333333333333,0.0,0.5714285714285714
5bbe869a11883,1.0,1.0000000000000002,1.0,1.0,0.14285714285714285
448c229038ae9,0.0,1.0000000000000002,0.3333333333333333,1.0,0.0
244f2bb1b356a,0.0,1.0000000000000002,1.0,0.0,0.14285714285714285
be3eac27e9773,1.0,0.8181818181818183,1.0,0.0,0.2857142857142857
27f349f030a36,1.0,0.7272727272727274,0.3333333333333333,1.0,0.0
410fc838b0e6c,0.0,0.09090909090909091,1.0,1.0,0.2857142857142857
94fbe6d56ceff,0.0,0.4545454545454546,1.0,1.0,0.5714285714285714
9068e19a9fd9f,1.0,0.7272727272727274,1.0,0.0,0.14285714285714285
f13c94c3079cd,0.0,1.0000000000000002,0.3333333333333333,0.0,0.5714285714285714
610c01b3ee520,1.0,0.8181818181818183,0.3333333333333333,0.0,0.0
5138ce358be16,0.0,1.0000000000000002,1.0,0.0,0.0
476cc345c1a7b,0.0,0.8181818181818183,1.0,1.0,0.42857142857142855
9d80e740990aa,0.0,0.4545454545454546,1.0,0.0,0.0
24bdd0cc55058,1.0,0.5454545454545455,1.0,1.0,0.42857142857142855
