scoreNaam	groepLabel	kleur	aantal
totaal	<10	rgb(255,140,0)	82
totaal	10-13	rgb(255,215,0)	47
totaal	>=14	rgb(144,238,144)	13
wiskunde	<10	rgb(255,140,0)	86
wiskunde	10-13	rgb(255,215,0)	37
wiskunde	>=14	rgb(144,238,144)	19
chemie	<5	rgb(255,140,0)	77
chemie	5-7	rgb(255,215,0)	47
chemie	>=7	rgb(144,238,144)	18
basisvaardigheden	<5	rgb(255,140,0)	66
basisvaardigheden	5-7	rgb(255,215,0)	48
basisvaardigheden	>=7	rgb(144,238,144)	28
