feedbackCode	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
17dw68944	1	C	B	A	C	C	D	A	C	C	A	B	A	A	B	C	B	D	A	A	B	A	C	B	D	A	C	B	D	C	D
17dw61719	1	A	C	X	X	X	B	A	C	B	B	D	A	D	C	B	A	C	D	D	B	A	C	D	D	C	C	B	B	C	C
17dw12803	1	C	B	D	C	C	D	A	D	A	B	B	A	C	C	A	C	A	B	C	D	B	C	B	B	D	C	B	D	D	C
17dw47097	1	D	X	X	X	X	X	C	X	X	X	D	B	X	X	X	X	X	X	X	X	B	A	B	X	D	C	X	X	C	C
17dw17309	1	A	X	X	C	X	B	D	C	D	C	B	A	B	C	X	B	A	B	D	B	C	A	B	C	B	D	D	D	X	D
17dw52984	1	B	X	A	C	X	C	X	C	X	C	B	X	B	B	A	C	C	B	D	D	A	B	B	C	D	B	A	D	A	C
17dw36944	1	A	B	C	A	B	B	A	A	D	B	B	A	B	A	B	A	C	B	D	B	A	A	B	C	C	C	D	D	D	C
17dw47478	1	A	A	C	D	B	X	A	C	X	C	B	A	C	D	X	B	X	D	D	B	A	A	B	C	A	D	A	D	D	D
17dw23358	1	A	X	X	X	X	B	A	X	X	X	B	X	C	C	X	B	D	A	X	B	C	B	B	X	B	C	X	X	D	C
17dw66170	1	D	B	C	D	B	D	B	B	D	D	B	C	B	C	D	B	A	B	D	D	A	D	A	B	A	A	B	D	C	C
17dw35542	1	A	C	C	D	B	X	A	A	D	A	B	A	C	C	A	X	B	A	D	D	D	A	B	C	A	C	A	D	D	C
17dw96699	1	A	A	C	B	B	D	B	C	D	B	B	A	A	C	X	B	A	D	B	B	B	A	B	C	A	C	A	D	A	C
17dw31924	1	D	B	C	A	B	B	A	B	D	B	B	C	A	B	D	D	D	D	B	B	C	C	B	C	B	C	B	B	D	C
17dw58471	1	D	X	C	A	A	X	B	C	A	A	D	A	X	X	X	B	C	C	A	D	B	B	B	C	X	C	C	D	X	B
17dw49330	1	D	C	X	C	X	D	A	C	X	D	B	A	C	D	B	D	D	D	D	B	A	A	B	C	B	C	B	D	B	C
17dw74398	1	C	B	A	C	B	C	C	C	A	D	B	A	A	B	A	A	A	B	B	D	B	D	B	A	B	D	D	B	B	D
17dw86483	1	A	C	C	D	B	D	D	B	A	X	B	A	X	X	B	D	B	D	A	B	C	C	A	C	A	C	B	B	C	C
17dw78938	1	C	B	D	C	B	X	A	D	A	A	D	B	B	B	A	B	B	B	B	B	B	C	D	D	B	X	D	D	C	D
17dw12174	1	D	X	X	X	X	A	X	X	X	X	B	A	A	B	X	B	A	B	B	B	C	A	X	D	X	C	B	D	B	D
17dw62534	1	D	D	A	C	B	B	C	B	A	D	D	A	C	D	B	D	B	B	D	B	C	A	B	C	B	C	A	D	C	C
17dw56043	1	B	C	X	D	X	B	A	X	X	C	D	X	X	X	X	B	C	X	D	X	B	X	X	B	B	D	B	D	D	C
17dw40376	1	B	C	C	C	C	B	D	C	C	D	B	A	D	C	C	B	A	A	D	B	B	B	B	C	A	C	A	D	C	C
17dw71835	1	B	C	A	B	C	X	D	X	A	C	B	X	D	C	B	B	X	C	X	C	D	D	C	X	A	X	C	A	D	C
17dw17577	1	B	X	D	C	X	X	D	C	B	D	B	A	D	C	A	B	B	B	D	B	C	B	B	C	A	C	C	D	D	C
17dw22910	1	C	B	B	C	C	C	A	C	A	C	B	A	A	B	A	D	A	B	D	A	A	B	B	A	B	D	C	B	C	C
17dw94458	1	C	B	A	X	B	D	B	B	X	C	D	B	X	A	D	A	C	C	C	A	C	X	D	A	B	D	A	A	C	A
17dw44765	1	A	A	C	D	X	X	A	C	X	C	B	A	C	X	D	B	A	D	X	B	A	A	B	C	A	C	X	D	D	X
17dw68831	1	A	A	C	D	X	A	A	C	D	B	B	A	C	D	D	B	A	D	D	B	A	A	B	C	A	C	A	D	D	C
17dw86328	1	C	B	A	D	C	D	B	D	C	A	B	A	A	C	A	D	D	B	A	D	C	D	B	B	B	A	A	A	B	D
17dw12232	1	B	C	B	C	B	C	A	C	B	B	B	A	C	B	A	A	C	C	A	D	B	C	B	B	B	D	A	B	D	C
17dw92036	1	B	A	X	C	X	B	A	C	X	C	B	A	B	X	C	B	B	A	D	D	B	A	B	X	A	C	A	D	C	C
17dw31534	1	B	C	A	C	A	C	B	B	D	C	B	A	C	B	B	A	B	B	D	B	C	A	B	C	D	C	A	A	D	D
17dw37612	1	C	X	X	A	X	X	X	X	X	X	B	A	X	X	X	D	B	C	C	C	C	D	A	D	A	D	B	B	D	C
17dw19553	1	A	X	C	D	B	X	A	C	D	B	B	B	B	C	D	B	A	D	A	B	C	A	B	C	A	C	D	D	C	A
17dw39212	1	B	B	B	C	X	A	C	C	C	C	B	B	B	B	A	B	C	X	A	B	X	B	B	C	D	B	B	X	D	C
17dw36231	1	A	A	C	D	B	B	A	C	D	B	B	A	B	C	X	B	A	D	A	D	C	A	B	C	A	C	A	D	D	C
17dw19771	1	D	X	C	X	X	X	A	X	X	B	B	A	C	C	A	B	B	A	C	X	A	B	A	A	A	C	A	B	D	C
17dw12286	1	A	B	C	C	B	B	C	C	A	B	B	A	C	C	A	B	A	D	D	B	B	A	B	D	A	D	A	D	D	C
17dw71041	1	B	X	X	B	X	X	A	X	X	C	B	A	X	C	X	B	A	X	A	B	A	D	B	B	A	X	D	B	D	C
17dw81894	1	D	X	X	X	X	C	A	X	X	A	B	A	C	A	X	B	C	C	D	B	X	A	A	D	B	C	B	C	C	D
17dw88922	1	A	C	X	X	X	X	A	C	X	C	B	A	C	X	X	B	A	B	A	D	B	B	X	C	B	C	A	X	D	D
17dw75119	1	A	A	A	B	B	C	A	D	D	C	B	A	B	C	A	B	A	B	A	D	C	D	B	B	A	A	A	D	B	C
17dw86061	1	D	B	D	D	A	D	C	C	C	C	B	A	B	B	A	D	C	C	A	C	A	B	B	D	A	C	D	D	D	C
17dw21611	1	A	D	D	B	D	A	A	B	D	B	B	B	B	C	B	D	A	B	A	B	A	A	B	C	A	B	C	D	D	C
17dw91511	1	A	X	X	X	X	D	A	X	X	C	B	B	X	X	B	B	A	D	A	X	X	B	B	D	A	C	B	C	D	D
17dw32317	1	B	X	C	D	X	X	C	C	A	X	B	A	C	B	A	B	C	D	D	B	A	A	B	C	A	D	A	A	D	D
17dw28047	1	A	A	X	D	X	X	A	C	X	B	B	X	C	D	X	B	B	D	D	B	B	A	B	C	A	C	A	D	X	C
17dw80406	1	D	B	C	D	B	C	A	C	D	C	B	A	B	C	A	B	A	D	A	B	A	A	B	C	A	C	A	D	C	C
17dw70600	1	D	C	B	D	C	A	D	B	X	C	B	A	C	C	B	D	B	X	D	B	B	B	B	C	C	C	C	B	X	D
17dw28416	1	D	A	C	X	B	D	D	B	B	C	B	A	A	C	A	D	B	X	D	X	A	A	B	C	A	C	X	B	D	C
17dw33629	1	A	C	C	D	B	B	A	C	C	C	B	A	A	C	B	D	A	C	B	D	A	B	B	D	B	A	A	A	A	B
17dw12387	1	A	X	C	X	X	B	A	A	X	C	B	A	X	X	A	B	X	D	D	D	A	A	B	B	A	C	A	X	D	D
17dw97280	1	A	B	C	C	B	D	A	C	C	D	B	A	B	C	B	D	B	C	C	D	C	B	B	B	B	A	A	D	D	C
17dw19921	1	B	B	C	C	X	B	X	C	X	C	B	A	B	D	A	B	A	X	A	D	B	A	D	X	A	X	A	A	B	C
17dw77085	1	A	B	C	B	A	D	A	C	B	B	B	A	B	D	C	B	A	A	D	B	B	D	B	C	A	D	D	D	C	C
17dw88573	1	A	A	C	X	B	D	A	C	D	C	B	A	C	C	X	X	B	D	D	B	A	A	B	B	A	C	B	D	D	C
17dw20770	1	D	X	B	B	B	B	C	A	B	C	B	A	B	C	D	A	A	B	A	D	C	D	B	D	B	B	D	D	B	X
17dw84346	1	B	A	C	X	X	B	A	C	B	B	B	A	C	C	A	X	B	A	X	B	A	A	X	X	B	C	A	D	D	D
17dw13417	1	D	C	X	D	X	B	A	X	X	C	B	A	B	C	A	B	A	X	A	B	C	D	B	C	B	C	A	D	D	A
17dw98305	1	A	A	C	D	B	B	A	C	B	C	B	A	B	D	A	X	A	D	D	X	B	A	B	B	A	C	A	D	D	C
17dw68688	1	B	C	A	C	B	D	A	C	B	B	B	A	A	A	A	C	C	D	A	B	A	A	B	B	B	C	B	C	B	C
17dw44128	1	A	A	C	X	B	B	A	C	B	C	B	X	B	B	A	B	A	X	C	X	B	A	B	D	A	C	D	D	D	C
17dw34643	1	D	D	D	B	B	C	C	C	B	C	B	A	B	C	A	B	B	A	B	D	D	C	B	A	A	C	C	B	D	C
17dw45196	1	A	A	X	X	B	X	A	C	X	C	B	A	C	C	B	A	A	B	C	D	A	B	B	C	A	C	A	D	D	C
17dw35154	1	B	C	C	D	X	B	A	C	X	X	B	A	X	X	X	A	A	D	A	D	C	C	B	C	A	C	A	D	D	C
17dw41202	1	A	X	C	C	X	B	A	C	D	C	B	X	X	C	X	D	A	X	D	A	B	B	B	B	A	C	A	D	D	B
17dw13627	1	D	X	A	B	X	B	A	C	X	C	B	A	A	C	A	B	A	X	D	X	X	B	B	C	A	C	A	D	B	C
17dw64015	1	D	X	D	D	X	A	A	C	X	C	D	B	D	A	A	B	B	A	C	D	C	D	B	C	A	C	A	D	D	C
17dw55272	1	C	D	D	A	C	A	C	C	D	C	D	A	A	C	D	B	A	B	A	D	C	D	B	C	B	C	A	B	B	C
17dw11170	1	D	C	C	C	X	X	A	X	D	C	B	B	C	C	A	B	C	D	D	B	B	B	B	C	B	D	A	D	A	C
17dw55691	1	D	X	A	X	B	X	A	C	X	B	B	A	A	A	A	B	C	A	A	A	C	D	B	B	A	C	A	B	B	A
17dw13195	1	B	B	C	C	C	B	A	C	A	B	B	A	D	C	A	B	D	B	C	B	B	B	B	A	A	C	B	A	D	C
17dw70317	1	C	B	X	B	X	A	C	X	X	C	B	A	C	C	A	B	A	X	A	X	A	A	B	C	A	X	B	B	D	X
17dw21775	1	A	A	C	A	B	X	A	C	C	C	B	A	B	C	X	D	B	B	X	B	B	C	B	C	A	C	A	D	X	D
17dw12650	1	A	C	C	D	X	C	A	C	D	C	B	A	C	C	A	A	C	B	A	B	A	A	X	X	X	D	A	B	X	C
17dw45132	1	A	A	C	X	X	B	A	C	C	C	B	B	C	C	B	B	A	D	D	B	A	A	B	C	A	C	A	D	D	C
17dw92683	1	B	X	C	D	X	B	X	X	X	B	B	A	A	C	B	B	A	D	B	B	B	D	X	X	X	D	D	B	C	D
17dw72590	1	A	C	C	D	B	B	C	C	D	C	B	A	C	B	A	B	A	D	D	B	A	A	B	B	A	C	B	D	D	D
17dw67024	1	A	A	C	D	X	B	A	C	D	B	B	A	C	D	X	B	B	D	X	X	X	A	B	C	A	C	A	X	B	X
17dw17983	1	B	B	C	C	B	D	A	X	X	C	B	A	C	B	A	C	A	X	C	C	A	X	B	D	B	X	B	D	B	D
17dw35975	1	A	X	X	X	A	X	B	C	X	C	B	A	C	C	A	B	C	A	C	B	B	A	B	C	C	D	C	D	C	C
17dw73635	1	B	D	C	B	B	X	D	C	X	X	B	B	A	X	A	D	A	A	B	D	B	A	B	X	A	C	B	D	C	C
17dw19339	1	A	C	X	D	X	X	B	C	D	D	B	A	C	D	A	X	C	D	C	X	B	A	A	C	A	C	A	D	D	C
17dw78962	1	A	B	C	D	X	B	A	C	D	C	B	A	C	D	A	B	B	X	X	B	B	D	B	D	C	C	B	D	D	C
17dw87656	1	A	D	C	C	B	X	A	A	D	X	B	A	B	C	X	B	B	D	B	D	D	A	B	X	A	B	A	X	D	D
17dw94470	1	A	A	C	D	X	B	A	A	D	B	B	A	A	D	A	B	A	D	D	B	X	A	B	C	A	C	A	D	D	C
17dw75488	1	B	B	D	C	C	B	A	C	A	D	B	A	D	A	B	B	C	D	B	D	A	B	C	C	B	C	B	D	C	C
17dw50583	1	B	X	B	B	X	B	A	C	X	C	B	A	X	X	B	B	B	D	A	C	B	D	B	D	X	C	D	D	B	D
17dw57864	1	A	B	C	X	X	C	A	C	X	B	B	A	C	D	A	B	X	X	X	D	X	A	B	C	A	D	A	X	D	C
17dw45487	1	A	A	C	D	C	B	A	C	C	B	B	A	C	D	A	D	A	D	X	B	B	A	B	C	X	C	A	A	D	C
17dw94307	1	A	D	C	D	A	B	A	D	D	B	B	A	B	X	X	C	C	B	B	B	A	B	B	C	A	C	A	B	D	B
17dw83045	1	A	B	D	X	X	X	A	C	C	B	D	A	A	D	A	B	X	D	D	C	X	A	B	X	A	C	A	D	D	X
17dw67739	1	A	X	X	C	B	C	A	X	X	C	B	A	C	C	X	B	B	C	A	B	D	A	B	D	A	C	B	D	B	C
17dw74546	1	A	B	D	D	B	D	A	C	A	C	D	A	A	D	A	A	A	B	B	B	B	A	B	B	A	B	A	D	D	C
17dw50266	1	B	X	X	X	D	B	A	C	X	X	B	A	B	A	A	B	C	B	C	D	X	A	B	A	B	X	A	A	B	C
17dw47352	1	C	B	D	C	B	C	D	D	C	B	B	A	B	C	A	B	B	D	A	B	A	D	B	C	A	C	A	D	D	D
17dw83761	1	D	D	A	D	A	C	A	C	D	B	B	A	A	C	B	B	A	C	D	D	A	A	B	B	A	D	B	B	D	A
17dw19428	1	D	X	B	D	A	B	A	C	X	B	D	B	A	C	B	D	B	D	X	D	A	A	B	D	B	C	A	D	X	B
17dw12424	1	B	X	C	X	X	B	B	B	X	C	X	A	B	X	A	X	X	X	A	B	B	A	X	X	D	C	B	A	D	D
17dw88941	1	D	X	D	C	X	D	C	C	X	X	B	A	C	C	A	D	A	D	C	D	C	A	X	C	B	C	D	D	X	C
17dw58501	1	A	A	C	D	B	B	A	C	D	B	B	A	C	C	D	B	C	D	D	B	A	B	B	C	B	C	A	D	D	C
17dw55639	1	A	C	X	B	X	X	A	C	X	X	B	A	B	D	X	A	X	X	A	D	A	A	B	B	D	C	A	A	X	B
17dw88004	1	A	C	C	D	X	B	A	C	X	B	B	A	B	D	A	B	B	X	X	X	X	B	B	C	B	X	A	D	D	D
17dw49611	1	A	A	C	D	B	B	A	C	D	B	B	A	C	D	A	B	A	D	D	D	A	A	B	C	A	C	A	D	D	D
17dw82007	1	A	A	C	D	X	X	A	C	D	B	B	A	C	D	D	B	A	D	D	D	A	A	B	C	A	D	A	D	D	C
17dw52330	1	C	C	D	X	X	B	A	X	X	X	B	A	B	X	B	B	X	D	C	B	B	A	B	C	A	B	A	D	D	C
17dw39254	1	A	A	A	D	B	B	D	C	D	B	B	A	C	D	A	B	B	A	D	B	C	A	B	C	A	C	A	D	D	C
17dw98764	1	D	C	D	X	A	D	A	C	D	C	B	A	X	C	A	B	C	D	B	B	B	D	B	C	A	C	A	D	D	C
17dw26847	1	D	B	C	D	B	B	C	C	X	C	B	A	C	C	X	X	X	X	X	B	C	A	B	C	A	C	A	B	D	C
17dw12496	1	B	B	A	B	A	D	A	A	A	C	B	A	B	C	B	C	A	B	A	B	B	C	B	B	B	D	A	D	C	C
17dw61534	1	A	C	B	D	B	X	A	C	D	C	B	A	C	C	A	B	B	D	C	D	B	A	C	X	D	C	D	A	D	X
17dw59053	1	A	A	C	D	B	B	A	C	D	A	B	A	B	D	D	B	A	B	C	B	B	A	B	B	A	C	A	D	D	B
17dw22051	1	A	X	C	X	X	D	A	C	D	C	B	A	B	C	X	A	X	X	B	B	B	A	B	D	B	D	X	D	A	C
17dw85549	1	D	B	D	B	B	A	C	C	A	C	B	A	C	C	A	B	B	B	A	B	B	B	B	C	A	C	A	D	D	C
17dw53650	1	B	B	B	D	C	A	A	C	B	D	B	A	A	C	A	B	C	D	D	B	A	B	B	C	A	C	B	B	B	A
17dw80257	1	D	X	X	B	B	X	C	B	X	C	B	A	B	B	C	B	D	C	A	X	B	D	B	X	B	D	B	D	B	C
17dw77572	1	A	D	C	X	B	X	A	C	D	C	B	A	B	C	B	A	X	X	C	D	B	A	B	X	A	C	A	A	D	C
17dw97130	1	A	X	C	X	X	X	A	X	C	B	B	A	C	C	X	B	B	X	D	X	X	A	B	X	A	C	A	A	D	C
17dw12035	1	B	B	D	B	X	D	D	C	X	C	B	A	B	C	X	D	B	B	B	X	C	C	D	D	X	B	D	B	A	D
17dw30441	1	A	X	C	X	B	X	A	C	D	D	B	A	C	D	B	A	B	D	A	B	A	B	B	C	A	D	A	D	D	C
17dw56122	1	D	X	C	X	B	X	A	C	D	B	B	A	C	C	A	X	A	X	C	D	B	X	B	B	A	C	A	D	D	C
17dw55138	1	A	A	C	C	X	B	A	C	D	X	B	A	X	D	X	B	A	C	A	B	B	A	B	C	A	C	A	D	D	C
17dw29771	1	A	A	C	D	B	X	A	C	X	B	D	A	C	C	A	X	B	D	C	D	A	C	B	D	A	C	A	A	D	B
17dw34565	1	C	C	X	D	A	X	C	A	B	C	B	A	C	X	A	C	A	X	D	D	D	D	D	C	B	C	D	D	C	C
17dw76027	1	A	X	D	D	D	B	D	C	C	B	B	A	B	X	A	B	B	D	A	D	X	B	B	X	C	D	A	D	D	X
17dw39841	1	B	D	A	B	B	D	A	C	C	C	B	A	B	C	B	A	A	B	A	D	A	C	B	C	A	C	A	D	B	C
17dw99684	1	A	B	C	X	X	X	B	C	X	B	D	A	B	C	X	B	C	D	D	B	B	A	B	C	A	C	B	D	B	X
17dw55982	1	A	X	C	X	X	D	A	X	X	B	B	A	X	X	A	D	B	B	A	B	X	A	B	C	A	C	B	D	C	C
17dw41158	1	A	C	A	D	B	C	A	A	D	C	D	A	A	A	A	B	B	B	D	B	A	B	B	C	A	D	A	D	B	C
17dw83101	1	A	D	B	D	B	X	A	C	B	C	B	A	B	X	A	B	B	A	D	D	B	C	B	X	A	C	A	A	A	C
17dw22288	1	D	X	C	D	X	B	A	C	A	C	B	A	C	C	A	B	X	D	D	B	X	A	B	D	A	B	X	D	D	X
17dw95889	1	A	X	C	D	B	B	A	C	X	C	B	A	C	D	B	B	A	C	D	B	B	A	B	B	A	C	A	D	D	A
17dw44231	1	C	C	C	D	B	A	B	C	X	B	B	A	A	C	B	B	D	B	A	B	B	B	C	C	A	D	A	D	B	D
17dw82157	1	A	C	C	D	B	X	A	C	C	B	B	A	X	C	B	B	X	X	A	D	C	A	X	X	B	C	A	D	D	D
17dw83277	1	B	A	C	C	B	C	A	C	A	B	B	B	C	C	A	B	C	D	A	B	D	B	B	B	A	C	A	D	D	C
17dw31227	1	A	X	C	B	X	D	A	D	X	C	B	A	C	X	A	B	A	X	X	D	A	A	B	C	A	C	A	D	D	C
17dw30378	1	A	X	C	A	X	X	A	C	X	B	B	A	A	C	A	B	A	D	B	B	B	D	B	C	A	D	A	D	D	C
17dw47928	1	B	X	X	X	X	D	X	X	X	X	B	A	C	C	B	B	C	X	D	B	A	B	X	D	A	C	D	D	C	C
17dw65176	1	B	B	D	B	A	B	A	C	C	C	B	C	B	C	D	B	D	B	A	D	A	A	B	C	A	C	B	D	D	D
17dw82103	1	A	X	C	C	X	D	A	B	D	C	D	A	B	C	B	D	B	D	C	D	X	A	B	C	A	X	A	D	B	C
17dw97340	1	A	C	A	D	X	C	A	D	B	C	D	A	B	B	X	A	C	B	B	B	A	D	D	B	B	C	A	D	D	C
17dw25356	1	A	A	C	D	X	X	A	C	D	B	B	A	B	C	D	B	A	D	B	B	B	A	B	C	A	X	A	D	D	X
17dw26569	1	D	X	C	C	X	A	B	C	D	X	B	B	C	B	D	B	C	D	A	B	A	C	B	C	A	D	C	D	B	X
17dw84787	1	A	A	C	D	X	B	A	C	X	C	B	B	C	D	A	B	D	A	B	X	B	A	B	C	A	C	A	D	B	D
17dw64746	1	D	A	X	X	X	D	C	C	D	C	B	A	C	C	A	A	B	D	D	D	B	A	B	C	A	X	A	D	D	C
17dw20152	1	A	C	B	B	X	A	C	B	C	C	B	A	C	D	X	D	X	X	B	D	X	A	B	X	X	C	B	A	D	C
17dw84278	1	D	B	C	X	X	X	A	C	X	B	B	A	A	C	A	B	D	A	A	B	B	A	B	C	C	C	A	D	D	C
17dw87517	1	A	C	C	D	B	C	C	C	A	C	B	A	B	A	C	D	A	B	A	C	C	B	D	B	B	C	D	C	B	C
17dw94225	1	A	X	C	C	X	A	A	C	D	B	B	A	B	D	X	B	B	D	A	B	C	A	B	C	B	A	D	D	C	B
17dw73064	1	C	C	D	X	X	B	A	X	X	X	B	A	B	C	B	B	X	D	C	B	B	A	B	X	A	X	A	D	D	C
17dw47265	1	B	X	C	X	X	C	A	X	D	A	B	A	A	C	B	B	C	X	B	X	A	D	X	B	B	C	X	D	B	C
17dw35658	1	A	C	C	C	C	B	A	C	D	C	B	A	C	B	A	B	B	D	D	B	B	A	B	C	A	C	C	A	B	C
17dw86983	1	D	C	X	D	X	X	C	A	X	X	B	A	X	X	X	B	C	B	B	X	A	D	B	B	A	C	B	D	D	C
17dw80842	1	A	X	C	X	X	X	A	C	X	X	B	A	B	B	A	X	B	D	B	B	B	A	B	B	A	C	X	D	D	B
17dw46309	1	A	X	C	D	B	B	A	C	B	C	B	A	B	B	A	B	A	X	A	B	A	C	B	C	A	C	A	D	D	C
17dw14783	1	A	D	C	D	B	X	A	B	D	B	B	A	B	C	A	B	A	B	C	D	A	C	B	X	B	C	A	A	D	C
17dw84353	1	D	B	C	B	X	D	A	X	X	C	B	A	D	D	X	A	B	D	D	B	C	D	X	D	B	B	B	D	B	C
17dw58462	1	D	B	D	B	B	D	A	A	A	B	B	D	B	C	C	A	B	C	A	D	C	B	A	C	A	C	A	B	B	B
17dw52407	1	A	A	C	X	X	X	A	X	D	X	B	B	X	C	X	A	B	D	D	D	B	A	B	C	A	X	A	D	X	C
17dw60503	1	D	X	C	D	X	B	A	C	D	B	B	B	X	C	D	B	X	D	A	X	A	B	A	D	A	C	D	D	B	C
17dw93704	1	B	A	A	X	B	D	D	X	X	C	B	A	B	C	X	X	A	B	A	B	B	D	B	C	X	C	B	B	C	C
17dw84118	1	A	D	C	D	B	B	A	C	D	C	B	A	A	C	A	B	B	X	B	D	X	C	B	B	A	C	B	D	D	B
17dw52661	1	A	X	B	B	X	B	A	B	X	B	D	A	C	X	A	B	B	X	X	D	B	A	X	D	A	C	A	X	C	C
17dw47092	1	B	C	D	X	X	D	A	B	X	B	B	A	X	C	X	A	C	B	D	B	B	B	B	A	A	C	D	B	C	C
17dw79633	1	A	X	C	X	X	C	A	C	X	C	D	A	X	X	A	D	B	B	X	X	A	B	D	C	D	C	X	D	C	X
17dw45642	1	A	B	C	D	B	B	A	C	D	C	B	B	B	C	B	B	C	D	D	B	A	A	B	C	A	C	A	D	D	C
17dw42917	1	A	D	C	D	B	C	C	C	C	C	B	A	C	D	A	B	B	B	B	B	C	A	B	C	A	C	D	D	D	B
17dw83917	1	A	D	C	D	B	C	A	C	D	C	B	A	C	B	D	A	B	D	B	B	B	A	B	B	A	C	A	D	C	C
17dw84786	1	A	B	B	X	X	B	A	C	X	X	B	X	X	C	X	X	X	X	D	X	B	A	B	X	X	C	A	D	B	D
17dw92516	1	A	A	C	D	B	B	A	C	D	C	B	A	C	D	D	B	A	D	D	B	X	A	B	X	A	C	A	D	D	B
17dw77393	1	A	C	C	D	B	B	A	C	D	B	B	A	B	D	D	B	B	D	D	B	A	C	B	B	A	C	A	D	B	C
17dw88780	1	A	X	B	B	X	X	C	C	D	X	D	A	X	X	X	D	D	B	D	C	B	A	A	C	X	D	B	D	A	C
17dw19183	1	B	C	D	C	B	B	B	C	X	B	B	B	X	X	X	B	B	B	A	A	A	A	B	C	B	C	A	A	D	C
17dw68717	1	B	X	X	X	X	B	A	B	A	C	D	A	X	X	X	B	X	X	A	B	X	B	X	X	X	D	X	D	C	D
17dw60079	1	B	A	A	C	B	A	B	A	B	D	A	A	B	B	B	C	A	B	A	B	B	D	D	D	B	A	B	A	C	C
17dw37457	1	A	X	C	D	X	B	A	C	X	B	B	X	X	X	X	B	X	X	X	X	B	X	C	C	A	C	X	X	B	C
17dw15810	1	D	X	X	X	X	B	A	C	X	C	B	A	X	D	A	B	A	B	C	B	X	A	B	C	X	C	A	D	X	C
17dw83105	1	C	D	C	B	C	D	B	C	B	B	B	A	C	A	B	D	A	D	D	C	B	D	B	D	C	C	B	D	D	C
17dw60371	1	A	A	C	D	X	X	A	C	D	B	D	C	C	X	A	B	B	A	A	X	B	A	C	X	X	D	C	D	C	C
17dw80687	1	A	X	X	X	B	X	A	B	D	B	B	A	B	C	D	A	C	D	D	B	B	A	B	X	A	D	A	D	D	B
17dw21176	1	B	D	C	C	X	B	C	C	B	C	B	X	B	C	X	B	B	B	A	X	C	C	B	C	A	C	B	D	B	C
17dw31931	1	A	A	C	D	X	B	A	C	D	B	B	B	C	C	A	B	A	B	C	D	X	X	B	B	X	C	X	D	B	X
17dw95152	1	B	X	X	X	X	X	A	C	D	C	D	A	B	C	B	B	A	X	D	B	B	A	B	B	A	D	C	A	C	C
17dw34510	1	A	B	D	X	X	B	C	B	A	C	B	C	B	A	D	B	C	B	A	B	A	C	B	C	A	C	B	D	B	D
17dw25916	1	A	A	C	D	X	B	A	C	X	B	B	A	C	D	A	B	X	D	D	D	B	D	B	D	A	A	B	D	C	X
17dw39124	1	A	A	D	D	X	C	A	C	D	B	B	D	C	C	A	B	A	D	D	D	A	A	B	C	A	C	D	D	D	C
17dw89536	1	A	D	C	X	X	B	A	C	D	B	B	A	C	D	B	D	B	D	D	X	B	A	A	C	A	D	A	D	D	C
17dw79226	1	D	A	X	D	X	B	B	C	B	C	B	B	B	X	A	B	D	D	C	B	A	A	B	X	A	X	X	D	X	D
17dw59052	1	A	A	C	X	B	B	A	A	X	C	D	A	C	C	X	B	B	X	D	B	A	B	B	C	C	C	X	X	D	C
17dw17426	1	A	X	C	D	B	B	A	C	D	B	B	A	C	C	A	B	A	D	B	B	C	A	B	C	A	C	A	D	D	C
17dw23407	1	A	C	C	X	X	B	A	C	X	X	B	A	B	D	X	A	X	X	D	B	B	B	B	C	D	X	B	X	A	C
17dw28258	1	A	A	C	X	B	X	A	C	D	B	B	A	B	C	A	B	X	X	X	D	B	A	A	X	A	C	B	D	B	D
17dw65953	1	A	A	C	D	X	X	A	C	D	C	B	A	B	D	D	B	A	D	D	B	B	A	B	C	A	C	A	D	D	C
17dw75833	1	A	A	C	B	X	D	A	C	D	C	B	A	D	D	X	B	X	B	C	A	A	B	B	C	A	D	A	X	A	D
17dw34263	1	A	A	C	D	B	C	A	C	D	B	B	A	B	C	A	B	A	C	D	B	B	A	B	B	B	C	A	D	B	C
17dw30740	1	B	X	C	D	X	X	D	X	X	C	D	A	X	D	A	B	C	B	A	C	C	A	B	B	D	C	A	D	X	C
17dw19193	1	B	X	X	X	X	C	B	A	X	B	B	A	C	C	B	X	B	X	D	B	B	A	B	X	A	C	A	D	D	D
17dw54958	1	A	A	C	D	X	B	A	C	D	B	B	X	X	X	X	B	C	D	D	B	A	X	B	C	A	C	X	D	D	C
17dw26745	1	A	X	A	C	X	X	A	C	X	X	B	A	C	D	X	B	X	X	X	B	A	C	X	D	X	C	X	X	D	B
17dw16621	1	A	A	C	D	B	B	C	C	D	C	B	A	C	D	A	B	C	A	D	B	A	A	B	X	C	C	A	D	C	C
17dw57103	1	A	X	X	B	X	D	A	X	X	X	B	A	C	X	X	B	A	D	B	X	C	C	B	B	A	C	B	D	X	C
