Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,ijkID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,30320,17dwAEEX13430320,17,C,3,10,17,0,3,11,19,0,0,1,8,0,0,1,9,0,0,2,7,0,0,2,8,0,7,7,2,0,7,8,2,0,,,,
,,30308,17dwAEEX13030308,17,B,9,16,11,0,8,16,14,0,6,6,3,0,5,6,4,0,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,,,,
,,30305,17dwAEEX12830305,17,C,1,4,8,15,1,5,9,16,0,1,3,5,0,1,4,5,0,1,3,5,0,1,3,6,1,2,2,5,2,3,2,5,,,,
,,30264,17dwAEEX11530264,17,C,3,10,16,1,3,11,18,1,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,1,3,5,1,2,4,5,1,,,,
,,30307,17dwAEEX12930307,17,B,9,16,11,0,8,16,14,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,9,8,1,0,7,8,2,0,,,,
,,30260,17dwAEEX11430260,17,C,0,6,19,2,1,8,20,2,0,1,6,2,0,1,7,2,3,4,5,0,3,5,5,0,0,1,8,0,0,2,8,0,,,,
,,30279,17dwAEEX11930279,17,B,6,12,13,2,5,13,15,2,0,2,5,2,1,3,5,2,3,4,5,0,2,4,6,0,6,6,3,0,5,6,4,0,,,,
,,30292,17dwAEEX12530292,17,C,1,8,19,0,2,10,20,0,1,3,6,0,2,4,6,0,3,4,5,0,3,5,5,0,0,1,8,0,0,1,9,0,,,,
,,30232,17dwAEEX10230232,17,C,0,4,10,13,1,5,11,14,0,1,5,3,0,2,5,3,1,2,3,4,1,2,3,5,0,1,2,6,0,1,3,6,,,,
,,30247,17dwAEEX10730247,17,C,1,8,19,0,1,9,21,0,0,1,8,0,0,2,8,0,3,4,5,0,2,4,6,0,1,3,6,0,1,3,7,0,,,,
,,30214,17dwGRG402930214,17,B,9,16,11,0,8,17,13,0,3,4,5,0,3,5,5,0,6,6,3,0,5,6,4,0,6,6,3,0,5,6,4,0,,,,
,,30326,17dwGRG602830326,17,A,11,16,4,7,9,16,7,7,4,4,0,5,4,4,1,5,3,4,3,2,3,4,4,2,9,8,1,0,7,8,2,0,,,,
,,30090,17dwGRG202430090,17,A,10,15,6,6,8,15,7,8,4,4,1,4,3,4,2,4,3,4,3,2,3,4,3,3,7,7,2,0,6,7,2,1,,,,
,,30089,17dwGRG202330089,17,B,7,14,13,0,8,16,14,0,4,5,4,0,3,5,5,0,0,2,7,0,1,3,7,0,7,7,2,0,7,8,2,0,,,,
,,30436,17dwGRG803230436,17,B,8,13,5,9,9,15,5,10,4,4,2,3,4,5,2,3,4,4,0,5,4,4,0,6,4,5,3,1,5,6,3,1,,,,
,,30256,17dwGRG501730256,17,B,8,13,5,9,7,13,7,10,1,2,2,5,1,2,3,5,4,4,2,3,3,4,3,3,7,7,1,1,7,7,1,2,,,,
,,30352,17dwGRG700730352,17,C,4,11,15,1,4,12,17,1,3,4,4,1,2,4,5,1,0,2,7,0,0,2,8,0,4,5,4,0,5,6,4,0,,,,
,,30153,17dwGRG302130153,17,B,6,10,7,10,5,10,9,11,0,0,1,8,0,0,1,9,3,4,4,1,2,4,5,1,6,6,2,1,5,6,3,1,,,,
,,30109,17dwGRG300330109,17,C,3,10,17,0,3,11,19,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,1,3,6,0,2,4,6,0,,,,
,,30033,17dwGRGE02130033,17,C,0,5,22,0,0,5,25,0,0,0,9,0,0,0,10,0,0,2,7,0,0,2,8,0,1,3,6,0,1,3,7,0,,,,
,,30053,17dwGRG200330053,17,B,6,13,14,0,7,15,15,0,3,4,5,0,3,5,5,0,3,4,5,0,2,4,6,0,4,5,4,0,5,6,4,0,,,,
,,30263,17dwGRG502130263,17,C,0,5,15,7,0,5,18,7,0,0,3,6,0,0,4,6,0,2,6,1,0,2,7,1,1,3,6,0,1,3,7,0,,,,
,,30219,17dwGRG403130219,17,C,3,6,6,15,3,6,6,18,0,0,3,6,0,0,3,7,3,3,2,4,2,3,2,5,3,3,1,5,3,3,1,6,,,,
,,30422,17dwGRG802130422,17,C,0,1,14,12,0,3,14,13,0,1,5,3,0,2,5,3,0,0,5,4,0,0,5,5,0,0,4,5,0,1,4,5,,,,
,,30030,17dwGRGE01930030,17,B,6,13,14,0,5,13,17,0,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,,,,
,,30156,17dwGRG302230156,17,C,4,10,14,3,3,10,17,3,0,2,5,2,0,2,6,2,0,2,6,1,0,2,7,1,6,6,3,0,5,6,4,0,,,,
,,30294,17dwGRG600930294,17,A,11,17,7,3,11,19,8,3,6,6,1,2,7,7,1,2,4,5,4,0,3,5,5,0,6,6,2,1,6,7,2,1,,,,
,,30185,17dwGRG400630185,17,C,4,11,16,0,3,11,19,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,1,3,6,0,1,3,7,0,,,,
,,30021,17dwGRGE01430021,17,B,8,15,11,1,7,15,14,1,0,2,6,1,0,2,7,1,7,7,2,0,6,7,3,0,6,6,3,0,5,6,4,0,,,,
,,30435,17dwGRG803130435,17,A,10,15,5,7,9,16,6,8,3,3,1,5,2,3,2,5,5,5,2,2,4,5,2,3,7,7,2,0,7,8,2,0,,,,
,,30008,17dwGRGE00630008,17,C,0,7,20,0,0,8,22,0,3,4,5,0,3,5,5,0,0,0,9,0,0,0,10,0,1,3,6,0,1,3,7,0,,,,
,,30355,17dwGRG700930355,17,B,7,11,5,11,6,11,7,12,3,3,1,5,3,3,1,6,5,5,2,2,4,5,3,2,3,3,2,4,2,3,3,4,,,,
,,30255,17dwGRG501630255,17,B,8,15,12,0,7,15,15,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30273,17dwGRG502830273,17,B,9,15,8,4,9,16,9,5,3,4,3,2,4,5,3,2,4,5,3,1,4,5,4,1,6,6,2,1,5,6,2,2,,,,
,,30399,17dwGRG800630399,17,C,2,4,5,18,1,4,6,20,0,1,4,4,0,1,5,4,3,3,1,5,3,3,1,6,0,0,0,9,0,0,0,10,,,,
,,30442,17dwGRG900530442,17,C,0,7,20,0,0,7,23,0,0,1,8,0,0,1,9,0,3,4,5,0,2,4,6,0,0,2,7,0,0,2,8,0,,,,
,,30365,17dwGRG701330365,17,B,7,13,11,3,6,14,13,3,3,4,3,2,3,4,4,2,3,4,5,0,2,4,6,0,4,5,3,1,5,6,3,1,,,,
,,30339,17dwGRG700330339,17,C,2,5,7,15,2,6,8,16,0,0,0,9,1,1,0,9,0,0,5,4,0,0,5,5,5,5,2,2,4,5,3,2,,,,
,,30437,17dwGRG900130437,17,C,0,2,15,10,0,2,17,11,0,0,4,5,0,0,5,5,0,1,7,1,0,1,7,2,0,1,4,4,0,1,5,4,,,,
,,30011,17dwGRGE00830011,17,C,2,7,11,9,2,7,13,10,0,0,2,7,0,0,2,8,1,3,5,1,1,3,6,1,3,4,4,1,2,4,5,1,,,,
,,30098,17dwGRG203030098,17,B,6,12,12,3,6,13,13,4,3,4,3,2,3,4,3,3,3,4,4,1,2,4,5,1,3,4,5,0,3,5,5,0,,,,
,,30225,17dwGRG403230225,17,C,2,8,15,4,2,9,16,5,0,2,5,2,0,2,6,2,1,3,6,0,1,3,6,1,2,3,4,2,3,4,4,2,,,,
,,30379,17dwGRG702330379,17,C,0,3,12,12,0,3,12,15,0,1,5,3,0,1,5,4,1,2,4,3,1,2,4,4,0,0,3,6,0,0,3,7,,,,
,,30380,17dwGRG702430380,17,B,5,12,15,0,5,13,17,0,0,2,7,0,1,3,7,0,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,,,,
,,30456,17dwGRG901230456,17,B,7,14,13,0,6,14,16,0,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,,,,
,,30454,17dwGRG901130454,17,C,3,10,17,0,3,11,19,0,0,2,7,0,0,2,8,0,3,4,5,0,2,4,6,0,3,4,5,0,3,5,5,0,,,,
,,30069,17dwGRG201130069,17,C,4,10,14,3,5,12,15,3,4,4,2,3,4,5,2,3,3,4,5,0,2,4,6,0,0,2,7,0,1,3,7,0,,,,
,,30159,17dwGRG302430159,17,C,3,10,17,0,3,11,19,0,0,1,8,0,0,2,8,0,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30035,17dwGRGE02330035,17,C,1,4,6,17,1,4,7,19,0,0,2,7,0,0,2,8,0,0,2,7,0,0,2,8,4,4,2,3,3,4,3,3,,,,
,,30137,17dwGRG301530137,17,B,8,14,9,4,7,14,11,5,4,4,2,3,3,4,3,3,6,6,3,0,5,6,3,1,3,4,4,1,2,4,5,1,,,,
,,30407,17dwGRG801130407,17,C,2,8,14,5,2,9,16,5,0,1,4,4,0,1,5,4,0,2,6,1,0,2,7,1,4,5,4,0,5,6,4,0,,,,
,,30047,17dwGRGE03130047,17,A,10,17,10,0,10,19,11,0,6,6,3,0,6,7,3,0,3,4,5,0,2,4,6,0,7,7,2,0,7,8,2,0,,,,
,,30398,17dwGRG800530398,17,A,16,22,2,3,15,23,3,4,8,7,0,2,7,7,1,2,9,8,0,1,8,8,0,2,7,7,2,0,7,8,2,0,,,,
,,30297,17dwGRG601230297,17,B,7,11,5,11,6,11,6,13,3,3,0,6,3,3,0,7,3,4,3,2,3,4,3,3,4,4,2,3,3,4,3,3,,,,
,,30298,17dwGRG601330298,17,C,4,11,16,0,5,13,17,0,3,4,5,0,2,4,6,0,3,4,5,0,3,5,5,0,1,3,6,0,2,4,6,0,,,,
,,30384,17dwGRG702630384,17,A,13,19,6,2,11,19,9,2,6,6,2,1,5,6,3,1,3,4,4,1,2,4,5,1,10,9,0,0,9,9,1,0,,,,
,,30209,17dwGRG402430209,17,A,13,20,7,0,12,21,8,1,6,6,3,0,6,7,3,0,6,6,3,0,5,6,3,1,9,8,1,0,7,8,2,0,,,,
,,30158,17dwGRG302330158,17,B,6,13,14,0,7,15,15,0,4,5,4,0,5,6,4,0,1,3,6,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30289,17dwGRG600630289,17,C,3,8,13,6,2,8,15,7,0,2,5,2,0,2,6,2,0,2,5,2,0,2,5,3,3,4,3,2,3,4,4,2,,,,
,,30001,17dwGRGE00130001,17,B,9,15,9,3,8,16,11,3,1,2,4,3,0,2,5,3,7,7,2,0,6,7,3,0,6,6,3,0,6,7,3,0,,,,
,,30080,17dwGRG201630080,17,C,0,6,21,0,0,6,24,0,0,2,7,0,0,2,8,0,1,3,6,0,1,3,7,0,0,1,8,0,0,1,9,0,,,,
,,30116,17dwGRG300530116,17,B,6,12,13,2,5,12,15,3,3,4,5,0,2,4,5,1,3,4,3,2,3,4,4,2,3,4,5,0,2,4,6,0,,,,
,,30193,17dwGRG401030193,17,C,0,5,20,2,0,5,23,2,0,2,6,1,0,2,7,1,0,2,7,0,0,2,8,0,0,1,7,1,0,1,8,1,,,,
,,30120,17dwGRG300730120,17,C,3,8,10,9,3,8,11,11,0,0,2,7,0,0,2,8,4,5,4,0,4,5,4,1,2,3,4,2,1,3,5,2,,,,
,,30303,17dwGRG601630303,17,B,7,14,13,0,6,14,16,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30241,17dwGRG500830241,17,C,4,8,8,11,3,8,10,12,3,3,2,4,2,3,3,4,1,2,2,5,1,2,2,6,2,3,4,2,1,3,5,2,,,,
,,30104,17dwGRG300130104,17,B,9,16,11,0,8,16,14,0,1,3,6,0,1,3,7,0,6,6,3,0,5,6,4,0,7,7,2,0,6,7,3,0,,,,
,,30148,17dwGRG301930148,17,C,0,5,15,7,0,5,18,7,0,0,7,2,0,0,8,2,1,2,4,3,0,2,5,3,2,3,4,2,1,3,5,2,,,,
,,30205,17dwGRG402130205,17,B,7,13,11,3,6,13,14,3,0,1,5,3,0,1,6,3,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30236,17dwGRG500530236,17,C,1,8,19,0,1,9,21,0,0,2,7,0,0,2,8,0,3,4,5,0,2,4,6,0,0,2,7,0,1,3,7,0,,,,
,,30364,17dwGRG701230364,17,C,0,2,21,4,0,3,23,4,0,1,6,2,0,1,7,2,0,0,8,1,0,1,8,1,0,1,7,1,0,1,8,1,,,,
,,30441,17dwGRG900430441,17,A,15,20,0,7,14,22,1,7,7,6,0,3,6,6,1,3,8,7,0,2,8,8,0,2,8,7,0,2,8,8,0,2,,,,
,,30290,17dwGRG600730290,17,A,18,25,1,1,18,28,1,1,7,7,1,1,8,8,1,1,10,9,0,0,10,10,0,0,10,9,0,0,10,10,0,0,,,,
,,30277,17dwGRG503130277,17,C,0,5,22,0,0,5,25,0,0,1,8,0,0,1,9,0,0,2,7,0,0,2,8,0,0,2,7,0,0,2,8,0,,,,
,,30269,17dwGRG502430269,17,C,3,10,17,0,3,11,19,0,1,3,6,0,2,4,6,0,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,,,,
,,30301,17dwGRG601530301,17,B,9,15,7,5,8,15,10,5,4,4,2,3,3,4,3,3,3,4,4,1,2,4,5,1,7,7,1,1,6,7,2,1,,,,
,,30370,17dwGRG701730370,17,B,5,12,15,0,4,12,18,0,0,1,8,0,0,1,9,0,4,5,4,0,3,5,5,0,6,6,3,0,5,6,4,0,,,,
,,30049,17dwGRGE03230049,17,C,0,5,13,9,0,5,14,11,0,0,2,7,0,0,2,8,0,2,5,2,0,2,5,3,1,3,6,0,1,3,7,0,,,,
,,30287,17dwGRG600430287,17,A,12,18,7,2,12,20,8,2,8,7,0,2,8,8,0,2,4,5,4,0,5,6,4,0,6,6,3,0,5,6,4,0,,,,
,,30066,17dwGRG200930066,17,C,2,8,16,3,1,8,18,4,0,1,7,1,0,1,8,1,1,3,5,1,1,3,6,1,3,4,4,1,3,4,4,2,,,,
,,30338,17dwGRG700230338,17,A,16,23,4,0,15,24,5,1,10,9,0,0,10,10,0,0,4,5,4,0,4,5,4,1,10,9,0,0,9,9,1,0,,,,
,,30229,17dwGRG500130229,17,B,6,11,9,7,6,13,10,7,2,2,1,6,3,3,1,6,3,4,4,1,2,4,5,1,4,5,4,0,5,6,4,0,,,,
,,30141,17dwGRG301830141,17,A,13,20,7,0,12,21,9,0,4,5,4,0,5,6,4,0,9,8,1,0,7,8,2,0,7,7,2,0,6,7,3,0,,,,
,,30270,17dwGRG502530270,17,B,5,10,8,9,5,11,9,10,0,1,2,6,0,1,3,6,5,5,2,2,4,5,2,3,3,4,4,1,4,5,4,1,,,,
,,30438,17dwGRG900230438,17,C,4,9,12,6,3,9,13,8,0,1,2,6,0,1,3,6,6,6,3,0,5,6,3,1,0,2,7,0,0,2,7,1,,,,
,,30041,17dwGRGE02730041,17,B,7,12,7,8,6,12,9,9,3,3,1,5,2,3,2,5,4,5,3,1,4,5,3,2,3,4,3,2,3,4,4,2,,,,
,,30217,17dwGRG403030217,17,B,7,14,13,0,6,14,16,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30250,17dwGRG501430250,17,C,3,10,17,0,3,11,19,0,0,2,7,0,0,2,8,0,0,2,7,0,0,2,8,0,6,6,3,0,6,7,3,0,,,,
,,30004,17dwGRGE00430004,17,B,6,13,14,0,7,15,15,0,1,3,6,0,2,4,6,0,1,3,6,0,1,3,7,0,7,7,2,0,7,8,2,0,,,,
,,30284,17dwGRG600330284,17,B,5,10,8,9,4,10,10,10,2,2,1,6,1,2,2,6,4,4,2,3,3,4,3,3,3,4,5,0,2,4,5,1,,,,
,,30091,17dwGRG202530091,17,A,10,16,8,3,9,17,9,4,2,3,3,3,2,3,3,4,7,7,2,0,6,7,3,0,6,6,3,0,6,7,3,0,,,,
,,30246,17dwGRG501230246,17,A,15,20,1,6,14,21,2,7,6,5,0,4,6,6,0,4,7,7,1,1,7,7,1,2,9,8,0,1,8,8,1,1,,,,
,,30023,17dwGRGE01630023,17,A,13,20,7,0,12,21,9,0,6,6,3,0,5,6,4,0,6,6,3,0,5,6,4,0,9,8,1,0,9,9,1,0,,,,
,,30052,17dwGRG200230052,17,C,3,9,15,3,2,9,18,3,0,1,7,1,0,1,8,1,4,5,3,1,4,5,4,1,1,3,5,1,1,3,6,1,,,,
,,30176,17dwGRG303230176,17,B,7,13,10,4,7,14,12,4,1,3,5,1,1,3,6,1,2,3,4,2,1,3,5,2,7,7,1,1,8,8,1,1,,,,
,,30186,17dwGRG400730186,17,B,5,12,15,0,5,13,17,0,7,7,2,0,6,7,3,0,1,3,6,0,1,3,7,0,0,2,7,0,1,3,7,0,,,,
,,30197,17dwGRG401330197,17,A,10,15,4,8,9,16,6,8,4,4,1,4,3,4,2,4,5,5,1,3,4,5,2,3,6,6,2,1,6,7,2,1,,,,
,,30335,17dwGRG603130335,17,B,5,12,15,0,4,12,18,0,4,5,4,0,3,5,5,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,,,,
,,30282,17dwGRG600230282,17,B,7,12,9,6,5,12,12,6,2,3,3,3,2,3,4,3,4,5,3,1,4,5,4,1,3,4,3,2,3,4,4,2,,,,
,,30358,17dwGRG701030358,17,B,9,16,11,0,8,17,13,0,3,4,5,0,3,5,5,0,7,7,2,0,6,7,3,0,4,5,4,0,3,5,5,0,,,,
,,30059,17dwGRG200530059,17,A,14,20,5,2,13,21,6,3,7,7,1,1,6,7,2,1,6,6,2,1,5,6,2,2,7,7,2,0,7,8,2,0,,,,
,,30439,17dwGRG900330439,17,C,1,7,18,2,1,8,20,2,0,2,6,1,0,2,7,1,1,3,6,0,2,4,6,0,0,2,6,1,0,2,7,1,,,,
,,30318,17dwGRG602530318,17,B,9,14,7,6,9,16,8,6,5,5,2,2,5,6,2,2,3,4,3,2,3,4,4,2,5,5,2,2,5,6,2,2,,,,
,,30045,17dwGRGE03030045,17,B,8,14,8,5,7,14,11,5,3,3,2,4,2,3,3,4,4,5,3,1,4,5,4,1,6,6,3,0,5,6,4,0,,,,
,,30170,17dwGRG302930170,17,A,16,22,3,2,13,22,6,2,9,8,1,0,7,8,2,0,6,6,1,2,5,6,2,2,9,8,1,0,7,8,2,0,,,,
,,30083,17dwGRG201930083,17,C,4,11,16,0,5,13,17,0,1,3,6,0,2,4,6,0,3,4,5,0,2,4,6,0,3,4,5,0,3,5,5,0,,,,
,,30271,17dwGRG502630271,17,A,11,17,6,4,9,17,9,4,7,7,1,1,6,7,2,1,2,3,3,3,2,3,4,3,7,7,2,0,6,7,3,0,,,,
,,30237,17dwGRG500630237,17,C,3,10,17,0,2,10,20,0,0,2,7,0,0,2,8,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,,,,
,,30036,17dwGRGE02430036,17,A,11,17,6,4,10,18,8,4,6,5,0,4,5,5,1,4,3,4,5,0,2,4,6,0,9,8,1,0,9,9,1,0,,,,
,,30022,17dwGRGE01530022,17,A,11,17,6,4,10,17,7,6,5,5,2,2,4,5,2,3,3,4,3,2,3,4,3,3,9,8,1,0,7,8,2,0,,,,
,,30337,17dwGRG700130337,17,B,9,15,7,5,8,15,9,6,6,6,1,2,5,6,2,2,2,3,3,3,2,3,3,4,6,6,3,0,5,6,4,0,,,,
,,30212,17dwGRG402730212,17,B,9,15,7,5,8,15,9,6,2,3,3,3,2,3,4,3,5,5,2,2,4,5,3,2,7,7,2,0,6,7,2,1,,,,
,,30188,17dwGRG400930188,17,B,6,12,12,3,5,12,15,3,2,3,3,3,2,3,4,3,0,1,8,0,0,1,9,0,9,8,1,0,7,8,2,0,,,,
,,30211,17dwGRG402630211,17,C,3,10,17,0,3,11,19,0,0,2,7,0,0,2,8,0,1,3,6,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30081,17dwGRG201730081,17,B,8,14,10,3,6,14,13,3,2,3,3,3,2,3,4,3,6,6,3,0,5,6,4,0,4,5,4,0,3,5,5,0,,,,
,,30078,17dwGRG201530078,17,C,4,10,13,4,4,11,15,4,3,3,2,4,3,4,2,4,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,,,,
,,30314,17dwGRG602430314,17,B,6,13,14,0,6,14,16,0,3,4,5,0,3,5,5,0,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30243,17dwGRG501030243,17,B,5,10,9,8,5,11,11,8,0,0,5,4,0,0,6,4,5,5,2,2,4,5,3,2,5,5,2,2,5,6,2,2,,,,
,,30168,17dwGRG302730168,17,B,9,15,9,3,8,15,11,4,6,6,2,1,5,6,3,1,1,3,5,1,1,3,5,2,6,6,2,1,5,6,3,1,,,,
,,30460,17dwGRG901530460,17,B,7,13,9,5,7,14,11,5,6,6,2,1,5,6,3,1,3,4,5,0,2,4,6,0,3,3,2,4,3,4,2,4,,,,
,,30401,17dwGRG800830401,17,A,16,22,3,2,14,23,5,2,6,6,1,2,5,6,2,2,7,7,2,0,6,7,3,0,10,9,0,0,10,10,0,0,,,,
,,30416,17dwGRG801730416,17,C,4,9,10,8,4,10,12,8,3,3,1,5,4,4,1,5,6,6,3,0,5,6,4,0,0,0,6,3,0,0,7,3,,,,
,,30201,17dwGRG401730201,17,A,14,21,6,0,13,22,8,0,7,7,2,0,6,7,3,0,9,8,1,0,7,8,2,0,6,6,3,0,6,7,3,0,,,,
,,30391,17dwGRG703130391,17,A,14,20,2,5,14,21,2,7,9,8,0,1,9,9,0,1,6,6,1,2,6,6,1,3,6,6,1,2,6,6,1,3,,,,
,,30447,17dwGRG900730447,17,C,3,9,13,5,3,10,15,5,2,3,4,2,1,3,5,2,3,4,4,1,2,4,5,1,0,2,5,2,1,3,5,2,,,,
,,30015,17dwGRGE01030015,17,B,6,12,10,5,5,12,13,5,1,2,2,5,1,2,3,5,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,,,,
,,30119,17dwGRG300630119,17,B,5,11,12,4,4,11,14,5,2,3,4,2,2,3,4,3,0,2,6,1,0,2,7,1,6,6,2,1,5,6,3,1,,,,
,,30133,17dwGRG301430133,17,A,11,17,5,5,10,17,8,5,4,4,2,3,3,4,3,3,5,5,2,2,4,5,3,2,9,8,1,0,7,8,2,0,,,,
,,30367,17dwGRG701430367,17,A,12,18,6,3,10,18,9,3,7,7,1,1,6,7,2,1,6,6,1,2,5,6,2,2,4,5,4,0,3,5,5,0,,,,
,,30128,17dwGRG301130128,17,B,8,14,10,3,7,14,11,5,4,5,3,1,4,5,3,2,3,4,5,0,2,4,5,1,5,5,2,2,4,5,3,2,,,,
,,30002,17dwGRGE00230002,17,A,17,24,2,1,16,25,3,2,7,7,1,1,8,8,1,1,9,8,1,0,7,8,2,0,10,9,0,0,9,9,0,1,,,,
,,30372,17dwGRG701830372,17,C,4,11,16,0,4,12,18,0,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,3,4,5,0,3,5,5,0,,,,
,,30131,17dwGRG301330131,17,B,5,10,11,6,4,10,14,6,2,3,3,3,2,3,4,3,3,4,3,2,3,4,4,2,1,3,5,1,1,3,6,1,,,,
,,30248,17dwGRG501330248,17,A,11,16,4,7,10,17,5,8,4,4,2,3,4,5,2,3,5,5,1,3,4,5,2,3,7,7,1,1,7,7,1,2,,,,
,,30060,17dwGRG200630060,17,A,15,21,4,2,13,22,6,2,7,7,2,0,7,8,2,0,7,7,1,1,6,7,2,1,7,7,1,1,6,7,2,1,,,,
,,30006,17dwGRGE00530006,17,B,8,15,11,1,9,17,11,2,6,6,3,0,6,7,3,0,1,3,5,1,1,3,5,2,6,6,3,0,6,7,3,0,,,,
,,30276,17dwGRG503030276,17,A,10,15,6,6,9,16,7,7,2,3,3,3,3,4,3,3,4,5,3,1,4,5,4,1,8,7,0,2,7,7,0,3,,,,
,,30457,17dwGRG901330457,17,B,8,14,9,4,7,14,11,5,3,3,2,4,2,3,3,4,4,5,4,0,4,5,4,1,6,6,3,0,5,6,4,0,,,,
,,30375,17dwGRG702030375,17,B,9,16,11,0,8,16,14,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,7,7,2,0,6,7,3,0,,,,
,,30178,17dwGRG400130178,17,C,4,10,12,5,4,10,13,7,3,3,2,4,2,3,2,5,1,3,6,0,1,3,7,0,3,4,4,1,3,4,4,2,,,,
,,30019,17dwGRGE01330019,17,B,6,13,14,0,7,15,15,0,0,1,8,0,0,2,8,0,4,5,4,0,3,5,5,0,7,7,2,0,7,8,2,0,,,,
,,30459,17dwGRG901430459,17,B,6,13,14,0,7,15,15,0,3,4,5,0,3,5,5,0,4,5,4,0,3,5,5,0,3,4,5,0,3,5,5,0,,,,
,,30204,17dwGRG402030204,17,C,4,10,13,4,5,12,14,4,3,4,3,2,4,5,3,2,0,1,7,1,0,1,8,1,4,5,3,1,5,6,3,1,,,,
,,30126,17dwGRG301030126,17,C,3,7,9,11,2,7,12,11,1,2,3,4,1,2,4,4,1,2,2,5,1,2,3,5,2,3,4,2,1,3,5,2,,,,
,,30394,17dwGRG800230394,17,B,5,11,11,5,4,11,13,6,0,1,5,3,0,1,5,4,4,5,4,0,3,5,5,0,5,5,2,2,4,5,3,2,,,,
,,30265,17dwGRG502230265,17,A,16,23,4,0,16,26,4,0,10,9,0,0,10,10,0,0,7,7,2,0,7,8,2,0,7,7,2,0,7,8,2,0,,,,
,,30208,17dwGRG402330208,17,B,5,10,10,7,5,11,10,9,3,3,2,4,2,3,2,5,2,3,4,2,2,3,4,3,3,4,4,1,4,5,4,1,,,,
,,30031,17dwGRGE02030031,17,A,10,15,6,6,9,16,7,7,6,6,1,2,7,7,1,2,4,4,2,3,3,4,3,3,4,5,3,1,4,5,3,2,,,,
,,30165,17dwGRG302630165,17,A,18,25,2,0,17,27,3,0,10,9,0,0,10,10,0,0,9,8,1,0,7,8,2,0,9,8,1,0,9,9,1,0,,,,
,,30426,17dwGRG802530426,17,A,17,23,2,2,17,26,2,2,8,7,0,2,8,8,0,2,9,8,1,0,9,9,1,0,9,8,1,0,9,9,1,0,,,,
,,30324,17dwGRG602730324,17,A,10,15,6,6,8,15,8,7,1,2,3,4,1,2,3,5,5,5,2,2,4,5,3,2,9,8,1,0,7,8,2,0,,,,
,,30150,17dwGRG302030150,17,A,16,23,4,0,15,24,6,0,7,7,2,0,7,8,2,0,7,7,2,0,6,7,3,0,10,9,0,0,9,9,1,0,,,,
,,30254,17dwGRG501530254,17,A,10,16,9,2,8,16,12,2,1,3,5,1,1,3,6,1,4,5,3,1,4,5,4,1,9,8,1,0,7,8,2,0,,,,
,,30312,17dwGRG602230312,17,A,11,17,5,5,10,17,7,6,4,5,3,1,4,5,4,1,4,4,1,4,4,4,1,5,9,8,1,0,7,8,2,0,,,,
,,30311,17dwGRG602130311,17,C,2,9,18,0,1,9,21,0,0,1,8,0,0,1,9,0,3,4,5,0,2,4,6,0,3,4,5,0,2,4,6,0,,,,
,,30332,17dwGRG603030332,17,B,8,14,10,3,6,14,13,3,6,6,2,1,5,6,3,1,4,5,4,0,3,5,5,0,2,3,4,2,1,3,5,2,,,,
,,30336,17dwGRG603230336,17,A,15,22,5,0,14,23,7,0,10,9,0,0,9,9,1,0,6,6,3,0,6,7,3,0,7,7,2,0,6,7,3,0,,,,
