ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30
30339	1	X	X	X	X	X	X	X	X	X	B	D	X	B	X	X	A	X	X	B	D	B	A	B	D	A	C	X	X	C	C
30437	1	B	B	X	B	X	X	B	X	X	C	D	A	X	B	X	D	D	B	C	D	B	C	X	X	X	C	X	B	C	D
30011	1	X	X	X	X	X	X	B	B	X	X	B	A	B	A	A	B	B	X	B	D	B	D	B	X	A	B	A	D	C	B
30098	1	B	C	X	B	B	X	A	C	D	X	B	A	C	X	A	C	C	B	D	A	A	B	B	A	B	D	D	D	D	C
30225	1	B	X	C	B	X	C	C	A	D	D	B	B	B	B	X	B	B	D	A	D	A	X	C	D	A	D	C	D	D	X
30379	1	C	A	D	A	X	D	D	X	X	X	B	X	C	X	X	A	D	X	B	A	X	D	X	X	X	X	X	X	C	D
30380	1	C	B	C	B	A	C	C	A	D	B	B	A	C	C	A	B	C	B	A	B	B	B	B	B	D	C	A	D	B	C
30456	1	C	D	C	B	D	B	A	C	C	C	B	A	A	D	A	B	A	B	B	A	B	C	B	D	A	C	B	B	D	C
30454	1	C	B	A	C	C	D	A	C	C	A	B	A	A	B	C	B	D	A	A	B	A	C	B	D	A	C	B	D	C	D
30069	1	A	C	X	X	X	B	A	C	B	B	D	A	D	C	B	A	C	D	D	B	A	C	D	D	C	C	B	B	C	C
30159	1	C	B	D	C	C	D	A	D	A	B	B	A	C	C	A	C	A	B	C	D	B	C	B	B	D	C	B	D	D	C
30035	1	D	X	X	X	X	X	C	X	X	X	D	B	X	X	X	X	X	X	X	X	B	A	B	X	D	C	X	X	C	C
