ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaal_geen_correctieJuist	totaal_geen_correctieFout	totaal_geen_correctieBlanco	totaal_geen_correctieScore	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskunde_geen_correctieJuist	wiskunde_geen_correctieFout	wiskunde_geen_correctieBlanco	wiskunde_geen_correctieScore	fysicaJuist	fysicaFout	fysicaBlanco	fysicaScore	fysica_geen_correctieJuist	fysica_geen_correctieFout	fysica_geen_correctieBlanco	fysica_geen_correctieScore	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemie_geen_correctieJuist	chemie_geen_correctieFout	chemie_geen_correctieBlanco	chemie_geen_correctieScore
30208	1	0	10	10	7	5	11	10	9	5	3	2	4	3	3	2	5	2	3	4	2	2	3	4	3	2	4	4	1	3	5	4	1	4
30031	1	1	15	6	6	10	16	7	7	9	6	1	2	6	7	1	2	7	4	2	3	4	4	3	3	3	5	3	1	4	5	3	2	4
30165	1	1	25	2	0	18	27	3	0	17	9	0	0	10	10	0	0	10	8	1	0	9	8	2	0	7	8	1	0	9	9	1	0	9
30426	1	1	23	2	2	17	26	2	2	17	7	0	2	8	8	0	2	8	8	1	0	9	9	1	0	9	8	1	0	9	9	1	0	9
30324	1	1	15	6	6	10	15	8	7	8	2	3	4	1	2	3	5	1	5	2	2	5	5	3	2	4	8	1	0	9	8	2	0	7
30150	1	1	23	4	0	16	24	6	0	15	7	2	0	7	8	2	0	7	7	2	0	7	7	3	0	6	9	0	0	10	9	1	0	9
30254	1	1	16	9	2	10	16	12	2	8	3	5	1	1	3	6	1	1	5	3	1	4	5	4	1	4	8	1	0	9	8	2	0	7
30312	1	1	17	5	5	11	17	7	6	10	5	3	1	4	5	4	1	4	4	1	4	4	4	1	5	4	8	1	0	9	8	2	0	7
30311	1	0	9	18	0	2	9	21	0	1	1	8	0	0	1	9	0	0	4	5	0	3	4	6	0	2	4	5	0	3	4	6	0	2
30332	1	0	14	10	3	8	14	13	3	6	6	2	1	6	6	3	1	5	5	4	0	4	5	5	0	3	3	4	2	2	3	5	2	1
30336	1	1	22	5	0	15	23	7	0	14	9	0	0	10	9	1	0	9	6	3	0	6	7	3	0	6	7	2	0	7	7	3	0	6
30016	1	0	12	9	6	7	12	11	7	6	5	1	3	5	5	2	3	4	3	4	2	2	3	4	3	2	4	4	1	3	4	5	1	2
30122	1	0	15	12	0	8	15	15	0	7	2	7	0	0	2	8	0	0	5	4	0	4	5	5	0	3	8	1	0	9	8	2	0	7
30414	1	0	13	14	0	6	14	16	0	6	3	6	0	1	3	7	0	1	6	3	0	6	6	4	0	5	4	5	0	3	5	5	0	3
30071	1	0	7	14	6	2	7	17	6	1	1	4	4	0	1	5	4	0	3	5	1	1	3	6	1	1	3	5	1	1	3	6	1	1
30310	1	0	15	7	5	9	15	10	5	8	6	1	2	6	6	2	2	5	2	5	2	0	2	6	2	0	7	1	1	7	7	2	1	6
30105	1	1	15	4	8	10	16	4	10	10	3	1	5	3	4	1	5	4	5	2	2	5	5	2	3	4	7	1	1	7	7	1	2	7
30396	1	0	3	20	4	0	3	22	5	0	1	6	2	0	1	7	2	0	2	6	1	0	2	6	2	0	0	8	1	0	0	9	1	0
30293	1	1	19	5	3	13	20	7	3	12	6	0	3	7	6	1	3	6	6	3	0	6	6	4	0	5	7	2	0	7	8	2	0	7
30238	1	1	16	5	6	11	17	7	6	10	5	1	3	5	6	1	3	6	4	3	2	3	4	4	2	3	7	1	1	7	7	2	1	6
30064	1	1	22	3	2	16	22	4	4	14	7	1	1	7	7	1	2	7	6	2	1	6	6	2	2	5	9	0	0	10	9	1	0	9
30378	1	0	15	9	3	9	17	10	3	9	7	0	2	8	8	0	2	8	3	5	1	1	3	6	1	1	5	4	0	4	6	4	0	5
30130	1	0	10	13	4	4	10	16	4	3	1	6	2	0	1	7	2	0	5	2	2	5	5	3	2	4	4	5	0	3	4	6	0	2
30195	1	0	12	11	4	6	13	12	5	6	4	4	1	3	5	4	1	4	4	4	1	3	4	5	1	2	4	3	2	3	4	3	3	3
30003	1	0	13	14	0	6	14	16	0	6	3	6	0	1	3	7	0	1	3	6	0	1	3	7	0	1	7	2	0	7	8	2	0	7
30235	1	0	14	8	5	8	15	9	6	8	3	2	4	3	4	2	4	3	5	4	0	4	5	4	1	4	6	2	1	6	6	3	1	5
30180	1	0	13	7	7	8	14	8	8	8	3	1	5	3	4	1	5	4	3	4	2	2	3	5	2	1	7	2	0	7	7	2	1	6
30092	1	0	15	12	0	8	16	14	0	8	5	4	0	4	5	5	0	3	4	5	0	3	4	6	0	2	6	3	0	6	7	3	0	6
30010	1	0	14	10	3	8	14	13	3	6	5	3	1	4	5	4	1	4	4	4	1	3	4	5	1	2	5	3	1	4	5	4	1	4
30467	1	1	17	5	5	11	17	7	6	10	5	2	2	5	5	3	2	4	7	1	1	7	7	2	1	6	5	2	2	5	5	2	3	4
30418	1	1	22	3	2	16	22	6	2	13	7	0	2	8	7	1	2	7	8	1	0	9	8	2	0	7	7	2	0	7	7	3	0	6
30387	1	0	12	14	1	5	13	16	1	5	4	4	1	3	5	4	1	4	4	5	0	3	4	6	0	2	4	5	0	3	4	6	0	2
30413	1	0	14	7	6	9	15	9	6	8	6	2	1	6	7	2	1	6	3	3	3	2	3	4	3	2	5	2	2	5	5	3	2	4
30242	1	1	17	10	0	10	18	12	0	9	5	4	0	4	6	4	0	5	5	4	0	4	5	5	0	3	7	2	0	7	7	3	0	6
30464	1	1	17	4	6	12	18	6	6	11	3	3	3	2	3	4	3	2	5	1	3	5	5	2	3	4	9	0	0	10	10	0	0	10
30084	1	1	17	6	4	11	18	8	4	10	4	1	4	4	5	1	4	5	6	3	0	6	6	4	0	5	7	2	0	7	7	3	0	6
30266	1	0	10	8	9	5	11	9	10	5	0	2	7	0	0	2	8	0	6	2	1	6	6	3	1	5	4	4	1	3	5	4	1	4
30187	1	0	12	15	0	5	14	16	0	6	3	6	0	1	3	7	0	1	2	7	0	0	3	7	0	1	7	2	0	7	8	2	0	7
30072	1	0	13	11	3	7	13	13	4	6	4	3	2	3	4	4	2	3	2	7	0	0	2	8	0	0	7	1	1	7	7	1	2	7
30140	1	0	10	16	1	3	11	17	2	4	3	5	1	1	3	6	1	1	2	7	0	0	2	7	1	0	5	4	0	4	6	4	0	5
30319	1	1	20	3	4	14	22	4	4	14	7	0	2	8	8	0	2	8	6	3	0	6	7	3	0	6	7	0	2	8	7	1	2	7
30451	1	0	12	12	3	6	14	12	4	7	3	4	2	2	3	4	3	2	5	4	0	4	6	4	0	5	4	4	1	3	5	4	1	4
30376	1	1	18	6	3	12	18	9	3	10	7	0	2	8	7	1	2	7	4	4	1	3	4	5	1	2	7	2	0	7	7	3	0	6
30169	1	1	16	7	4	10	16	10	4	8	3	3	3	2	3	4	3	2	5	4	0	4	5	5	0	3	8	0	1	9	8	1	1	8
30412	1	0	10	12	5	4	10	13	7	4	1	7	1	0	1	8	1	0	4	3	2	3	4	3	3	3	5	2	2	5	5	2	3	4
30075	1	0	15	8	4	9	16	10	4	8	3	2	4	3	4	2	4	3	4	5	0	3	4	6	0	2	8	1	0	9	8	2	0	7
30392	1	0	10	17	0	3	10	20	0	2	5	4	0	4	5	5	0	3	3	6	0	1	3	7	0	1	2	7	0	0	2	8	0	0
30054	1	0	15	10	2	9	16	11	3	8	5	2	2	5	6	2	2	5	6	3	0	6	6	3	1	5	4	5	0	3	4	6	0	2
30386	1	0	14	6	7	9	14	8	8	8	2	3	4	1	2	3	5	1	5	3	1	4	5	4	1	4	7	0	2	8	7	1	2	7
30213	1	0	9	10	8	4	10	12	8	4	3	2	4	3	3	3	4	2	3	4	2	2	3	5	2	1	3	4	2	2	4	4	2	3
30139	1	1	19	8	0	12	19	11	0	10	6	3	0	6	6	4	0	5	7	2	0	7	7	3	0	6	6	3	0	6	6	4	0	5
30175	1	0	10	10	7	5	11	10	9	5	1	4	4	0	1	4	5	0	3	3	3	2	3	3	4	2	6	3	0	6	7	3	0	6
30088	1	0	14	6	7	9	14	8	8	8	4	0	5	4	4	0	6	4	4	4	1	3	4	5	1	2	6	2	1	6	6	3	1	5
30258	1	1	20	5	2	14	21	7	2	12	7	1	1	7	7	2	1	6	5	3	1	4	5	4	1	4	8	1	0	9	9	1	0	9
30037	1	0	15	10	2	9	17	11	2	9	6	2	1	6	7	2	1	6	4	5	0	3	4	6	0	2	5	3	1	4	6	3	1	5
30173	1	0	10	13	4	4	10	15	5	3	2	4	3	1	2	5	3	0	6	3	0	6	6	3	1	5	2	6	1	0	2	7	1	0
30369	1	0	7	20	0	0	8	22	0	0	2	7	0	0	3	7	0	1	1	8	0	0	1	9	0	0	4	5	0	3	4	6	0	2
30044	1	1	15	5	7	10	15	6	9	9	5	0	4	6	5	0	5	5	3	5	1	1	3	5	2	1	7	0	2	8	7	1	2	7
30012	1	0	13	9	5	7	16	9	5	9	6	1	2	6	7	1	2	7	3	3	3	2	4	3	3	3	4	5	0	3	5	5	0	3
30103	1	0	10	12	5	4	10	14	6	4	2	4	3	1	2	5	3	0	4	4	1	3	4	4	2	3	4	4	1	3	4	5	1	2
30097	1	0	16	10	1	9	16	12	2	8	8	1	0	9	8	2	0	7	3	5	1	1	3	6	1	1	5	4	0	4	5	4	1	4
30390	1	0	11	8	8	6	12	10	8	6	3	3	3	2	4	3	3	3	3	3	3	2	3	4	3	2	5	2	2	5	5	3	2	4
30182	1	0	9	14	4	3	10	15	5	3	1	5	3	0	2	5	3	0	4	4	1	3	4	4	2	3	4	5	0	3	4	6	0	2
30095	1	0	8	9	10	4	9	11	10	4	4	1	4	4	4	2	4	3	1	4	4	0	1	5	4	0	3	4	2	2	4	4	2	3
30160	1	1	22	5	0	15	23	7	0	14	8	1	0	9	8	2	0	7	5	4	0	4	5	5	0	3	9	0	0	10	10	0	0	10
30029	1	1	18	9	0	11	18	12	0	9	5	4	0	4	5	5	0	3	6	3	0	6	6	4	0	5	7	2	0	7	7	3	0	6
30468	1	1	19	8	0	12	20	10	0	11	7	2	0	7	7	3	0	6	5	4	0	4	6	4	0	5	7	2	0	7	7	3	0	6
30262	1	0	11	5	11	7	11	6	13	6	4	2	3	4	4	2	4	3	2	1	6	2	2	1	7	2	5	2	2	5	5	3	2	4
30429	1	1	25	1	1	18	26	2	2	17	9	0	0	10	9	1	0	9	9	0	0	10	10	0	0	10	7	1	1	7	7	1	2	7
30179	1	1	21	6	0	14	24	6	0	15	8	1	0	9	9	1	0	9	7	2	0	7	8	2	0	7	6	3	0	6	7	3	0	6
30362	1	0	9	12	6	4	9	13	8	3	3	3	3	2	3	3	4	2	2	5	2	0	2	5	3	0	4	4	1	3	4	5	1	2
30304	1	0	12	12	3	6	14	12	4	7	3	5	1	1	4	5	1	2	2	5	2	0	2	5	3	0	7	2	0	7	8	2	0	7
30087	1	0	6	9	12	2	6	10	14	2	2	3	4	1	2	4	4	1	3	2	4	3	3	2	5	2	1	4	4	0	1	4	5	0
30102	1	0	6	21	0	0	6	24	0	0	2	7	0	0	2	8	0	0	3	6	0	1	3	7	0	1	1	8	0	0	1	9	0	0
30397	1	0	12	2	13	8	13	3	14	8	6	0	3	7	7	0	3	7	2	0	7	2	2	0	8	2	4	2	3	4	4	3	3	3
30042	1	1	16	3	8	11	16	5	9	10	3	1	5	3	3	2	5	2	6	2	1	6	6	3	1	5	7	0	2	8	7	0	3	7
30300	1	0	13	14	0	6	14	16	0	6	2	7	0	0	3	7	0	1	6	3	0	6	6	4	0	5	5	4	0	4	5	5	0	3
30415	1	0	12	9	6	7	13	11	6	6	7	0	2	8	8	0	2	8	2	5	2	0	2	6	2	0	3	4	2	2	3	5	2	1
30194	1	0	15	7	5	9	17	8	5	10	4	1	4	4	5	1	4	5	5	4	0	4	6	4	0	5	6	2	1	6	6	3	1	5
30428	1	0	11	13	3	5	11	15	4	4	3	5	1	1	3	6	1	1	2	5	2	0	2	5	3	0	6	3	0	6	6	4	0	5
30393	1	0	15	7	5	9	16	8	6	9	8	0	1	9	9	0	1	9	4	5	0	3	4	6	0	2	3	2	4	3	3	2	5	2
30403	1	0	12	9	6	7	12	12	6	5	3	1	5	3	3	2	5	2	5	3	1	4	5	4	1	4	4	5	0	3	4	6	0	2
30203	1	0	10	15	2	4	12	16	2	4	2	5	2	0	2	6	2	0	3	6	0	1	4	6	0	2	5	4	0	4	6	4	0	5
30388	1	1	17	6	4	11	18	8	4	10	7	0	2	8	8	0	2	8	7	1	1	7	7	2	1	6	3	5	1	1	3	6	1	1
30210	1	1	20	6	1	13	22	7	1	13	6	2	1	6	7	2	1	6	6	3	0	6	6	4	0	5	8	1	0	9	9	1	0	9
30278	1	1	19	5	3	13	20	7	3	12	6	1	2	6	7	1	2	7	6	2	1	6	6	3	1	5	7	2	0	7	7	3	0	6
30425	1	0	12	8	7	7	13	10	7	6	4	3	2	3	4	4	2	3	4	4	1	3	4	5	1	2	4	1	4	4	5	1	4	5
30280	1	1	16	6	5	10	17	7	6	10	6	1	2	6	6	2	2	5	5	3	1	4	5	3	2	4	5	2	2	5	6	2	2	5
30328	1	1	24	2	1	17	25	4	1	16	8	0	1	9	9	0	1	9	7	2	0	7	7	3	0	6	9	0	0	10	9	1	0	9
30121	1	0	13	7	7	8	13	8	9	7	5	1	3	5	5	1	4	5	5	2	2	5	5	2	3	4	3	4	2	2	3	5	2	1
30402	1	0	14	7	6	9	15	9	6	8	7	0	2	8	8	0	2	8	3	3	3	2	3	4	3	2	4	4	1	3	4	5	1	2
30199	1	1	24	1	2	18	25	3	2	16	7	0	2	8	7	1	2	7	8	1	0	9	9	1	0	9	9	0	0	10	9	1	0	9
30354	1	0	14	10	3	8	15	11	4	8	6	2	1	6	6	3	1	5	4	4	1	3	4	4	2	3	4	4	1	3	5	4	1	4
30466	1	1	20	7	0	13	21	9	0	12	8	1	0	9	9	1	0	9	6	3	0	6	6	4	0	5	6	3	0	6	6	4	0	5
30017	1	0	11	9	7	6	11	12	7	5	2	2	5	1	2	3	5	1	3	5	1	1	3	6	1	1	6	2	1	6	6	3	1	5
30424	1	0	12	7	8	7	13	9	8	7	0	4	5	0	1	4	5	0	5	2	2	5	5	3	2	4	7	1	1	7	7	2	1	6
30373	1	1	20	1	6	15	22	1	7	14	8	0	1	9	9	0	1	9	5	1	3	5	5	1	4	5	7	0	2	8	8	0	2	8
30288	1	0	11	5	11	7	12	5	13	7	3	2	4	3	3	2	5	2	6	0	3	7	6	0	4	6	2	3	4	1	3	3	4	2
30423	1	1	21	5	1	14	22	7	1	13	8	1	0	9	8	2	0	7	7	2	0	7	7	3	0	6	6	2	1	6	7	2	1	6
30420	1	0	13	6	8	8	13	7	10	7	2	2	5	1	2	2	6	1	6	1	2	6	6	1	3	6	5	3	1	4	5	4	1	4
