scoreNaam	groepLabel	kleur	aantal
totaal	<=7	rgb(255,140,0)	49
totaal	8-9	rgb(255,215,0)	20
totaal	10-13	rgb(144,238,144)	44
totaal	>=14	rgb(21, 132, 21)	33
wiskunde	<=7	rgb(255,140,0)	49
wiskunde	8-9	rgb(255,215,0)	20
wiskunde	10-13	rgb(144,238,144)	44
wiskunde	>=14	rgb(21, 132, 21)	33
